true_act	pred_act	true_turn	pred_turn
accept	counteroffer	rennoc1; ok; Accept	[Counteroffer]
offer	counteroffer	Tomm; Sheep!; Offer	Counteroffer
offer	offer	Tomm; Wheat? Sheep?; Offer	[Offer]
offer	offer	Tomm; Anyone needy?; Offer	[Offer]
refusal	offer	Dave; I need sheep, but I have nothing to trade, possibly when my turn rolls around I'll have something; Refusal	[Offer]
refusal	offer	rennoc1; yeah, ive nothing either; Refusal	[Offer]
offer	offer	Dave; Ok now I can trade you ore or wood, need either?; Offer	[Offer]
accept	counteroffer	Tomm; Ore would be good.; Accept	Counteroffer
offer	offer	Dave; 1 ore for 1 sheep it is; Offer	[Offer]
counteroffer	accept	rennoc1; can I have some wood dave?; Counteroffer	[Accept]
counteroffer	counteroffer	Dave; what have you got to trade?; Counteroffer	Counteroffer
counteroffer	counteroffer	rennoc1; sheep; Counteroffer	Counteroffer
accept	counteroffer	Dave; I guess I can use two sheep; Accept	Counteroffer
accept	offer	Dave; yeah, go ahead; Accept	[Offer]
offer	offer	Dave; Still want to trade?; Offer	[Offer]
accept	offer	Tomm; Yes, do you still want to? do you still want to?; Accept	[Offer]
accept	offer	Dave; and yeah, and yeah, sure; Accept	[Offer]
offer	offer	Dave; actually, instead of sheep, do you have any wood or clay?; Offer	[Offer]
refusal	offer	Tomm; Ah, 'fraid not; Refusal	[Offer]
offer	offer	Dave; rennoc?; Offer	[Offer]
refusal	offer	rennoc1; nope dont have either; Refusal	[Offer]
offer	offer	Dave; wheat for ore anyone?; Offer	[Offer]
refusal	offer	Tomm; You just nicked my wheat :P; Refusal	[Offer]
refusal	counteroffer	Tomm; Not going to buy it back; Refusal	[Counteroffer]
offer	refusal	Dave; Want to buy it back? :D; Offer	[Refusal]
offer	offer	Tomm; Anyone want anything for wood?; Offer	[Offer]
refusal	offer	rennoc1; dont have any, sorry; Refusal	[Offer]
offer	offer	Tomm; So no wood anyone? okay okay; Offer	[Offer]
refusal	offer	Dave; nope, sorry; Refusal	[Offer]
offer	offer	rennoc1; so anyone have any ore? I have sheep to spare; Offer	[Offer]
counteroffer	offer	Dave; I have wheat; Counteroffer	[Offer]
refusal	offer	Tomm; fraid not; Refusal	[Offer]
offer	counteroffer	Dave; anyone need wheat?; Offer	Counteroffer
refusal	offer	Tomm; Really not, sorry.; Refusal	[Offer]
offer	refusal	Dave; rennoc?; Offer	[Refusal]
refusal	accept	rennoc1; I'm fine for wheat at the mo; Refusal	[Accept]
offer	offer	Dave; anyone need wheat?; Offer	[Offer]
counteroffer	offer	Tomm; What for?; Counteroffer	[Offer]
offer	offer	Dave; clay, I guess, or ore; Offer	[Offer]
offer	offer	Dave; or wood; Offer	[Offer]
offer	offer	Tomm; Dave: Wheat for a clay?; Offer	[Offer]
counteroffer	counteroffer	Dave; sure, can you do 2 for 2, or do you just want 1 for 1; Counteroffer	[Counteroffer]
accept	counteroffer	Tomm; Just 1-4-1 I'm afraid; Accept	Counteroffer
accept	counteroffer	Dave; fair enough; Accept	Counteroffer
offer	offer	rennoc1; any spare ores anyone?; Offer	[Offer]
refusal	offer	Dave; afraid not, sorry; Refusal	[Offer]
refusal	offer	Tomm; None here either :(; Refusal	[Offer]
offer	offer	Dave; wheat for wood anyone?; Offer	[Offer]
offer	offer	Dave; or a sheep; Offer	[Offer]
refusal	counteroffer	Tomm; sorry :/; Refusal	Counteroffer
offer	offer	rennoc1; anyone have any wood?; Offer	[Offer]
refusal	offer	Dave; nope, sorry; Refusal	[Offer]
refusal	counteroffer	Tomm; I think we are all looking for it! I think we are all looking for it!; Refusal	Counteroffer
offer	refusal	Dave; can anyone trade clay for ore; Offer	[Refusal]
offer	offer	Dave; as in, I give you the clay; Offer	[Offer]
refusal	counteroffer	Tomm; No ore, sorry.; Refusal	Counteroffer
refusal	offer	rennoc1; me neither me neither; Refusal	[Offer]
offer	offer	Dave; anyone got clay or ore they can swap for wheat?; Offer	[Offer]
offer	offer	Dave; clay or wood, rather; Offer	[Offer]
accept	offer	Tomm; Only got that one; Accept	[Offer]
offer	counteroffer	Dave; could you, by any chance, use some fine high quality wheat; Offer	Counteroffer
offer	counteroffer	Dave; guaranteed to be 100% more edible than clay; Offer	[counteroffer]
accept	offer	Tomm; If I get more clay, perhaps... I can eat the sheep for now.; Accept	[Offer]
accept	offer	rennoc1; maybe but I have almost nothing but wheat to trade back; Accept	[Offer]
offer	counteroffer	Dave; clay or wood rennoc?; Offer	Counteroffer
offer	offer	Dave; either one; Offer	[Offer]
refusal	counteroffer	rennoc1; unfortunately, neither one; Refusal	Counteroffer
counteroffer	offer	rennoc1; tomm, could I give you 3 sheep for a clay and an ore?; Counteroffer	[Offer]
refusal	offer	Tomm; I don't have ore, I'm afraid!; Refusal	[Offer]
refusal	counteroffer	Tomm; Well, as I say, don't have any ore at all; Refusal	[Counteroffer]
counteroffer	other	rennoc1; do you have any ores, dave?; Counteroffer	[Other]
refusal	counteroffer	Dave; lo; Refusal	Counteroffer
refusal	counteroffer	Dave; I don't, no; Refusal	Counteroffer
offer	offer	Dave; I have wheat; Offer	[Offer]
offer	offer	Dave; but seriously, want to trade for some wheat?; Offer	[Offer]
offer	offer	rennoc1; so you have ore to spare then...?; Offer	[Offer]
accept	counteroffer	Dave; I do; Accept	Counteroffer
counteroffer	counteroffer	Dave; ore for wood?; Counteroffer	Counteroffer
counteroffer	counteroffer	rennoc1; if only... I have clay? I have clay?; Counteroffer	Counteroffer
accept	offer	Dave; yeah, go ahead yeah, go ahead; Accept	[Offer]
offer	offer	rennoc1; so dave, what did you have to trade for clay?; Offer	[Offer]
counteroffer	accept	Tomm; I could offer things?; Counteroffer	[Accept]
counteroffer	offer	Dave; wood?; Counteroffer	[Offer]
counteroffer	offer	Tomm; Ore?; Counteroffer	[Offer]
counteroffer	offer	Dave; clay rennoc; Counteroffer	[Offer]
counteroffer	refusal	Dave; I have ore to trade (or wheat, always wheat) I have ore to trade (or wheat, always wheat); Counteroffer	[Refusal]
offer	other	rennoc1; tomm, do you have ore?; Offer	[Other]
accept	offer	Tomm; Yes, yes I do; Accept	[Offer]
accept	offer	rennoc1; ok; Accept	[Offer]
offer	offer	Dave; any wood around?; Offer	[Offer]
refusal	counteroffer	rennoc1; nope; Refusal	Counteroffer
offer	offer	Dave; has anyone got a sheep, I can trade wheat or clay; Offer	[Offer]
refusal	counteroffer	Tomm; Surprisingly I am bereft of sheep.; Refusal	Counteroffer
offer	counteroffer	Dave; rennoc?; Offer	Counteroffer
refusal	counteroffer	rennoc1; sorry, no sheep; Refusal	Counteroffer
offer	offer	Tomm; Fancy some tasty ore?; Offer	[Offer]
refusal	offer	Dave; I do not ^_^; Refusal	[Offer]
offer	counteroffer	Tomm; How about clay?; Offer	[Counteroffer]
refusal	counteroffer	Dave; nope, sorry, I'm good for clay; Refusal	[Counteroffer]
offer	offer	Dave; trade?; Offer	[Offer]
counteroffer	offer	Tomm; Tommville is amused by such base humour. Anyway, what will you offer for wood?; Counteroffer	[Offer]
offer	offer	Dave; wheat?:D; Offer	[Offer]
offer	offer	Dave; or clay; Offer	[Offer]
counteroffer	counteroffer	rennoc1; anone have sheep; Counteroffer	[Counteroffer]
refusal	offer	Tomm; Pfft, your pots are of no use.; Refusal	[Offer]
refusal	offer	Tomm; Sadly still no sheep :(; Refusal	[Offer]
offer	counteroffer	Dave; wheat then?; Offer	[Counteroffer]
refusal	offer	Tomm; Talk to rennoc first, it's his go :p; Refusal	[Offer]
accept	offer	rennoc1; yeah sure, could do with some wheat yeah sure, could do with some wheat; Accept	[Offer]
offer	refusal	Dave; got wood?; Offer	[Refusal]
refusal	counteroffer	rennoc1; nope; Refusal	Counteroffer
counteroffer	offer	Tomm; Dave - how many wheat would you give for 1 wood?; Counteroffer	[Offer]
offer	offer	Dave; I will give you one whole wheat; Offer	[Offer]
counteroffer	counteroffer	Tomm; I must demand 2.; Counteroffer	Counteroffer
counteroffer	counteroffer	rennoc1; i would give you 2 clay?; Counteroffer	[Counteroffer]
refusal	counteroffer	Dave; I must refuse, on principle; Refusal	Counteroffer
counteroffer	offer	Tomm; although I could offer you ore, Rennoc?; Counteroffer	[Offer]
counteroffer	counteroffer	Tomm; depending on what you have; Counteroffer	Counteroffer
counteroffer	offer	rennoc1; well... I've got some really good quality clay.; Counteroffer	[Offer]
offer	counteroffer	Dave; I can give you one wheat and ore for wood; Offer	Counteroffer
refusal	counteroffer	Tomm; Don't want ore.; Refusal	Counteroffer
counteroffer	counteroffer	Tomm; Rennoc what can you offer me for wood?; Counteroffer	Counteroffer
counteroffer	offer	rennoc1; how about 4 clay for 1 wood and 1 ore?; Counteroffer	[Offer]
counteroffer	counteroffer	Tomm; Dave... wood for a wheat?; Counteroffer	Counteroffer
accept	counteroffer	Dave; sure; Accept	[Counteroffer]
offer	offer	rennoc1; can you give wheat to me, dave?; Offer	[Offer]
counteroffer	offer	rennoc1; for clay?; Counteroffer	[Offer]
refusal	offer	Dave; I'm good for clay, thanks; Refusal	[Offer]
offer	offer	rennoc1; any one have sheep?; Offer	[Offer]
offer	offer	Tomm; Rennoc... I have sheep now?; Offer	[Offer]
offer	offer	Tomm; Got any wheat? :P; Offer	[Offer]
refusal	offer	Dave; nooooooo; Refusal	[Offer]
counteroffer	offer	rennoc1; nope sorry. I could spare some clay though; Counteroffer	[Offer]
counteroffer	counteroffer	Tomm; 1 clay for 1 sheep?; Counteroffer	Counteroffer
accept	counteroffer	rennoc1; thanks; Accept	Counteroffer
offer	refusal	Dave; anyone got wood or sheep to trade?; Offer	[Refusal]
counteroffer	offer	rennoc1; well, I am going to have to go in 5-10 mins, so before I do does anyone want any of my resources; Counteroffer	[Offer]
offer	offer	Dave; do you have any wood or sheep rennoc?; Offer	[Offer]
accept	offer	rennoc1; both; Accept	[Offer]
offer	offer	Dave; 1 ore and 1 wheat for 1 wood and 1 sheep? 1 ore and 1 wheat for 1 wood and 1 sheep?; Offer	[Offer]
counteroffer	counteroffer	rennoc1; how about this.; Counteroffer	Counteroffer
refusal	counteroffer	Dave; don't have 2 wheat; Refusal	Counteroffer
counteroffer	offer	rennoc1; I really need to head off, what do you need guys? i have 5 clay, 1 ore, 2 sheep, 1 wood.; Counteroffer	[Offer]
offer	offer	Dave; sheep, wood; Offer	[Offer]
counteroffer	counteroffer	rennoc1; how about you tomm?; Counteroffer	Counteroffer
counteroffer	offer	Tomm; Feel free to fire me the clay; Counteroffer	[Offer]
counteroffer	offer	rennoc1; ok it turns out you have to give me something in a trade; Counteroffer	[Offer]
counteroffer	counteroffer	Dave; a clay?; Counteroffer	[Counteroffer]
counteroffer	accept	rennoc1; have anything you can spare for the trade tomm?; Counteroffer	[Accept]
refusal	offer	Tomm; not realy, just ditch it; Refusal	[Offer]
offer	other	william; i am offering a wheat for wood or clay; Offer	[Other]
refusal	offer	Thomas; no  thanks; Refusal	[Offer]
offer	offer	Cat; wood for wheat; Offer	[Offer]
offer	offer	Cat; thanks; Offer	[Offer]
offer	other	Thomas; anyone want wood?; Offer	[Other]
offer	counteroffer	Thomas; sorry clay; Offer	Counteroffer
refusal	offer	william; no; Refusal	[Offer]
offer	offer	Cat; anyone wants an ore?; Offer	[Offer]
refusal	offer	Thomas; nope; Refusal	[Offer]
refusal	offer	william; no; Refusal	[Offer]
offer	counteroffer	Cat; for a wood; Offer	Counteroffer
offer	other	william; does someone have clay?; Offer	[Other]
refusal	offer	Thomas; none; Refusal	[Offer]
accept	offer	Cat; yes; Accept	[Offer]
offer	offer	william; what do you want for it?; Offer	[Offer]
accept	offer	william; i can give you wood!; Accept	[Offer]
offer	counteroffer	Cat; I can echange ore for wood though; Offer	Counteroffer
offer	counteroffer	Cat; give ore, receive wood; Offer	Counteroffer
accept	counteroffer	william; i'm in i'm in; Accept	Counteroffer
offer	offer	Cat; I mean I can offer ore; Offer	[Offer]
offer	offer	Cat; if you can give me wood; Offer	[Offer]
accept	counteroffer	william; ok.  i just got the speech bubble message wrong... i just got the speech bubble message wrong...; Accept	Counteroffer
offer	offer	Thomas; can I buy a sheep?; Offer	[Offer]
refusal	offer	william; none; Refusal	[Offer]
refusal	refusal	Cat; no sorry; Refusal	[Refusal]
offer	offer	Thomas; sheep again anyone?; Offer	[Offer]
offer	offer	Thomas; or clay; Offer	[Offer]
refusal	offer	william; no; Refusal	[Offer]
refusal	offer	william; n n; Refusal	[Offer]
refusal	offer	Cat; no no; Refusal	[Offer]
offer	offer	william; can someone give me an ore??; Offer	[Offer]
offer	offer	william; wheat or wood; Offer	[Offer]
accept	counteroffer	Thomas; sure; Accept	Counteroffer
offer	counteroffer	Cat; how about sheep or clar?; Offer	Counteroffer
offer	counteroffer	Thomas; wheat please; Offer	Counteroffer
offer	offer	Cat; i can offer ore for sheep or clay; Offer	[Offer]
offer	offer	Cat; or wheet for the same; Offer	[Offer]
offer	offer	Cat; anyone for ore or what?; Offer	[Offer]
refusal	counteroffer	william; no; Refusal	Counteroffer
offer	refusal	Thomas; i have ore; Offer	[Refusal]
offer	offer	Thomas; I need sheep; Offer	[Offer]
offer	counteroffer	Thomas; or clay; Offer	Counteroffer
offer	counteroffer	Cat; I mean I have those to offer; Offer	Counteroffer
offer	counteroffer	Cat; I need sheep; Offer	Counteroffer
offer	counteroffer	Cat; or clary; Offer	Counteroffer
refusal	offer	Thomas; no  thanks; Refusal	[Offer]
offer	offer	Cat; clay; Offer	[Offer]
offer	offer	Cat; then anyone wants a wood for an ore? then anyone wants a wood for an ore?; Offer	[Offer]
refusal	counteroffer	william; no; Refusal	[Counteroffer]
offer	other	william; can i get a sheep or a wheat?  i have too much wood; Offer	[Other]
refusal	offer	Thomas; n; Refusal	[Offer]
offer	offer	Cat; I can give you a wheat; Offer	[Offer]
offer	offer	Cat; anyone would like to give me an ore?; Offer	[Offer]
refusal	offer	william; cant; Refusal	[Offer]
offer	counteroffer	Cat; wood?; Offer	[Counteroffer]
refusal	offer	Thomas; no  no  thanks; Refusal	[Offer]
offer	offer	Cat; anyone can give me ore?  (for wood); Offer	[Offer]
refusal	offer	Thomas; no; Refusal	[Offer]
offer	other	Cat; anyone would like to receive a wood for an ore?; Offer	[Other]
refusal	offer	william; no; Refusal	[Offer]
accept	offer	Thomas; yes please; Accept	[Offer]
offer	counteroffer	william; i will take anyone's sheep though; Offer	Counteroffer
refusal	offer	Cat; don't have a sheep; Refusal	[Offer]
refusal	offer	Thomas; none here either none here either; Refusal	[Offer]
offer	refusal	Cat; anyone wants wood?; Offer	[Refusal]
refusal	offer	Thomas; n; Refusal	[Offer]
offer	counteroffer	william; 2 wood?; Offer	Counteroffer
offer	counteroffer	Cat; one wood for clay; Offer	Counteroffer
refusal	counteroffer	william; hmm, no sorry hmm, no sorry; Refusal	Counteroffer
counteroffer	refusal	Cat; or ore; Counteroffer	[Refusal]
offer	offer	william; i will only take two wood,  and give 1 ore; Offer	[Offer]
refusal	counteroffer	Cat; no  sorry; Refusal	[Counteroffer]
offer	refusal	Cat; i can exchange wood; Offer	[Refusal]
offer	counteroffer	Cat; one wood though; Offer	Counteroffer
refusal	counteroffer	william; no thx; Refusal	[Counteroffer]
offer	other	Cat; anyone would give me clay?; Offer	[Other]
refusal	offer	Thomas; none here; Refusal	[Offer]
refusal	refusal	william; no; Refusal	[Refusal]
offer	counteroffer	Cat; I have one wood to exchange; Offer	Counteroffer
offer	offer	Cat; any takers?; Offer	[Offer]
refusal	counteroffer	william; no; Refusal	Counteroffer
offer	counteroffer	Cat; for sheep, wheat or clary; Offer	Counteroffer
offer	offer	Thomas; can I buy a sheep for two ore?; Offer	[Offer]
refusal	offer	william; have none; Refusal	[Offer]
offer	refusal	william; does anyone need ore or wheat?; Offer	[Refusal]
refusal	offer	Thomas; no  thanks; Refusal	[Offer]
offer	offer	william; can you give me sheep or wood?; Offer	[Offer]
counteroffer	offer	Cat; I can give you one wood; Counteroffer	[Offer]
accept	counteroffer	william; k; Accept	Counteroffer
offer	offer	Cat; anyone for ore?; Offer	[Offer]
offer	offer	Cat; I'd like clay; Offer	[Offer]
refusal	offer	Thomas; sorry; Refusal	[Offer]
refusal	refusal	william; sry; Refusal	[Refusal]
offer	offer	Cat; or sheep; Offer	[Offer]
refusal	offer	william; nope; Refusal	[Offer]
refusal	offer	Thomas; can't; Refusal	[Offer]
offer	offer	Thomas; for anything; Offer	[Offer]
counteroffer	offer	william; wheat?; Counteroffer	[Offer]
counteroffer	offer	Thomas; 3 ore for a wheat?; Counteroffer	[Offer]
accept	counteroffer	Cat; ok; Accept	Counteroffer
accept	offer	william; i will do it; Accept	[Offer]
offer	refusal	Cat; i need clay; Offer	[Refusal]
offer	offer	Cat; I can give wheat; Offer	[Offer]
refusal	counteroffer	william; na; Refusal	Counteroffer
refusal	accept	Thomas; sorry nope; Refusal	[Accept]
offer	counteroffer	Cat; can someone give me a sheep?; Offer	Counteroffer
refusal	counteroffer	william; nope; Refusal	Counteroffer
refusal	counteroffer	Thomas; n; Refusal	Counteroffer
offer	offer	Thomas; 2 ore for a wheat?; Offer	[Offer]
accept	counteroffer	william; then yes; Accept	Counteroffer
accept	counteroffer	william; k; Accept	Counteroffer
offer	offer	Thomas; can I buy wood for 1 ore?; Offer	[Offer]
refusal	counteroffer	william; hav none; Refusal	Counteroffer
refusal	counteroffer	Cat; no  sorry; Refusal	Counteroffer
offer	offer	william; does someone need clay?; Offer	[Offer]
offer	offer	william; i will take sheep or ore; Offer	[Offer]
counteroffer	counteroffer	Cat; I can trade wood; Counteroffer	Counteroffer
refusal	offer	Thomas; nope; Refusal	[Offer]
counteroffer	refusal	Cat; for clay; Counteroffer	[Refusal]
accept	counteroffer	william; k; Accept	Counteroffer
counteroffer	counteroffer	Cat; or ore; Counteroffer	Counteroffer
offer	offer	Cat; would anyone like wheat?; Offer	[Offer]
accept	counteroffer	Thomas; yes please; Accept	Counteroffer
offer	offer	Cat; I need clay or ore; Offer	[Offer]
counteroffer	counteroffer	Thomas; I can give an ore; Counteroffer	Counteroffer
counteroffer	counteroffer	Thomas; or a clay; Counteroffer	Counteroffer
offer	offer	Cat; or a sheep!; Offer	[Offer]
refusal	offer	Thomas; impossible...; Refusal	[Offer]
offer	counteroffer	Cat; let's do the clay let's do the clay; Offer	[Counteroffer]
accept	offer	Thomas; k; Accept	[Offer]
offer	accept	Cat; would you like one more what for an ore?; Offer	[Accept]
counteroffer	offer	Thomas; one more wheat?; Counteroffer	[Offer]
accept	offer	Cat; one wheat; Accept	[Offer]
accept	accept	Thomas; kk; Accept	[Accept]
offer	offer	Cat; anyone can give me a sheep?; Offer	[Offer]
offer	offer	Cat; for ore; Offer	[Offer]
counteroffer	counteroffer	william; if you give me wood; Counteroffer	Counteroffer
refusal	counteroffer	Thomas; not me; Refusal	Counteroffer
offer	counteroffer	Cat; for two ore?; Offer	Counteroffer
accept	counteroffer	william; k; Accept	Counteroffer
offer	offer	Joel; hey anyone have any brick?; Offer	[Offer]
offer	offer	Joel; or clay sorry; Offer	[Offer]
refusal	refusal	Cardlinger; nope :(; Refusal	[Refusal]
refusal	offer	jon; no; Refusal	[Offer]
offer	offer	Joel; I am willing to do wheat --> clay,  or wheat for ore; Offer	[Offer]
offer	other	Joel; do you want to trade?; Offer	[Other]
counteroffer	offer	Euan; Whatcha got?; Counteroffer	[Offer]
offer	offer	Joel; wheat; Offer	[Offer]
accept	counteroffer	Euan; I can wheat for clay.; Accept	Counteroffer
accept	counteroffer	Joel; awesome; Accept	Counteroffer
offer	offer	Euan; Hm.  Anyone got wood?; Offer	[Offer]
refusal	offer	Joel; nope; Refusal	[Offer]
refusal	offer	Cardlinger; lol sorry no; Refusal	[Offer]
offer	offer	jon; mm - anyone got clay? For ore perhaps?; Offer	[Offer]
refusal	offer	Joel; nope; Refusal	[Offer]
accept	offer	Cardlinger; i got clay; Accept	[Offer]
offer	counteroffer	Euan; "Anyone got wood for sheep?" :D; Offer	[Counteroffer]
refusal	offer	Cardlinger; lamentably I am sheepless; Refusal	[Offer]
refusal	offer	Joel; same here same here; Refusal	[Offer]
refusal	offer	jon; can't sorry; Refusal	[Offer]
offer	offer	Euan; Sheep for wood? Sheep for wood?; Offer	[Offer]
refusal	offer	Cardlinger; i'm after wheat, i am afraid; Refusal	[Offer]
refusal	offer	Joel; I dont have sheep or wood Euan; Refusal	[Offer]
offer	offer	Euan; Hm. I can give you wheat for wood.; Offer	[Offer]
counteroffer	offer	Cardlinger; i have a clay or a wood i'm happy to dispense for wheat; Counteroffer	[Offer]
accept	offer	Euan; Wood sounds good; Accept	[Offer]
accept	offer	Cardlinger; kk well kk well if you're both after wood for wheat i'll go with Euan this time; Accept	[Offer]
offer	offer	Joel; anyone have any ore?; Offer	[Offer]
offer	offer	Joel; or wood?; Offer	[Offer]
refusal	counteroffer	Cardlinger; nope, sorry :(; Refusal	Counteroffer
offer	offer	Joel; jon?; Offer	[Offer]
accept	counteroffer	jon; i got ore; Accept	[Counteroffer]
offer	counteroffer	Joel; I'll give you a wheat?; Offer	Counteroffer
accept	counteroffer	jon; sure!; Accept	[Counteroffer]
offer	counteroffer	Joel; if you have another ore i can do it again; Offer	Counteroffer
refusal	offer	jon; no I'm done; Refusal	[Offer]
offer	other	Cardlinger; anyone got a wood they'd like to trade for ore?; Offer	[Other]
refusal	offer	jon; nope sorry; Refusal	[Offer]
offer	refusal	Cardlinger; or a wood for wheat; Offer	[Refusal]
counteroffer	offer	Joel; do you have any ore?; Counteroffer	[Offer]
accept	offer	Cardlinger; i has ore; Accept	[Offer]
counteroffer	offer	Joel; i'll give you a wheat for the ore?; Counteroffer	[Offer]
refusal	counteroffer	Cardlinger; i'm after wood i am afraid :D; Refusal	Counteroffer
accept	offer	Joel; ok i can do a wood for ore; Accept	[Offer]
offer	counteroffer	jon; anyone got clay for ore?; Offer	Counteroffer
refusal	counteroffer	Cardlinger; apologies, am clayless :(; Refusal	Counteroffer
refusal	offer	Joel; same here same here; Refusal	[Offer]
offer	offer	Joel; does anyone have wood?; Offer	[Offer]
accept	offer	Cardlinger; yup yup; Accept	[Offer]
offer	counteroffer	Joel; ore?; Offer	Counteroffer
refusal	offer	Cardlinger; nope; Refusal	[Offer]
offer	offer	Joel; euan?; Offer	[Offer]
offer	offer	Joel; i'll trade clay for ore; Offer	[Offer]
accept	offer	Euan; Sure, I'll clay for ore; Accept	[Offer]
offer	offer	Euan; Now... anyone got any wood?; Offer	[Offer]
accept	offer	Cardlinger; yup yup; Accept	[Offer]
offer	offer	Euan; I'll give you sheep for it?; Offer	[Offer]
offer	counteroffer	Euan; Or an ore.; Offer	Counteroffer
refusal	counteroffer	Joel; i have no cards; Refusal	Counteroffer
offer	counteroffer	Euan; Or..clay.; Offer	Counteroffer
counteroffer	counteroffer	Cardlinger; 1 sheep for 1 wood is that?; Counteroffer	Counteroffer
accept	offer	Euan; Sure.; Accept	[Offer]
counteroffer	offer	Cardlinger; how many wood you after?; Counteroffer	[Offer]
offer	counteroffer	Euan; Just the one for now; Offer	Counteroffer
counteroffer	offer	Cardlinger; your clay for my wood?; Counteroffer	[Offer]
accept	counteroffer	Euan; Yes; Accept	Counteroffer
offer	counteroffer	Euan; So do you want the clay or the sheep? So do you want the clay or the sheep?; Offer	Counteroffer
accept	counteroffer	Cardlinger; clay plz; Accept	Counteroffer
offer	offer	Euan; Or if you want we could do that now too; Offer	[Offer]
refusal	offer	Cardlinger; not just yet :); Refusal	[Offer]
offer	offer	Cardlinger; anyone want wheat or wood for a clay?; Offer	[Offer]
refusal	offer	Joel; i have no cards; Refusal	[Offer]
offer	offer	Cardlinger; E/J?; Offer	[Offer]
refusal	offer	jon; I'm out too; Refusal	[Offer]
refusal	offer	Euan; Fresh out :/; Refusal	[Offer]
offer	offer	Joel; Euan - trade you a wheat for a sheep?; Offer	[Offer]
accept	offer	Euan; Sure, Joel.; Accept	[Offer]
offer	offer	Euan; No worries :) Anyone got any clay?; Offer	[Offer]
offer	offer	Euan; Anyhoo. Clay, anyone?; Offer	[Offer]
refusal	offer	Joel; havent had clay in awhile; Refusal	[Offer]
refusal	offer	Cardlinger; none, sorry :(; Refusal	[Offer]
offer	offer	Euan; Any ore for my sheep?; Offer	[Offer]
refusal	offer	Cardlinger; no ore, i lament :(; Refusal	[Offer]
offer	offer	Cardlinger; anyone want wheat or wood for sheep?; Offer	[Offer]
offer	offer	Cardlinger; or for clay indeed; Offer	[Offer]
refusal	counteroffer	jon; sorry; Refusal	Counteroffer
offer	offer	Cardlinger; E/J?; Offer	[Offer]
refusal	counteroffer	Joel; got nothing; Refusal	Counteroffer
offer	offer	Cardlinger; E?; Offer	[Offer]
offer	offer	Cardlinger; mutton man?; Offer	[Offer]
offer	offer	Cardlinger; wheat or wood for clay or sheep is my seekings; Offer	[Offer]
offer	offer	Cardlinger; do you have clay or sheep and fancy wood or wheat?; Offer	[Offer]
accept	offer	Euan; I can give some sheep for some wood; Accept	[Offer]
offer	counteroffer	Cardlinger; 1:1?; Offer	Counteroffer
accept	counteroffer	Euan; Sounds good; Accept	Counteroffer
offer	offer	Cardlinger; anyone wheat for clay?; Offer	[Offer]
refusal	offer	Joel; strangely i have no wheat; Refusal	[Offer]
refusal	counteroffer	jon; no wheat; Refusal	Counteroffer
refusal	offer	Joel; and also no clay; Refusal	[Offer]
offer	offer	Cardlinger; sorry i have wheat, it's clay i fancy; Offer	[Offer]
offer	offer	Cardlinger; will offer 3 wheat for 2 clay, if someone is rich in it?; Offer	[Offer]
refusal	accept	jon; sorry; Refusal	[Accept]
refusal	offer	Joel; sorry; Refusal	[Offer]
offer	offer	Joel; ok does anyone have clay?; Offer	[Offer]
refusal	offer	Cardlinger; nope, sorry; Refusal	[Offer]
refusal	offer	jon; no no; Refusal	[Offer]
refusal	offer	Euan; Nope :/ Nope :/; Refusal	[Offer]
