true_act	pred_act	true_turn	pred_turn
counteroffer	offer	Tomm; What for?; Counteroffer	[Offer], I have wood and clay to trade for wheat.
offer	offer	Dave; clay, I guess, or ore; Offer	[Offer], I'll give you 2 wheat for 1 ore.
offer	offer	Dave; or wood; Offer	[Offer], I can give you ore in exchange for clay, how does that sound?
counteroffer	counteroffer	Dave; sure, can you do 2 for 2, or do you just want 1 for 1; Counteroffer	[Counteroffer], I can give you clay for wood instead.
accept	counteroffer	Tomm; Just 1-4-1 I'm afraid; Accept	[Counteroffer], I can give you 2 wheat for 1 wood.
accept	refusal	Dave; fair enough; Accept	[Refusal], Sorry, I really need ore right now to build my road.
offer	other	rennoc1; any spare ores anyone?; Offer	Other, Let's get this game rolling!
refusal	other	Dave; afraid not, sorry; Refusal	[Other], I just used my last ore to build a road, so I don't have any to spare at the moment.
refusal	other	Tomm; None here either :(; Refusal	Other, "Looks like you're in a tough spot there, trying to make a trade?"
offer	counteroffer	Dave; or a sheep; Offer	Counteroffer, I can give you wood for clay.
refusal	offer	Tomm; sorry :/; Refusal	Offer, I can trade you a clay for a sheep.
offer	accept	rennoc1; anyone have any wood?; Offer	Accept, I will trade you 2 wheat for 1 ore.
refusal	offer	Dave; nope, sorry; Refusal	[Offer], I have wood, what are you offering in return?
refusal	offer	Tomm; I think we are all looking for it! I think we are all looking for it!; Refusal	[Offer], I can give you 2 wood for 1 ore.
offer	other	Dave; can anyone trade clay for ore; Offer	Other, "I can't believe I keep rolling low numbers."
offer	offer	Dave; as in, I give you the clay; Offer	[Offer], I can trade you 1 ore for 2 clay.
refusal	counteroffer	Tomm; No ore, sorry.; Refusal	Counteroffer, I'll give you 2 wheat for the clay.
refusal	offer	rennoc1; me neither me neither; Refusal	[Offer], I can trade you some ore for wheat, if you're interested.
offer	other	Dave; anyone got clay or ore they can swap for wheat?; Offer	Other, I've got some extra wheat if anyone is interested.
offer	offer	Dave; clay or wood, rather; Offer	[Offer], I can give you 1 clay for 2 wheat.
accept	offer	Tomm; Only got that one; Accept	[Offer], I can give you wood in exchange for your clay.
offer	other	Dave; could you, by any chance, use some fine high quality wheat; Offer	Other, Can you build any roads instead?
offer	offer	Dave; guaranteed to be 100% more edible than clay; Offer	[Offer], I have some extra wheat that I can trade with you for ore.
accept	other	Tomm; If I get more clay, perhaps... I can eat the sheep for now.; Accept	[Other], Yeah, I think we can all agree that sheep are definitely more appetizing than clay!
accept	other	rennoc1; maybe but I have almost nothing but wheat to trade back; Accept	Other, I just realized I need more clay to build my roads., Player B: Can I trade you some wheat for clay?
offer	offer	Dave; clay or wood rennoc?; Offer	[Offer], I can offer you some ore in exchange for your wheat.
offer	offer	Dave; either one; Offer	Offer, I can give you wood for clay.
refusal	offer	rennoc1; unfortunately, neither one; Refusal	Offer, I'll give you 1 wood for 1 ore.
counteroffer	other	rennoc1; tomm, could I give you 3 sheep for a clay and an ore?; Counteroffer	[Other], I guess we'll have to wait for the dice to roll in our favor.
refusal	counteroffer	Tomm; I don't have ore, I'm afraid!; Refusal	Counteroffer, I can give you a clay for 2 sheep instead.
refusal	offer	Tomm; Well, as I say, don't have any ore at all; Refusal	[Offer], I'll trade you 2 wood for 1 ore.
counteroffer	other	rennoc1; do you have any ores, dave?; Counteroffer	Other, I wonder who they were referring to.
refusal	refusal	Dave; lo; Refusal	[Refusal], Sorry, I don't have any ores to spare right now.
refusal	offer	Dave; I don't, no; Refusal	[Offer], I'll give you 1 wheat for 1 wood.
offer	other	Dave; I have wheat; Offer	Other, Can we focus on building our structures instead of trading for now?
offer	offer	Dave; but seriously, want to trade for some wheat?; Offer	[Offer], I can trade you some ore for that wheat.
accept	offer	Dave; I do; Accept	[Offer], I have some wheat and wood that I can trade for your ore if you're interested.
counteroffer	offer	Dave; ore for wood?; Counteroffer	Offer, I'll give you 1 wheat for 1 ore.
counteroffer	counteroffer	rennoc1; if only... I have clay? I have clay?; Counteroffer	[Counteroffer], I can offer you clay for wood instead.
accept	offer	Dave; yeah, go ahead yeah, go ahead; Accept	[Offer], I'll trade you two ore for one wheat.
counteroffer	refusal	Tomm; I could offer things?; Counteroffer	[Refusal], Sorry, I need my clay for upcoming builds.
counteroffer	offer	Dave; wood?; Counteroffer	Offer, I have extra wheat and ore, would anyone be interested in trading for wood or clay?
counteroffer	offer	Tomm; Ore?; Counteroffer	[Offer], I can offer you 2 clay for 1 wood.
counteroffer	offer	Dave; clay rennoc; Counteroffer	[Offer], Wood?
counteroffer	other	Dave; I have ore to trade (or wheat, always wheat) I have ore to trade (or wheat, always wheat); Counteroffer	[Other], I'm not sure if that was a mistake or a clever play, but it seems like clay is in high demand right now.
offer	other	rennoc1; tomm, do you have ore?; Offer	[Other], I have an excess of wood and clay if anyone is interested in trading for ore or wheat.
accept	refusal	Tomm; Yes, yes I do; Accept	[Refusal], Sorry, I don't have any ore to trade at the moment.
accept	offer	rennoc1; ok; Accept	Offer, I'll trade you 2 wheat for 1 ore.
offer	offer	Dave; any wood around?; Offer	[Offer], I'll trade you 2 wheat for 1 sheep.
refusal	offer	rennoc1; nope; Refusal	[Offer], I have wood. What resource are you willing to trade for it?
refusal	offer	Tomm; Surprisingly I am bereft of sheep.; Refusal	[Offer], I can trade you sheep for wheat.
offer	offer	Dave; rennoc?; Offer	[Offer], I'll trade 1 wood for 1 wheat.
refusal	other	rennoc1; sorry, no sheep; Refusal	Other, "Looks like it's your turn, Celine."
offer	other	Tomm; Fancy some tasty ore?; Offer	Other, Player A: Hey, are you back already? It's your turn to roll the dice now.
refusal	refusal	Dave; I do not ^_^; Refusal	[Refusal], Sorry, I really need ore for my next development.
offer	other	Tomm; How about clay?; Offer	[Other], "Wait, are you saying we can convert ore into something else?"
refusal	counteroffer	Dave; nope, sorry, I'm good for clay; Refusal	[Counteroffer], I can offer you 2 wood for 1 clay.
offer	offer	Dave; trade?; Offer	[Offer], I'll trade you 2 wheat for that wood.
counteroffer	refusal	Tomm; Tommville is amused by such base humour. Anyway, what will you offer for wood?; Counteroffer	Refusal, No thank you, I don't need any wood right now.
offer	offer	Dave; wheat?:D; Offer	[Offer], I can offer you 1 wheat for 2 wood.
offer	counteroffer	Dave; or clay; Offer	[Counteroffer], Sure, I can give you wheat in exchange for some ore.
counteroffer	counteroffer	rennoc1; anone have sheep; Counteroffer	Counteroffer, I will give you 1 sheep in exchange for 1 wheat.
refusal	offer	Tomm; Pfft, your pots are of no use.; Refusal	[Offer], I have sheep, what are you offering in return?
refusal	other	Tomm; Sadly still no sheep :(; Refusal	[Other], I think you're underestimating the value of clay in this game. It's essential for building roads and settlements, especially in the early stages.
offer	other	Dave; wheat then?; Offer	Other, Does anyone have any sheep they would be willing to trade?
refusal	accept	Tomm; Talk to rennoc first, it's his go :p; Refusal	[Accept], Sure, I can give you wheat in exchange for ore.
accept	counteroffer	rennoc1; yeah sure, could do with some wheat yeah sure, could do with some wheat; Accept	Counteroffer, I can give you 2 bricks for 1 ore.
offer	offer	Dave; got wood?; Offer	[Offer], I'll trade you 1 wheat for 1 ore.
refusal	other	rennoc1; nope; Refusal	Other, "I can't believe how lucky you are with those dice rolls!"
counteroffer	offer	Tomm; Dave - how many wheat would you give for 1 wood?; Counteroffer	Offer, I'll give you 2 wheat in exchange for 1 ore.
offer	counteroffer	Dave; I will give you one whole wheat; Offer	[Counteroffer], I can give you 2 wheat for 1 wood.
counteroffer	offer	Tomm; I must demand 2.; Counteroffer	[Offer], I'll give you two clay for the wheat.
counteroffer	refusal	rennoc1; i would give you 2 clay?; Counteroffer	[Refusal], I'm sorry, but I can't spare 2 of that resource at the moment.
refusal	offer	Dave; I must refuse, on principle; Refusal	Offer, I'll trade you 2 sheep for 1 wood.
counteroffer	offer	Tomm; although I could offer you ore, Rennoc?; Counteroffer	Offer, I can trade you some wheat for your clay.
counteroffer	offer	Tomm; depending on what you have; Counteroffer	[Offer], I could trade you some wheat for your ore.
counteroffer	offer	rennoc1; well... I've got some really good quality clay.; Counteroffer	Offer, I'll give you 2 wood for 1 wheat.
offer	accept	Dave; I can give you one wheat and ore for wood; Offer	Accept, I'll give you 2 wheat for 1 ore.
refusal	counteroffer	Tomm; Don't want ore.; Refusal	[Counteroffer], I'll give you two wood for the wheat and ore.
counteroffer	offer	Tomm; Rennoc what can you offer me for wood?; Counteroffer	[Offer], I'll trade you wheat for ore.
counteroffer	counteroffer	rennoc1; how about 4 clay for 1 wood and 1 ore?; Counteroffer	[Counteroffer], I can offer you two sheep for the wood.
counteroffer	offer	Tomm; Dave... wood for a wheat?; Counteroffer	Offer, I will trade you 2 wheat for 1 clay.
accept	other	Dave; sure; Accept	Other, How unfortunate. Do you need any resources to help rebuild?, Accept, I can offer you some clay to help with that.
offer	offer	rennoc1; can you give wheat to me, dave?; Offer	Offer, I'll trade you a sheep for a wood.
counteroffer	other	rennoc1; for clay?; Counteroffer	Other, How many resources are you looking to get?
refusal	counteroffer	Dave; I'm good for clay, thanks; Refusal	[Counteroffer], I can trade you some wheat for clay.
offer	other	rennoc1; any one have sheep?; Offer	[Other], I think I might have some extra wheat, anyone interested in trading for it?
offer	other	Tomm; Rennoc... I have sheep now?; Offer	[Other], Let's focus on our strategies and keep building up our settlements.
offer	other	Tomm; Got any wheat? :P; Offer	Other, I just rolled a 6 and a 1, so sheep isn't one of the resources that will be produced this turn.
refusal	refusal	Dave; nooooooo; Refusal	[Refusal], Sorry, I need all my wheat for now.
counteroffer	other	rennoc1; nope sorry. I could spare some clay though; Counteroffer	[Other], I don't have any settlements adjacent to that tile, so I won't benefit from putting the robber there.
counteroffer	offer	Tomm; 1 clay for 1 sheep?; Counteroffer	[Offer], I have extra wheat that I can trade you for some clay.
accept	refusal	rennoc1; thanks; Accept	[Refusal], No thanks, I really need clay right now.
offer	offer	Dave; anyone got wood or sheep to trade?; Offer	Offer, I'll give you 1 wheat for 1 clay.
counteroffer	offer	rennoc1; well, I am going to have to go in 5-10 mins, so before I do does anyone want any of my resources; Counteroffer	[Offer], I have wood to trade for ore.
offer	other	Dave; do you have any wood or sheep rennoc?; Offer	Other, "It seems like we are all running low on ore. Has anyone rolled a 3 or 11 recently?"
accept	offer	rennoc1; both; Accept	[Offer], I have wood, would you be willing to trade for some wheat?
offer	offer	Dave; 1 ore and 1 wheat for 1 wood and 1 sheep? 1 ore and 1 wheat for 1 wood and 1 sheep?; Offer	[Offer], I'll trade you 1 wheat for 1 ore.
counteroffer	counteroffer	rennoc1; how about this.; Counteroffer	[Counteroffer], I can do 1 wood for 1 wheat instead.
refusal	accept	Dave; don't have 2 wheat; Refusal	[Accept], I accept your offer to trade 2 wheat for 1 sheep.
counteroffer	refusal	rennoc1; I really need to head off, what do you need guys? i have 5 clay, 1 ore, 2 sheep, 1 wood.; Counteroffer	Refusal, Sorry, I'm busy right now.
offer	counteroffer	Dave; sheep, wood; Offer	Counteroffer, I'll give you 2 wheat for 3 clay.
counteroffer	other	rennoc1; how about you tomm?; Counteroffer	[Other], How about we take a quick break and strategize for the next few rounds?
counteroffer	offer	Tomm; Feel free to fire me the clay; Counteroffer	Offer, I can give you 2 wheat for 1 ore.
counteroffer	offer	rennoc1; ok it turns out you have to give me something in a trade; Counteroffer	Offer, I'll give you 2 wheat for 1 clay.
counteroffer	offer	Dave; a clay?; Counteroffer	[Offer], I'll give you a wheat in exchange for an ore.
counteroffer	offer	rennoc1; have anything you can spare for the trade tomm?; Counteroffer	[Offer], I can give you a clay for a wood.
refusal	offer	Tomm; not realy, just ditch it; Refusal	[Offer], I have some extra wheat, would you be willing to trade some wood for it?
refusal	counteroffer	Thomas; no  thanks; Refusal	[Counteroffer], I will give you wood for the wheat.
offer	offer	Cat; wood for wheat; Offer	Offer, I will trade 1 wood for 1 ore.
offer	accept	Cat; thanks; Offer	Accept, I accept your offer of 1 wood for 1 wheat.
offer	offer	Thomas; sorry clay; Offer	[Offer], I'll trade you 2 sheep for 1 wood.
refusal	other	william; no; Refusal	Other, Can I offer you some wheat instead?
offer	offer	Cat; anyone wants an ore?; Offer	Offer, I'll trade you 1 wheat for 1 wood.
refusal	other	Thomas; nope; Refusal	[Other], I could use an ore.
refusal	offer	william; no; Refusal	[Offer], I'll trade you 1 wood for 1 wheat.
offer	other	Cat; for a wood; Offer	Other, "I still need ore to build my city."
refusal	offer	Thomas; none; Refusal	[Offer], I have clay, what do you have to trade for it?
accept	offer	Cat; yes; Accept	Offer, I'll trade 1 wheat for 1 ore.
offer	offer	william; what do you want for it?; Offer	[Offer], I'll trade you 1 ore for 2 wood.
accept	other	william; i can give you wood!; Accept	Other, I have some extra clay, would you be willing to trade for it?
offer	accept	Cat; I can echange ore for wood though; Offer	[Accept], I accept your offer for wood.
offer	counteroffer	Cat; give ore, receive wood; Offer	Counteroffer, want wood for ore?
accept	accept	william; i'm in i'm in; Accept	[Accept], Sounds good, I could use some ore for building a new settlement.
offer	offer	Cat; I mean I can offer ore; Offer	Offer, I can give you ore in exchange for wood.
offer	other	Cat; if you can give me wood; Offer	[Other], It's okay, the rules can be a bit overwhelming at first. Do you need help understanding how to trade resources with other players?
accept	accept	william; ok.  i just got the speech bubble message wrong... i just got the speech bubble message wrong...; Accept	[Accept], If you give me wheat in return.
refusal	accept	william; none; Refusal	[Accept], Sure, I can trade you a sheep for some ore.
refusal	offer	Cat; no sorry; Refusal	Offer, I'll trade 1 wood for 1 wheat.
offer	offer	Thomas; sheep again anyone?; Offer	[Offer], I'll trade you some ore for wheat!
offer	offer	Thomas; or clay; Offer	Offer, I'll trade you 1 clay for 1 sheep.
refusal	counteroffer	william; no; Refusal	Counteroffer, I can trade you 2 wheat for 1 ore.
refusal	other	william; n n; Refusal	Other, Let's discuss our strategy for the upcoming turn.
refusal	other	Cat; no no; Refusal	Other, "I see that the ore and wheat tiles are rolling a lot this game."
offer	other	william; can someone give me an ore??; Offer	[Other], I think we should consider strategizing on how to move the robber away from that resource tile.
offer	offer	william; wheat or wood; Offer	[Offer], I'll offer you 2 clay in exchange for 1 ore.
accept	counteroffer	Thomas; sure; Accept	[Counteroffer], I can give you wood for sheep.
offer	offer	Cat; how about sheep or clar?; Offer	Offer, I'll trade you 2 wheat for 1 ore.
offer	refusal	Thomas; wheat please; Offer	[Refusal], Sorry, I don't have any sheep or clay to trade at the moment.
offer	other	Cat; i can offer ore for sheep or clay; Offer	[Other], Yes, you need to roll the dice to determine which lands will produce resources for this turn.
offer	counteroffer	Cat; or wheet for the same; Offer	[Counteroffer], I can give you sheep for ore.
offer	offer	Cat; anyone for ore or what?; Offer	Offer, I'll give you 2 wood for 1 ore.
refusal	offer	william; no; Refusal	[Offer], I have wood and wheat for trade.
offer	other	Thomas; i have ore; Offer	Other, Player 2 realizes they need ore for their next move and mentions, "I still need some ore to build a city."
offer	offer	Thomas; I need sheep; Offer	[Offer], I have wheat, would you be interested in trading for your ore?
offer	offer	Thomas; or clay; Offer	[Offer], I have plenty of wheat, would you be willing to trade sheep for wheat?
offer	counteroffer	Cat; I mean I have those to offer; Offer	Counteroffer, I can trade you 2 wheat for 1 sheep.
offer	accept	Cat; I need sheep; Offer	Accept, I'll give you 2 wheat for 1 wood.
offer	offer	Cat; or clary; Offer	[Offer], I have an extra sheep that I can trade for some clay.
refusal	accept	Thomas; no  thanks; Refusal	Accept, I can give you 1 wheat for 1 wood.
offer	offer	Cat; clay; Offer	Offer, I can offer you 1 clay for 1 wheat.
offer	offer	Cat; then anyone wants a wood for an ore? then anyone wants a wood for an ore?; Offer	[Offer], I'll trade you 2 sheep for your clay.
refusal	counteroffer	william; no; Refusal	[Counteroffer], I'll give you two wheat for your wood.
refusal	offer	Thomas; n; Refusal	[Offer], I'll trade you some ore for your wood.
offer	other	Cat; I can give you a wheat; Offer	Other, Player A: "I can't believe how many ore tiles are being rolled today. I need more wheat to build my next settlement."
refusal	offer	william; cant; Refusal	[Offer], I can give you an ore in exchange for a sheep.
offer	offer	Cat; wood?; Offer	Offer, I'll give you 2 wheat for 1 brick.
refusal	offer	Thomas; no  no  thanks; Refusal	[Offer], I can give you 1 sheep for your wood.
offer	counteroffer	Cat; anyone can give me ore?  (for wood); Offer	Counteroffer, I will give you a brick for two wheat.
refusal	accept	Thomas; no; Refusal	Accept, I'll trade you 1 sheep for 2 wood.
offer	other	Cat; anyone would like to receive a wood for an ore?; Offer	Other, "Do you guys think we should focus on expanding our settlements or upgrading them to cities?", [Other player]
refusal	other	william; no; Refusal	[Other], I think we should focus on building more settlements to increase our resource production.
accept	other	Thomas; yes please; Accept	[Other], "Looks like the robber has made his move, time to adapt our strategies."
offer	offer	william; i will take anyone's sheep though; Offer	Offer, I can give you 1 sheep for 1 wood.
refusal	offer	Cat; don't have a sheep; Refusal	[Offer], I have 2 wheat and 1 wood, would you be willing to trade for your sheep?
refusal	offer	Thomas; none here either none here either; Refusal	[Offer], I can give you a sheep in exchange for some wood.
offer	offer	Cat; anyone wants wood?; Offer	[Offer], I'll trade you 1 ore for 1 wood.
refusal	offer	Thomas; n; Refusal	[Offer], I'll trade you 2 wheat for 1 wood.
offer	counteroffer	william; 2 wood?; Offer	Counteroffer, I'll give you 1 wheat for 1 ore.
offer	counteroffer	Cat; one wood for clay; Offer	[Counteroffer], 1 wood and 1 sheep for 2 wood
refusal	accept	william; hmm, no sorry hmm, no sorry; Refusal	[Accept], I'll trade you one clay for your wood.
counteroffer	offer	Cat; or ore; Counteroffer	[Offer], I'll trade you 1 wood for 1 wheat.
offer	offer	william; i will only take two wood,  and give 1 ore; Offer	[Offer], I'll trade you 2 wheat for 1 ore.
refusal	offer	Cat; no  sorry; Refusal	Offer, I will give you 2 wheat for your 1 ore.
offer	other	Cat; one wood though; Offer	[Other], How much wood are you looking to exchange?
refusal	offer	william; no thx; Refusal	[Offer], I can give you one wheat in exchange for that wood.
refusal	offer	Thomas; none here; Refusal	[Offer], I can give you clay in exchange for wheat.
refusal	offer	william; no; Refusal	[Offer], I'll give you 1 ore in exchange for 1 wheat.
offer	accept	Cat; I have one wood to exchange; Offer	Accept, I accept your offer to trade 1 sheep for 1 wood.
offer	offer	Cat; any takers?; Offer	[Offer], I'll give you one wheat in exchange for your wood.
refusal	other	william; no; Refusal	Other, I think I could use some more wheat for my next build.
offer	offer	Cat; for sheep, wheat or clary; Offer	[Offer], "I'll give you 2 ore for 1 wheat.", [Offer], "I can't do that, but I can offer you 1 wood for 1 wheat."
offer	offer	Thomas; can I buy a sheep for two ore?; Offer	[Offer], I can offer you 2 wheat for 1 ore.
refusal	refusal	william; have none; Refusal	[Refusal], I'm sorry, I really need my ore for building right now.
refusal	offer	Thomas; no  thanks; Refusal	[Offer], I'll trade you 1 ore for 1 wheat.
offer	offer	william; can you give me sheep or wood?; Offer	[Offer], I'll trade you 1 wheat for 1 ore.
counteroffer	counteroffer	Cat; I can give you one wood; Counteroffer	[Counteroffer], I can give you wheat for wood.
accept	accept	william; k; Accept	[Accept], I accept your offer of one wood in exchange for one wheat.
offer	offer	Cat; I'd like clay; Offer	[Offer], I have ore, what are you offering in return?
refusal	counteroffer	Thomas; sorry; Refusal	Counteroffer, I can give you clay in exchange for ore.
refusal	accept	william; sry; Refusal	Accept, I can trade you a wood for a wheat.
offer	accept	Cat; or sheep; Offer	[Accept], No worries!
refusal	offer	william; nope; Refusal	Offer, I'll trade you 2 wheat for 1 ore.
refusal	accept	Thomas; can't; Refusal	Accept, I'll give you one wood for one ore.
offer	offer	Thomas; for anything; Offer	[Offer], I'll trade you 2 wood for 1 ore.
counteroffer	offer	william; wheat?; Counteroffer	Offer, I'll give you 2 wheat for 1 ore.
counteroffer	offer	Thomas; 3 ore for a wheat?; Counteroffer	[Offer], I'll trade you wheat for ore.
accept	counteroffer	Cat; ok; Accept	Counteroffer, 2 ores for a wheat and a wood?
accept	counteroffer	william; i will do it; Accept	Counteroffer, I'll give you 1 wheat for 1 ore.
offer	offer	Cat; I can give wheat; Offer	[Offer], I can give you 2 clay for 1 wheat.
refusal	offer	william; na; Refusal	[Offer], I need ore, would you be willing to trade for wheat?
refusal	offer	Thomas; sorry nope; Refusal	[Offer], I'll trade 1 sheep for 1 brick.
offer	offer	Cat; can someone give me a sheep?; Offer	[Offer], I can offer you 1 wood for 1 clay.
refusal	offer	william; nope; Refusal	[Offer], I can give you a sheep in exchange for some ore.
refusal	other	Thomas; n; Refusal	Other, It seems like everyone is focused on building up their settlements right now.
accept	refusal	william; then yes; Accept	[Refusal], No, I don't have any ore to spare at the moment.
accept	accept	william; k; Accept	Accept, I accept your offer of 1 ore for 1 wheat.
offer	counteroffer	Thomas; can I buy wood for 1 ore?; Offer	Counteroffer, I will give you 1 wheat for 1 ore.
refusal	refusal	william; hav none; Refusal	[Refusal], Sorry, I really need that ore for something else right now.
refusal	offer	Cat; no  sorry; Refusal	[Offer], I'll trade you some ore for wood.
offer	accept	william; does someone need clay?; Offer	[Accept], Thank you! How about I give you some wheat in return?
offer	offer	william; i will take sheep or ore; Offer	[Offer], I have extra wheat, would anyone be willing to trade it for clay?
counteroffer	offer	Cat; I can trade wood; Counteroffer	[Offer], I can give you sheep in exchange for ore.
refusal	other	Thomas; nope; Refusal	[Other], How about trading 2 wood for 1 ore?
counteroffer	offer	Cat; for clay; Counteroffer	Offer, I will trade 1 wheat for 2 ore.
accept	offer	william; k; Accept	[Offer], I can trade you 2 wood for 1 clay.
counteroffer	offer	Cat; or ore; Counteroffer	[Offer], I'll trade you 2 wood for 1 ore.
accept	offer	Thomas; yes please; Accept	[Offer], I have ore and clay to trade for your wheat.
offer	accept	Cat; I need clay or ore; Offer	[Accept], Sure, I can trade you 1 ore for 1 wheat.
counteroffer	counteroffer	Thomas; I can give an ore; Counteroffer	Counteroffer, I can give you ore in exchange for wheat.
