true_act	pred_act	true_turn	pred_turn
counteroffer	offer	Tomm; depending on what you have; Counteroffer	[Offer]
counteroffer	other	rennoc1; well... I've got some really good quality clay.; Counteroffer	[Other]
offer	accept	Dave; I can give you one wheat and ore for wood; Offer	[Accept]
refusal	refusal	Tomm; Don't want ore.; Refusal	[Refusal]
counteroffer	counteroffer	Tomm; Rennoc what can you offer me for wood?; Counteroffer	[Counteroffer]
counteroffer	counteroffer	rennoc1; how about 4 clay for 1 wood and 1 ore?; Counteroffer	[Counteroffer]
counteroffer	counteroffer	Tomm; Dave... wood for a wheat?; Counteroffer	[Counteroffer]
accept	accept	Dave; sure; Accept	[Accept]
offer	offer	rennoc1; can you give wheat to me, dave?; Offer	[Offer]
counteroffer	counteroffer	rennoc1; for clay?; Counteroffer	[Counteroffer]
refusal	accept	Dave; I'm good for clay, thanks; Refusal	[Accept]
offer	offer	rennoc1; any one have sheep?; Offer	[Offer]
offer	other	Tomm; Rennoc... I have sheep now?; Offer	[Other]
offer	offer	Tomm; Got any wheat? :P; Offer	[Offer]
refusal	refusal	Dave; nooooooo; Refusal	[Refusal]
counteroffer	offer	rennoc1; nope sorry. I could spare some clay though; Counteroffer	[Offer]
counteroffer	counteroffer	Tomm; 1 clay for 1 sheep?; Counteroffer	[Counteroffer]
accept	accept	rennoc1; thanks; Accept	[Accept]
offer	offer	Dave; anyone got wood or sheep to trade?; Offer	[Offer]
counteroffer	offer	rennoc1; well, I am going to have to go in 5-10 mins, so before I do does anyone want any of my resources; Counteroffer	[Offer]
offer	offer	Dave; do you have any wood or sheep rennoc?; Offer	[Offer]
accept	accept	rennoc1; both; Accept	[Accept]
offer	counteroffer	Dave; 1 ore and 1 wheat for 1 wood and 1 sheep? 1 ore and 1 wheat for 1 wood and 1 sheep?; Offer	[Counteroffer]
counteroffer	counteroffer	rennoc1; how about this.; Counteroffer	[Counteroffer]
refusal	refusal	Dave; don't have 2 wheat; Refusal	[Refusal]
counteroffer	offer	rennoc1; I really need to head off, what do you need guys? i have 5 clay, 1 ore, 2 sheep, 1 wood.; Counteroffer	[Offer]
offer	offer	Dave; sheep, wood; Offer	[Offer]
counteroffer	other	rennoc1; how about you tomm?; Counteroffer	[Other]
counteroffer	offer	Tomm; Feel free to fire me the clay; Counteroffer	[Offer]
counteroffer	offer	rennoc1; ok it turns out you have to give me something in a trade; Counteroffer	[Offer]
counteroffer	counteroffer	Dave; a clay?; Counteroffer	[Counteroffer]
counteroffer	offer	rennoc1; have anything you can spare for the trade tomm?; Counteroffer	[Offer]
refusal	refusal	Tomm; not realy, just ditch it; Refusal	[Refusal]
offer	accept	william; i am offering a wheat for wood or clay; Offer	[Accept]
refusal	refusal	Thomas; no  thanks; Refusal	[Refusal]
offer	offer	Cat; wood for wheat; Offer	[Offer]
offer	other	Cat; thanks; Offer	[Other]
offer	offer	Thomas; anyone want wood?; Offer	[Offer]
offer	offer	Thomas; sorry clay; Offer	[Offer]
refusal	refusal	william; no; Refusal	[Refusal]
offer	offer	Cat; anyone wants an ore?; Offer	[Offer]
refusal	refusal	Thomas; nope; Refusal	[Refusal]
refusal	refusal	william; no; Refusal	[Refusal]
offer	refusal	Cat; for a wood; Offer	[Refusal]
offer	offer	william; does someone have clay?; Offer	[Offer]
refusal	other	Thomas; none; Refusal	[Other]
accept	offer	Cat; yes; Accept	[Offer]
offer	offer	william; what do you want for it?; Offer	[Offer]
accept	counteroffer	william; i can give you wood!; Accept	[Counteroffer]
offer	counteroffer	Cat; I can echange ore for wood though; Offer	[Counteroffer]
offer	counteroffer	Cat; give ore, receive wood; Offer	[Counteroffer]
accept	accept	william; i'm in i'm in; Accept	[Accept]
offer	offer	Cat; I mean I can offer ore; Offer	[Offer]
offer	counteroffer	Cat; if you can give me wood; Offer	Counteroffer
accept	offer	william; ok.  i just got the speech bubble message wrong... i just got the speech bubble message wrong...; Accept	[Offer]
offer	offer	Thomas; can I buy a sheep?; Offer	[Offer]
refusal	refusal	william; none; Refusal	[Refusal]
refusal	refusal	Cat; no sorry; Refusal	[Refusal]
offer	offer	Thomas; sheep again anyone?; Offer	[Offer]
offer	offer	Thomas; or clay; Offer	[Offer]
refusal	refusal	william; no; Refusal	[Refusal]
refusal	refusal	william; n n; Refusal	[Refusal]
refusal	refusal	Cat; no no; Refusal	[Refusal]
offer	offer	william; can someone give me an ore??; Offer	[Offer]
offer	offer	william; wheat or wood; Offer	[Offer]
accept	accept	Thomas; sure; Accept	[Accept]
offer	refusal	Cat; how about sheep or clar?; Offer	[Refusal]
offer	accept	Thomas; wheat please; Offer	[Accept]
offer	offer	Cat; i can offer ore for sheep or clay; Offer	[Offer]
offer	offer	Cat; or wheet for the same; Offer	[Offer]
offer	offer	Cat; anyone for ore or what?; Offer	[Offer]
refusal	refusal	william; no; Refusal	[Refusal]
offer	offer	Thomas; i have ore; Offer	[Offer]
offer	offer	Thomas; I need sheep; Offer	[Offer]
offer	offer	Thomas; or clay; Offer	[Offer]
offer	counteroffer	Cat; I mean I have those to offer; Offer	[Counteroffer]
offer	counteroffer	Cat; I need sheep; Offer	[Counteroffer]
offer	counteroffer	Cat; or clary; Offer	[Counteroffer]
refusal	refusal	Thomas; no  thanks; Refusal	[Refusal]
offer	offer	Cat; clay; Offer	[Offer]
offer	offer	Cat; then anyone wants a wood for an ore? then anyone wants a wood for an ore?; Offer	[Offer]
refusal	refusal	william; no; Refusal	[Refusal]
offer	offer	william; can i get a sheep or a wheat?  i have too much wood; Offer	[Offer]
refusal	refusal	Thomas; n; Refusal	[Refusal]
offer	accept	Cat; I can give you a wheat; Offer	[Accept]
offer	offer	Cat; anyone would like to give me an ore?; Offer	[Offer]
refusal	refusal	william; cant; Refusal	[Refusal]
offer	counteroffer	Cat; wood?; Offer	[Counteroffer]
refusal	refusal	Thomas; no  no  thanks; Refusal	[Refusal]
offer	refusal	Cat; anyone can give me ore?  (for wood); Offer	[Refusal]
refusal	refusal	Thomas; no; Refusal	[Refusal]
offer	offer	Cat; anyone would like to receive a wood for an ore?; Offer	[Offer]
refusal	refusal	william; no; Refusal	[Refusal]
accept	accept	Thomas; yes please; Accept	[Accept]
offer	accept	william; i will take anyone's sheep though; Offer	Accept
refusal	refusal	Cat; don't have a sheep; Refusal	[Refusal]
refusal	other	Thomas; none here either none here either; Refusal	[Other]
offer	offer	Cat; anyone wants wood?; Offer	[Offer]
refusal	refusal	Thomas; n; Refusal	[Refusal]
offer	refusal	william; 2 wood?; Offer	[Refusal]
offer	accept	Cat; one wood for clay; Offer	[Accept]
refusal	refusal	william; hmm, no sorry hmm, no sorry; Refusal	[Refusal]
counteroffer	counteroffer	Cat; or ore; Counteroffer	[Counteroffer]
offer	counteroffer	william; i will only take two wood,  and give 1 ore; Offer	[Counteroffer]
refusal	refusal	Cat; no  sorry; Refusal	[Refusal]
offer	offer	Cat; i can exchange wood; Offer	[Offer]
offer	counteroffer	Cat; one wood though; Offer	[Counteroffer]
refusal	refusal	william; no thx; Refusal	[Refusal]
offer	offer	Cat; anyone would give me clay?; Offer	[Offer]
refusal	refusal	Thomas; none here; Refusal	[Refusal]
refusal	refusal	william; no; Refusal	[Refusal]
offer	offer	Cat; I have one wood to exchange; Offer	[Offer]
offer	offer	Cat; any takers?; Offer	[Offer]
refusal	refusal	william; no; Refusal	[Refusal]
offer	offer	Cat; for sheep, wheat or clary; Offer	[Offer]
offer	refusal	Thomas; can I buy a sheep for two ore?; Offer	[Refusal]
refusal	refusal	william; have none; Refusal	[Refusal]
offer	other	william; does anyone need ore or wheat?; Offer	[Other]
refusal	refusal	Thomas; no  thanks; Refusal	[Refusal]
offer	counteroffer	william; can you give me sheep or wood?; Offer	[Counteroffer]
counteroffer	counteroffer	Cat; I can give you one wood; Counteroffer	Counteroffer
accept	accept	william; k; Accept	[Accept]
offer	offer	Cat; anyone for ore?; Offer	[Offer]
offer	offer	Cat; I'd like clay; Offer	[Offer]
refusal	other	Thomas; sorry; Refusal	[Refusal] 
refusal	other	william; sry; Refusal	[Other]
offer	refusal	Cat; or sheep; Offer	[Refusal]
refusal	refusal	william; nope; Refusal	[Refusal]
refusal	refusal	Thomas; can't; Refusal	[Refusal]
offer	other	Thomas; for anything; Offer	[Other]
counteroffer	refusal	william; wheat?; Counteroffer	[Refusal]
counteroffer	counteroffer	Thomas; 3 ore for a wheat?; Counteroffer	Counteroffer
accept	accept	Cat; ok; Accept	[Accept]
accept	other	william; i will do it; Accept	[Other]
offer	offer	Cat; i need clay; Offer	[Offer]
offer	counteroffer	Cat; I can give wheat; Offer	Counteroffer
refusal	refusal	william; na; Refusal	[Refusal]
refusal	refusal	Thomas; sorry nope; Refusal	[Refusal]
offer	offer	Cat; can someone give me a sheep?; Offer	[Offer]
refusal	refusal	william; nope; Refusal	[Refusal]
refusal	refusal	Thomas; n; Refusal	[Refusal]
offer	accept	Thomas; 2 ore for a wheat?; Offer	[Accept]
accept	accept	william; then yes; Accept	[Accept]
accept	accept	william; k; Accept	[Accept]
offer	offer	Thomas; can I buy wood for 1 ore?; Offer	[Offer]
refusal	refusal	william; hav none; Refusal	[Refusal]
refusal	refusal	Cat; no  sorry; Refusal	[Refusal]
offer	offer	william; does someone need clay?; Offer	[Offer]
offer	offer	william; i will take sheep or ore; Offer	[Offer]
counteroffer	counteroffer	Cat; I can trade wood; Counteroffer	[Counteroffer]
refusal	refusal	Thomas; nope; Refusal	[Refusal]
counteroffer	accept	Cat; for clay; Counteroffer	[Accept]
accept	accept	william; k; Accept	[Accept]
counteroffer	counteroffer	Cat; or ore; Counteroffer	[Counteroffer]
offer	offer	Cat; would anyone like wheat?; Offer	[Offer]
accept	accept	Thomas; yes please; Accept	[Accept]
offer	counteroffer	Cat; I need clay or ore; Offer	[Counteroffer]
counteroffer	accept	Thomas; I can give an ore; Counteroffer	[Accept]
counteroffer	counteroffer	Thomas; or a clay; Counteroffer	[Counteroffer]
offer	other	Cat; or a sheep!; Offer	[Counteroffer] 
refusal	refusal	Thomas; impossible...; Refusal	[Refusal]
offer	refusal	Cat; let's do the clay let's do the clay; Offer	[Refusal]
accept	accept	Thomas; k; Accept	[Accept]
offer	counteroffer	Cat; would you like one more what for an ore?; Offer	[Counteroffer]
counteroffer	accept	Thomas; one more wheat?; Counteroffer	[Accept]
accept	accept	Cat; one wheat; Accept	[Accept]
accept	accept	Thomas; kk; Accept	[Accept]
offer	offer	Cat; anyone can give me a sheep?; Offer	[Offer]
offer	counteroffer	Cat; for ore; Offer	[Counteroffer]
counteroffer	counteroffer	william; if you give me wood; Counteroffer	[Counteroffer]
refusal	refusal	Thomas; not me; Refusal	[Refusal]
offer	refusal	Cat; for two ore?; Offer	[Refusal]
accept	counteroffer	william; k; Accept	Counteroffer
offer	offer	Joel; hey anyone have any brick?; Offer	[Offer]
offer	offer	Joel; or clay sorry; Offer	[Offer]
refusal	refusal	Cardlinger; nope :(; Refusal	[Refusal]
refusal	refusal	jon; no; Refusal	[Refusal]
offer	offer	Joel; I am willing to do wheat --> clay,  or wheat for ore; Offer	[Offer]
offer	offer	Joel; do you want to trade?; Offer	[Offer]
counteroffer	offer	Euan; Whatcha got?; Counteroffer	[Offer]
offer	offer	Joel; wheat; Offer	[Offer]
accept	counteroffer	Euan; I can wheat for clay.; Accept	[Counteroffer]
accept	accept	Joel; awesome; Accept	[Accept]
offer	offer	Euan; Hm.  Anyone got wood?; Offer	[Offer]
refusal	other	Joel; nope; Refusal	[Other]
refusal	other	Cardlinger; lol sorry no; Refusal	[Other]
offer	offer	jon; mm - anyone got clay? For ore perhaps?; Offer	[Offer]
refusal	refusal	Joel; nope; Refusal	[Refusal]
accept	offer	Cardlinger; i got clay; Accept	[Offer]
offer	offer	Euan; "Anyone got wood for sheep?" :D; Offer	[Offer]
refusal	other	Cardlinger; lamentably I am sheepless; Refusal	[Other]
refusal	other	Joel; same here same here; Refusal	[Other]
refusal	other	jon; can't sorry; Refusal	[Other]
offer	offer	Euan; Sheep for wood? Sheep for wood?; Offer	[Offer]
refusal	refusal	Cardlinger; i'm after wheat, i am afraid; Refusal	[Refusal]
refusal	other	Joel; I dont have sheep or wood Euan; Refusal	[Other]
offer	accept	Euan; Hm. I can give you wheat for wood.; Offer	[Accept]
counteroffer	other	Cardlinger; i have a clay or a wood i'm happy to dispense for wheat; Counteroffer	[Other]
accept	accept	Euan; Wood sounds good; Accept	[Accept]
accept	accept	Cardlinger; kk well kk well if you're both after wood for wheat i'll go with Euan this time; Accept	[Accept]
offer	offer	Joel; anyone have any ore?; Offer	[Offer]
offer	offer	Joel; or wood?; Offer	[Offer]
refusal	refusal	Cardlinger; nope, sorry :(; Refusal	[Refusal]
offer	other	Joel; jon?; Offer	[Other]
accept	offer	jon; i got ore; Accept	[Offer]
offer	counteroffer	Joel; I'll give you a wheat?; Offer	[Counteroffer]
accept	accept	jon; sure!; Accept	[Accept]
offer	offer	Joel; if you have another ore i can do it again; Offer	[Offer]
refusal	refusal	jon; no I'm done; Refusal	[Refusal]
offer	offer	Cardlinger; anyone got a wood they'd like to trade for ore?; Offer	[Offer]
refusal	refusal	jon; nope sorry; Refusal	[Refusal]
offer	other	Cardlinger; or a wood for wheat; Offer	[Other]
counteroffer	other	Joel; do you have any ore?; Counteroffer	[Other]
accept	offer	Cardlinger; i has ore; Accept	[Offer]
counteroffer	accept	Joel; i'll give you a wheat for the ore?; Counteroffer	[Accept]
refusal	refusal	Cardlinger; i'm after wood i am afraid :D; Refusal	[Refusal]
accept	counteroffer	Joel; ok i can do a wood for ore; Accept	[Counteroffer]
offer	offer	jon; anyone got clay for ore?; Offer	[Offer]
refusal	other	Cardlinger; apologies, am clayless :(; Refusal	[Other]
refusal	other	Joel; same here same here; Refusal	[Other]
offer	offer	Joel; does anyone have wood?; Offer	[Offer]
accept	offer	Cardlinger; yup yup; Accept	[Offer]
offer	offer	Joel; ore?; Offer	[Offer]
refusal	refusal	Cardlinger; nope; Refusal	[Refusal]
offer	other	Joel; euan?; Offer	[Other]
offer	counteroffer	Joel; i'll trade clay for ore; Offer	[Counteroffer]
accept	accept	Euan; Sure, I'll clay for ore; Accept	[Accept]
offer	offer	Euan; Now... anyone got any wood?; Offer	[Offer]
accept	offer	Cardlinger; yup yup; Accept	[Offer]
offer	offer	Euan; I'll give you sheep for it?; Offer	[Offer]
offer	counteroffer	Euan; Or an ore.; Offer	[Counteroffer]
refusal	other	Joel; i have no cards; Refusal	[Other]
offer	other	Euan; Or..clay.; Offer	[Other]
counteroffer	counteroffer	Cardlinger; 1 sheep for 1 wood is that?; Counteroffer	[Counteroffer]
accept	accept	Euan; Sure.; Accept	[Accept]
counteroffer	offer	Cardlinger; how many wood you after?; Counteroffer	[Offer]
offer	accept	Euan; Just the one for now; Offer	[Accept]
counteroffer	counteroffer	Cardlinger; your clay for my wood?; Counteroffer	[Counteroffer]
accept	accept	Euan; Yes; Accept	[Accept]
offer	offer	Euan; So do you want the clay or the sheep? So do you want the clay or the sheep?; Offer	[Offer]
accept	offer	Cardlinger; clay plz; Accept	[Offer]
offer	counteroffer	Euan; Or if you want we could do that now too; Offer	[Counteroffer]
refusal	refusal	Cardlinger; not just yet :); Refusal	[Refusal]
offer	offer	Cardlinger; anyone want wheat or wood for a clay?; Offer	[Offer]
refusal	other	Joel; i have no cards; Refusal	[Other]
offer	other	Cardlinger; E/J?; Offer	[Other]
refusal	other	jon; I'm out too; Refusal	[Other]
refusal	other	Euan; Fresh out :/; Refusal	[Other]
offer	accept	Joel; Euan - trade you a wheat for a sheep?; Offer	[Accept]
accept	accept	Euan; Sure, Joel.; Accept	[Accept]
offer	offer	Euan; No worries :) Anyone got any clay?; Offer	[Offer]
offer	offer	Euan; Anyhoo. Clay, anyone?; Offer	[Offer]
refusal	offer	Joel; havent had clay in awhile; Refusal	[Offer]
refusal	offer	Cardlinger; none, sorry :(; Refusal	[Offer]
offer	counteroffer	Euan; Any ore for my sheep?; Offer	[Counteroffer]
refusal	refusal	Cardlinger; no ore, i lament :(; Refusal	[Refusal]
offer	offer	Cardlinger; anyone want wheat or wood for sheep?; Offer	[Offer]
offer	offer	Cardlinger; or for clay indeed; Offer	[Offer]
refusal	refusal	jon; sorry; Refusal	[Refusal]
offer	other	Cardlinger; E/J?; Offer	[Other]
refusal	refusal	Joel; got nothing; Refusal	[Refusal]
offer	other	Cardlinger; E?; Offer	[Other]
offer	other	Cardlinger; mutton man?; Offer	[Other]
offer	offer	Cardlinger; wheat or wood for clay or sheep is my seekings; Offer	[Offer]
offer	counteroffer	Cardlinger; do you have clay or sheep and fancy wood or wheat?; Offer	[Counteroffer]
accept	offer	Euan; I can give some sheep for some wood; Accept	[Offer]
offer	counteroffer	Cardlinger; 1:1?; Offer	[Counteroffer]
accept	accept	Euan; Sounds good; Accept	[Accept]
offer	offer	Cardlinger; anyone wheat for clay?; Offer	[Offer]
refusal	other	Joel; strangely i have no wheat; Refusal	[Other]
refusal	other	jon; no wheat; Refusal	[Other]
refusal	other	Joel; and also no clay; Refusal	[Other]
offer	other	Cardlinger; sorry i have wheat, it's clay i fancy; Offer	[Other]
offer	offer	Cardlinger; will offer 3 wheat for 2 clay, if someone is rich in it?; Offer	[Offer]
refusal	refusal	jon; sorry; Refusal	[Refusal]
refusal	other	Joel; sorry; Refusal	[Other]
offer	offer	Joel; ok does anyone have clay?; Offer	[Offer]
refusal	refusal	Cardlinger; nope, sorry; Refusal	[Refusal]
refusal	other	jon; no no; Refusal	[Other]
refusal	refusal	Euan; Nope :/ Nope :/; Refusal	[Refusal]
offer	offer	Joel; or sheep?; Offer	[Offer]
refusal	other	Euan; Amazingly, no o.O; Refusal	[Other]
refusal	other	jon; also out; Refusal	[Other]
offer	counteroffer	Euan; Anyone have an ore for a wheat?; Offer	[Counteroffer]
refusal	refusal	Cardlinger; sorry, I'm all wheaty; Refusal	[Refusal]
refusal	other	Joel; same same; Refusal	[Other]
