true_act	pred_act	true_turn	pred_turn
counteroffer	refusal	Dave; what have you got to trade?; Counteroffer	[Refusal]
counteroffer	offer	rennoc1; sheep; Counteroffer	[Offer]
accept	offer	Dave; I guess I can use two sheep; Accept	[Offer]
accept	offer	Dave; yeah, go ahead; Accept	[Offer]
offer	refusal	Dave; Still want to trade?; Offer	[Refusal]
accept	offer	Tomm; Yes, do you still want to? do you still want to?; Accept	[Offer]
accept	offer	Dave; and yeah, and yeah, sure; Accept	[Offer]
offer	other	Dave; actually, instead of sheep, do you have any wood or clay?; Offer	[Other]
refusal	offer	Tomm; Ah, 'fraid not; Refusal	[Offer]
offer	other	Dave; rennoc?; Offer	[Other]
refusal	accept	rennoc1; nope dont have either; Refusal	[Accept]
refusal	other	Tomm; You just nicked my wheat :P; Refusal	[Offer] I can give you ore for wheat.
refusal	offer	Tomm; Not going to buy it back; Refusal	[Offer]
offer	offer	Dave; Want to buy it back? :D; Offer	[Offer]
offer	other	Tomm; Anyone want anything for wood?; Offer	[Other]
refusal	other	rennoc1; dont have any, sorry; Refusal	[Other]
offer	other	Tomm; So no wood anyone? okay okay; Offer	[Other]
refusal	offer	Dave; nope, sorry; Refusal	[Offer]
offer	other	rennoc1; so anyone have any ore? I have sheep to spare; Offer	[Other]
counteroffer	other	Dave; I have wheat; Counteroffer	[Offer] "I could use some sheep, what are you looking for in return?"
refusal	offer	Tomm; fraid not; Refusal	[Offer]
offer	offer	Dave; anyone need wheat?; Offer	[Offer]
refusal	other	Tomm; Really not, sorry.; Refusal	[Offer] 
offer	offer	Dave; rennoc?; Offer	[Offer]
refusal	offer	rennoc1; I'm fine for wheat at the mo; Refusal	[Offer]
counteroffer	offer	Tomm; What for?; Counteroffer	[Offer]
offer	other	Dave; clay, I guess, or ore; Offer	[Other] One player may respond: "I need brick to build a road towards that settlement I've been eyeing."
offer	other	Dave; or wood; Offer	[Offer] Wool for your clay, how does that sound?
counteroffer	refusal	Dave; sure, can you do 2 for 2, or do you just want 1 for 1; Counteroffer	[Refusal]
accept	counteroffer	Tomm; Just 1-4-1 I'm afraid; Accept	[Counteroffer]
accept	counteroffer	Dave; fair enough; Accept	[Counteroffer]
offer	other	rennoc1; any spare ores anyone?; Offer	[Other]
refusal	offer	Dave; afraid not, sorry; Refusal	[Offer]
refusal	other	Tomm; None here either :(; Refusal	[Other]
offer	counteroffer	Dave; or a sheep; Offer	[Counteroffer]
refusal	counteroffer	Tomm; sorry :/; Refusal	[Counteroffer]
offer	other	rennoc1; anyone have any wood?; Offer	[Other]
refusal	offer	Dave; nope, sorry; Refusal	[Offer]
refusal	other	Tomm; I think we are all looking for it! I think we are all looking for it!; Refusal	[Other]
offer	offer	Dave; can anyone trade clay for ore; Offer	[Offer]
offer	offer	Dave; as in, I give you the clay; Offer	[Offer]
refusal	offer	Tomm; No ore, sorry.; Refusal	[Offer]
refusal	offer	rennoc1; me neither me neither; Refusal	[Offer]
offer	offer	Dave; anyone got clay or ore they can swap for wheat?; Offer	[Offer]
offer	other	Dave; clay or wood, rather; Offer	[Offer] Player A: "I have 1 clay and 1 ore, willing to trade for 2 wheat."
accept	offer	Tomm; Only got that one; Accept	[Offer]
offer	offer	Dave; could you, by any chance, use some fine high quality wheat; Offer	[Offer]
offer	offer	Dave; guaranteed to be 100% more edible than clay; Offer	[Offer]
accept	other	Tomm; If I get more clay, perhaps... I can eat the sheep for now.; Accept	[Other]
accept	accept	rennoc1; maybe but I have almost nothing but wheat to trade back; Accept	[Accept]
offer	counteroffer	Dave; clay or wood rennoc?; Offer	[Counteroffer]
offer	offer	Dave; either one; Offer	[Offer]
refusal	offer	rennoc1; unfortunately, neither one; Refusal	[Offer]
counteroffer	other	rennoc1; tomm, could I give you 3 sheep for a clay and an ore?; Counteroffer	[Other]
refusal	refusal	Tomm; I don't have ore, I'm afraid!; Refusal	[Refusal]
refusal	offer	Tomm; Well, as I say, don't have any ore at all; Refusal	[Offer]
counteroffer	other	rennoc1; do you have any ores, dave?; Counteroffer	[Other] The player who whispered "horder!" leans in closer and says, "I've noticed you've been collecting a lot of ore lately. Maybe we can work out a trade that benefits us both."
refusal	offer	Dave; lo; Refusal	[Offer]
refusal	offer	Dave; I don't, no; Refusal	[Offer]
offer	offer	Dave; I have wheat; Offer	[Offer]
offer	offer	Dave; but seriously, want to trade for some wheat?; Offer	[Offer]
accept	offer	Dave; I do; Accept	[Offer]
counteroffer	accept	Dave; ore for wood?; Counteroffer	[Accept]
counteroffer	accept	rennoc1; if only... I have clay? I have clay?; Counteroffer	[Accept]
accept	counteroffer	Dave; yeah, go ahead yeah, go ahead; Accept	[Counteroffer]
counteroffer	counteroffer	Tomm; I could offer things?; Counteroffer	[Counteroffer]
counteroffer	offer	Dave; wood?; Counteroffer	[Offer]
counteroffer	other	Tomm; Ore?; Counteroffer	[Offer] ore for wood?
counteroffer	accept	Dave; clay rennoc; Counteroffer	[Accept]
counteroffer	offer	Dave; I have ore to trade (or wheat, always wheat) I have ore to trade (or wheat, always wheat); Counteroffer	[Offer]
offer	offer	rennoc1; tomm, do you have ore?; Offer	[Offer]
accept	refusal	Tomm; Yes, yes I do; Accept	[Refusal]
accept	offer	rennoc1; ok; Accept	[Offer]
offer	accept	Dave; any wood around?; Offer	[Accept]
refusal	offer	rennoc1; nope; Refusal	[Offer]
refusal	offer	Tomm; Surprisingly I am bereft of sheep.; Refusal	[Offer]
offer	offer	Dave; rennoc?; Offer	[Offer]
refusal	other	rennoc1; sorry, no sheep; Refusal	[Other]
offer	other	Tomm; Fancy some tasty ore?; Offer	[Other]
refusal	accept	Dave; I do not ^_^; Refusal	[Accept]
offer	other	Tomm; How about clay?; Offer	[Other]
refusal	counteroffer	Dave; nope, sorry, I'm good for clay; Refusal	[Counteroffer]
offer	offer	Dave; trade?; Offer	[Offer]
counteroffer	other	Tomm; Tommville is amused by such base humour. Anyway, what will you offer for wood?; Counteroffer	[Other]
offer	offer	Dave; wheat?:D; Offer	[Offer]
offer	other	Dave; or clay; Offer	[Offer] Sheep for wheat?
counteroffer	offer	rennoc1; anone have sheep; Counteroffer	[Offer]
refusal	offer	Tomm; Pfft, your pots are of no use.; Refusal	[Offer]
refusal	other	Tomm; Sadly still no sheep :(; Refusal	[Other]
offer	other	Dave; wheat then?; Offer	[Other]
refusal	offer	Tomm; Talk to rennoc first, it's his go :p; Refusal	[Offer]
accept	other	rennoc1; yeah sure, could do with some wheat yeah sure, could do with some wheat; Accept	[Other]
offer	offer	Dave; got wood?; Offer	[Offer]
refusal	other	rennoc1; nope; Refusal	[Other] 
counteroffer	offer	Tomm; Dave - how many wheat would you give for 1 wood?; Counteroffer	[Offer]
offer	other	Dave; I will give you one whole wheat; Offer	[Counteroffer] 

Emily - I can give you 2 wheat for 1 wood.
counteroffer	other	Tomm; I must demand 2.; Counteroffer	[Counteroffer]
    
    I'll give you two wood for that whole wheat.
counteroffer	refusal	rennoc1; i would give you 2 clay?; Counteroffer	[Refusal]
refusal	offer	Dave; I must refuse, on principle; Refusal	[Offer]
counteroffer	offer	Tomm; although I could offer you ore, Rennoc?; Counteroffer	[Offer]
counteroffer	refusal	Tomm; depending on what you have; Counteroffer	[Refusal]
counteroffer	other	rennoc1; well... I've got some really good quality clay.; Counteroffer	[Other]
offer	other	Dave; I can give you one wheat and ore for wood; Offer	[Other]
refusal	counteroffer	Tomm; Don't want ore.; Refusal	[Counteroffer]
counteroffer	offer	Tomm; Rennoc what can you offer me for wood?; Counteroffer	[Offer]
counteroffer	offer	rennoc1; how about 4 clay for 1 wood and 1 ore?; Counteroffer	[Offer]
counteroffer	offer	Tomm; Dave... wood for a wheat?; Counteroffer	[Offer]
accept	offer	Dave; sure; Accept	[Offer]
offer	offer	rennoc1; can you give wheat to me, dave?; Offer	[Offer]
counteroffer	offer	rennoc1; for clay?; Counteroffer	[Offer]
refusal	offer	Dave; I'm good for clay, thanks; Refusal	[Offer]
offer	offer	rennoc1; any one have sheep?; Offer	[Offer]
offer	offer	Tomm; Rennoc... I have sheep now?; Offer	[Offer]
offer	offer	Tomm; Got any wheat? :P; Offer	[Offer]
refusal	refusal	Dave; nooooooo; Refusal	[Refusal]
counteroffer	accept	rennoc1; nope sorry. I could spare some clay though; Counteroffer	[Accept]
counteroffer	offer	Tomm; 1 clay for 1 sheep?; Counteroffer	[Offer]
accept	other	rennoc1; thanks; Accept	Counteroffer.
offer	other	Dave; anyone got wood or sheep to trade?; Offer	[Other]
counteroffer	offer	rennoc1; well, I am going to have to go in 5-10 mins, so before I do does anyone want any of my resources; Counteroffer	[Offer]
offer	offer	Dave; do you have any wood or sheep rennoc?; Offer	[Offer]
accept	offer	rennoc1; both; Accept	[Offer]
offer	offer	Dave; 1 ore and 1 wheat for 1 wood and 1 sheep? 1 ore and 1 wheat for 1 wood and 1 sheep?; Offer	[Offer]
counteroffer	accept	rennoc1; how about this.; Counteroffer	[Accept]
refusal	offer	Dave; don't have 2 wheat; Refusal	[Offer]
counteroffer	other	rennoc1; I really need to head off, what do you need guys? i have 5 clay, 1 ore, 2 sheep, 1 wood.; Counteroffer	[Other]
offer	offer	Dave; sheep, wood; Offer	[Offer]
counteroffer	offer	rennoc1; how about you tomm?; Counteroffer	[Offer]
counteroffer	offer	Tomm; Feel free to fire me the clay; Counteroffer	[Offer]
counteroffer	offer	rennoc1; ok it turns out you have to give me something in a trade; Counteroffer	[Offer]
counteroffer	counteroffer	Dave; a clay?; Counteroffer	[Counteroffer]
counteroffer	offer	rennoc1; have anything you can spare for the trade tomm?; Counteroffer	[Offer]
refusal	offer	Tomm; not realy, just ditch it; Refusal	[Offer]
refusal	counteroffer	Thomas; no  thanks; Refusal	[Counteroffer]
offer	other	Cat; wood for wheat; Offer	[Other]
offer	offer	Cat; thanks; Offer	[Offer]
offer	other	Thomas; sorry clay; Offer	[Offer] Anyone want brick in exchange for wood?
refusal	refusal	william; no; Refusal	[Refusal]
offer	offer	Cat; anyone wants an ore?; Offer	[Offer]
refusal	offer	Thomas; nope; Refusal	[Offer]
refusal	offer	william; no; Refusal	[Offer]
offer	offer	Cat; for a wood; Offer	[Offer]
refusal	offer	Thomas; none; Refusal	[Offer]
accept	offer	Cat; yes; Accept	[Offer]
offer	offer	william; what do you want for it?; Offer	[Offer]
accept	offer	william; i can give you wood!; Accept	[Offer]
offer	accept	Cat; I can echange ore for wood though; Offer	[Accept]
offer	offer	Cat; give ore, receive wood; Offer	[Offer]
accept	accept	william; i'm in i'm in; Accept	[Accept]
offer	refusal	Cat; I mean I can offer ore; Offer	[Refusal]
offer	other	Cat; if you can give me wood; Offer	[Other]
accept	offer	william; ok.  i just got the speech bubble message wrong... i just got the speech bubble message wrong...; Accept	[Offer]
refusal	counteroffer	william; none; Refusal	[Counteroffer]
refusal	offer	Cat; no sorry; Refusal	[Offer]
offer	other	Thomas; sheep again anyone?; Offer	[Other]
offer	offer	Thomas; or clay; Offer	[Offer]
refusal	offer	william; no; Refusal	[Offer]
refusal	offer	william; n n; Refusal	[Offer]
refusal	offer	Cat; no no; Refusal	[Offer]
offer	other	william; can someone give me an ore??; Offer	[Other]
offer	offer	william; wheat or wood; Offer	[Offer]
accept	other	Thomas; sure; Accept	[Counteroffer] I'll give you wood for wheat.
offer	refusal	Cat; how about sheep or clar?; Offer	Refusal
offer	other	Thomas; wheat please; Offer	[Offer] How about I give you a sheep for your clay?
offer	accept	Cat; i can offer ore for sheep or clay; Offer	[Accept]
offer	offer	Cat; or wheet for the same; Offer	[Offer]
offer	offer	Cat; anyone for ore or what?; Offer	[Offer]
refusal	offer	william; no; Refusal	[Offer]
offer	offer	Thomas; i have ore; Offer	[Offer]
offer	offer	Thomas; I need sheep; Offer	[Offer]
offer	offer	Thomas; or clay; Offer	[Offer]
offer	offer	Cat; I mean I have those to offer; Offer	[Offer]
offer	offer	Cat; I need sheep; Offer	[Offer]
offer	offer	Cat; or clary; Offer	[Offer]
refusal	other	Thomas; no  thanks; Refusal	[Other]
offer	offer	Cat; clay; Offer	[Offer]
offer	offer	Cat; then anyone wants a wood for an ore? then anyone wants a wood for an ore?; Offer	[Offer]
refusal	offer	william; no; Refusal	[Offer]
refusal	offer	Thomas; n; Refusal	[Offer]
offer	offer	Cat; I can give you a wheat; Offer	[Offer]
refusal	accept	william; cant; Refusal	[Accept]
offer	accept	Cat; wood?; Offer	[Accept]
refusal	offer	Thomas; no  no  thanks; Refusal	[Offer]
offer	offer	Cat; anyone can give me ore?  (for wood); Offer	[Offer]
refusal	other	Thomas; no; Refusal	[Counteroffer] 
offer	other	Cat; anyone would like to receive a wood for an ore?; Offer	[Other]
refusal	other	william; no; Refusal	[Other]
accept	other	Thomas; yes please; Accept	[Other]
offer	accept	william; i will take anyone's sheep though; Offer	[Accept]
refusal	offer	Cat; don't have a sheep; Refusal	[Offer]
refusal	offer	Thomas; none here either none here either; Refusal	[Offer]
offer	offer	Cat; anyone wants wood?; Offer	[Offer]
refusal	offer	Thomas; n; Refusal	[Offer]
offer	offer	william; 2 wood?; Offer	[Offer]
offer	accept	Cat; one wood for clay; Offer	[Accept]
refusal	accept	william; hmm, no sorry hmm, no sorry; Refusal	[Accept]
counteroffer	refusal	Cat; or ore; Counteroffer	[Refusal]
offer	offer	william; i will only take two wood,  and give 1 ore; Offer	[Offer]
refusal	offer	Cat; no  sorry; Refusal	[Offer]
offer	offer	Cat; one wood though; Offer	[Offer]
refusal	offer	william; no thx; Refusal	[Offer]
refusal	offer	Thomas; none here; Refusal	[Offer]
refusal	offer	william; no; Refusal	[Offer]
offer	refusal	Cat; I have one wood to exchange; Offer	[Refusal]
offer	offer	Cat; any takers?; Offer	[Offer]
refusal	offer	william; no; Refusal	[Offer]
offer	offer	Cat; for sheep, wheat or clary; Offer	[Offer]
offer	offer	Thomas; can I buy a sheep for two ore?; Offer	[Offer]
refusal	refusal	william; have none; Refusal	[Refusal]
refusal	other	Thomas; no  thanks; Refusal	[Offer] Can I trade you some ore for wood?
offer	offer	william; can you give me sheep or wood?; Offer	[Offer]
counteroffer	counteroffer	Cat; I can give you one wood; Counteroffer	[Counteroffer]
accept	accept	william; k; Accept	[Accept]
offer	offer	Cat; I'd like clay; Offer	[Offer]
refusal	accept	Thomas; sorry; Refusal	[Accept]
refusal	accept	william; sry; Refusal	[Accept]
offer	offer	Cat; or sheep; Offer	[Offer]
refusal	offer	william; nope; Refusal	[Offer]
refusal	offer	Thomas; can't; Refusal	[Offer]
offer	offer	Thomas; for anything; Offer	[Offer]
counteroffer	other	william; wheat?; Counteroffer	[Other]
counteroffer	offer	Thomas; 3 ore for a wheat?; Counteroffer	[Offer]
accept	other	Cat; ok; Accept	[Counteroffer] I'll give you 2 wheat for 3 ore.
accept	offer	william; i will do it; Accept	[Offer]
offer	offer	Cat; I can give wheat; Offer	[Offer]
refusal	other	william; na; Refusal	[Other]
refusal	offer	Thomas; sorry nope; Refusal	[Offer]
offer	other	Cat; can someone give me a sheep?; Offer	[Other]
refusal	accept	william; nope; Refusal	[Accept]
refusal	refusal	Thomas; n; Refusal	[Refusal]
accept	refusal	william; then yes; Accept	[Refusal]
accept	other	william; k; Accept	[Other]
offer	offer	Thomas; can I buy wood for 1 ore?; Offer	[Offer]
refusal	counteroffer	william; hav none; Refusal	[Counteroffer]
refusal	offer	Cat; no  sorry; Refusal	[Offer]
offer	accept	william; does someone need clay?; Offer	[Accept]
offer	offer	william; i will take sheep or ore; Offer	[Offer]
counteroffer	offer	Cat; I can trade wood; Counteroffer	[Offer]
refusal	offer	Thomas; nope; Refusal	[Offer]
counteroffer	offer	Cat; for clay; Counteroffer	[Offer]
accept	counteroffer	william; k; Accept	[Counteroffer]
counteroffer	offer	Cat; or ore; Counteroffer	[Offer]
accept	other	Thomas; yes please; Accept	[Offer] I'll give you a brick for that wheat.
offer	accept	Cat; I need clay or ore; Offer	[Accept]
counteroffer	accept	Thomas; I can give an ore; Counteroffer	[Accept]
counteroffer	offer	Thomas; or a clay; Counteroffer	[Offer]
offer	offer	Cat; or a sheep!; Offer	[Offer]
refusal	offer	Thomas; impossible...; Refusal	[Offer]
offer	other	Cat; let's do the clay let's do the clay; Offer	[Other]
accept	accept	Thomas; k; Accept	[Accept]
offer	offer	Cat; would you like one more what for an ore?; Offer	[Offer]
counteroffer	counteroffer	Thomas; one more wheat?; Counteroffer	[Counteroffer]
accept	offer	Cat; one wheat; Accept	[Offer]
accept	offer	Thomas; kk; Accept	[Offer]
offer	offer	Cat; for ore; Offer	[Offer]
counteroffer	other	william; if you give me wood; Counteroffer	[Offer] I'll give you 2 wheat for your ore.
refusal	offer	Thomas; not me; Refusal	[Offer]
offer	offer	Cat; for two ore?; Offer	[Offer]
accept	accept	william; k; Accept	[Accept]
offer	offer	Joel; or clay sorry; Offer	[Offer]
refusal	other	Cardlinger; nope :(; Refusal	[Other]
refusal	other	jon; no; Refusal	[Other]
offer	other	Joel; I am willing to do wheat --> clay,  or wheat for ore; Offer	[Other]
offer	other	Joel; do you want to trade?; Offer	[Other]
counteroffer	offer	Euan; Whatcha got?; Counteroffer	[Offer]
offer	offer	Joel; wheat; Offer	[Offer]
accept	offer	Euan; I can wheat for clay.; Accept	[Offer]
accept	offer	Joel; awesome; Accept	[Offer]
refusal	offer	Joel; nope; Refusal	[Offer]
refusal	offer	Cardlinger; lol sorry no; Refusal	[Offer]
refusal	counteroffer	Joel; nope; Refusal	[Counteroffer]
accept	other	Cardlinger; i got clay; Accept	[Other]
offer	other	Euan; "Anyone got wood for sheep?" :D; Offer	[Other]
refusal	other	Cardlinger; lamentably I am sheepless; Refusal	[Other]
refusal	offer	Joel; same here same here; Refusal	[Offer]
refusal	offer	jon; can't sorry; Refusal	[Offer]
offer	other	Euan; Sheep for wood? Sheep for wood?; Offer	[Other]
refusal	counteroffer	Cardlinger; i'm after wheat, i am afraid; Refusal	[Counteroffer]
refusal	other	Joel; I dont have sheep or wood Euan; Refusal	[Other]
offer	offer	Euan; Hm. I can give you wheat for wood.; Offer	[Offer]
counteroffer	offer	Cardlinger; i have a clay or a wood i'm happy to dispense for wheat; Counteroffer	[Offer]
accept	offer	Euan; Wood sounds good; Accept	[Offer]
accept	accept	Cardlinger; kk well kk well if you're both after wood for wheat i'll go with Euan this time; Accept	[Accept]
offer	other	Joel; or wood?; Offer	[Other] Any takers for wheat?
refusal	offer	Cardlinger; nope, sorry :(; Refusal	[Offer]
offer	accept	Joel; jon?; Offer	[Accept]
accept	accept	jon; i got ore; Accept	[Accept]
offer	offer	Joel; I'll give you a wheat?; Offer	[Offer]
accept	accept	jon; sure!; Accept	[Accept]
offer	other	Joel; if you have another ore i can do it again; Offer	[Other]
refusal	other	jon; no I'm done; Refusal	[Other]
offer	offer	Cardlinger; anyone got a wood they'd like to trade for ore?; Offer	[Offer]
refusal	offer	jon; nope sorry; Refusal	[Offer]
offer	other	Cardlinger; or a wood for wheat; Offer	[Other]
counteroffer	counteroffer	Joel; do you have any ore?; Counteroffer	[Counteroffer]
accept	refusal	Cardlinger; i has ore; Accept	[Refusal]
counteroffer	offer	Joel; i'll give you a wheat for the ore?; Counteroffer	[Offer]
refusal	accept	Cardlinger; i'm after wood i am afraid :D; Refusal	[Accept]
accept	other	Joel; ok i can do a wood for ore; Accept	[Other]
refusal	offer	Cardlinger; apologies, am clayless :(; Refusal	[Offer]
refusal	offer	Joel; same here same here; Refusal	[Offer]
accept	offer	Cardlinger; yup yup; Accept	[Offer]
offer	other	Joel; ore?; Offer	[Other] "What's up? Are you considering making a trade or are you just thinking out loud?" [Player C]
refusal	accept	Cardlinger; nope; Refusal	[Accept]
offer	offer	Joel; euan?; Offer	[Offer]
offer	refusal	Joel; i'll trade clay for ore; Offer	[Refusal]
accept	offer	Euan; Sure, I'll clay for ore; Accept	[Offer]
offer	offer	Euan; Now... anyone got any wood?; Offer	[Offer]
accept	offer	Cardlinger; yup yup; Accept	[Offer]
offer	other	Euan; I'll give you sheep for it?; Offer	[Other]
offer	counteroffer	Euan; Or an ore.; Offer	[Counteroffer]
refusal	counteroffer	Joel; i have no cards; Refusal	[Counteroffer]
offer	other	Euan; Or..clay.; Offer	[Other]
counteroffer	offer	Cardlinger; 1 sheep for 1 wood is that?; Counteroffer	[Offer]
accept	offer	Euan; Sure.; Accept	[Offer]
counteroffer	offer	Cardlinger; how many wood you after?; Counteroffer	[Offer]
offer	other	Euan; Just the one for now; Offer	[Offer] I have 2 wood, would you be willing to trade for 1 brick?
counteroffer	accept	Cardlinger; your clay for my wood?; Counteroffer	[Accept]
accept	refusal	Euan; Yes; Accept	[Refusal]
offer	offer	Euan; So do you want the clay or the sheep? So do you want the clay or the sheep?; Offer	[Offer]
accept	counteroffer	Cardlinger; clay plz; Accept	[Counteroffer]
offer	other	Euan; Or if you want we could do that now too; Offer	[Other]
refusal	offer	Cardlinger; not just yet :); Refusal	[Offer]
offer	offer	Cardlinger; anyone want wheat or wood for a clay?; Offer	[Offer]
refusal	other	Joel; i have no cards; Refusal	[Counteroffer] 
offer	offer	Cardlinger; E/J?; Offer	[Offer]
refusal	offer	jon; I'm out too; Refusal	[Offer]
refusal	other	Euan; Fresh out :/; Refusal	[Other]
accept	refusal	Euan; Sure, Joel.; Accept	Refusal
offer	other	Euan; Anyhoo. Clay, anyone?; Offer	[Other]
refusal	offer	Joel; havent had clay in awhile; Refusal	[Offer]
refusal	offer	Cardlinger; none, sorry :(; Refusal	[Offer]
offer	other	Euan; Any ore for my sheep?; Offer	[Other]
refusal	refusal	Cardlinger; no ore, i lament :(; Refusal	[Refusal]
offer	offer	Cardlinger; anyone want wheat or wood for sheep?; Offer	[Offer]
offer	offer	Cardlinger; or for clay indeed; Offer	[Offer]
refusal	offer	jon; sorry; Refusal	[Offer]
offer	other	Cardlinger; E/J?; Offer	[Offer] Player A: "I'll give you 2 wood for 1 brick."
refusal	offer	Joel; got nothing; Refusal	[Offer]
offer	offer	Cardlinger; E?; Offer	[Offer]
offer	offer	Cardlinger; mutton man?; Offer	[Offer]
offer	other	Cardlinger; wheat or wood for clay or sheep is my seekings; Offer	[Other]
offer	other	Cardlinger; do you have clay or sheep and fancy wood or wheat?; Offer	[Other]
accept	offer	Euan; I can give some sheep for some wood; Accept	[Offer]
offer	other	Cardlinger; 1:1?; Offer	[Other]
accept	offer	Euan; Sounds good; Accept	[Offer]
offer	offer	Cardlinger; anyone wheat for clay?; Offer	[Offer]
refusal	offer	Joel; strangely i have no wheat; Refusal	[Offer]
refusal	offer	jon; no wheat; Refusal	[Offer]
refusal	offer	Joel; and also no clay; Refusal	[Offer]
offer	other	Cardlinger; sorry i have wheat, it's clay i fancy; Offer	[Other]
offer	other	Cardlinger; will offer 3 wheat for 2 clay, if someone is rich in it?; Offer	[Other]
refusal	other	jon; sorry; Refusal	[Other]
refusal	offer	Joel; sorry; Refusal	[Offer]
offer	other	Joel; ok does anyone have clay?; Offer	[Other]
refusal	other	Cardlinger; nope, sorry; Refusal	[Offer] "I have clay. What are you willing to trade for it?"
refusal	other	jon; no no; Refusal	[Other]
refusal	offer	Euan; Nope :/ Nope :/; Refusal	[Offer]
offer	other	Joel; or sheep?; Offer	[Other]
refusal	offer	Euan; Amazingly, no o.O; Refusal	[Offer]
refusal	offer	jon; also out; Refusal	[Offer]
offer	other	Euan; Anyone have an ore for a wheat?; Offer	[Other]
refusal	refusal	Cardlinger; sorry, I'm all wheaty; Refusal	[Refusal]
refusal	offer	Joel; same same; Refusal	[Offer]
refusal	offer	jon; no; Refusal	[Offer]
offer	other	Euan; Meh. Anyone got clay?; Offer	[Other]
refusal	other	Joel; no; Refusal	[Offer] Player A: I have some clay, what are you offering in return?
offer	other	jon; there's no clay right?; Offer	[Offer] Player 1: "No problem! Would anyone be willing to trade a brick for a wheat?"
refusal	offer	Cardlinger; I have none; Refusal	[Offer]
refusal	offer	Euan; yeah, noone has clay :/; Refusal	[Offer]
offer	offer	Joel; i will give ore; Offer	[Offer]
accept	offer	Euan; I can do that; Accept	[Offer]
offer	other	Euan; So, got clay? :P; Offer	[Other]
refusal	offer	Joel; haha no still; Refusal	[Offer]
refusal	offer	Cardlinger; soooooon; Refusal	[Offer]
refusal	offer	Cardlinger; soooooon; Refusal	[Offer]
offer	offer	Euan; Anyone got any ore?; Offer	[Offer]
refusal	other	Joel; nope; Refusal	[Offer] I have ore, what are you offering in return?
accept	other	Cardlinger; only the 1; Accept	[Other]
refusal	accept	Joel; havent had it in awhile; Refusal	[Accept]
counteroffer	other	Cardlinger; what do you have to offer?; Counteroffer	[Other]
counteroffer	other	Euan; Sheep, wheat, or wood, currently.; Counteroffer	[Other] Player A: "Well, that's not good news for you. Maybe we can work something out to get that robber off your ore."
refusal	other	Cardlinger; afraid I can't help - if it trade my ore for the sheep i can't buy a card :(; Refusal	[Offer] I can give you wheat for your wood.
offer	other	Cardlinger; anyone want wheat or wood for an ore?; Offer	[Other]
refusal	other	Euan; No ore here; Refusal	[Other] Player 2: "I could use some wood, what are you looking for in return?"
accept	other	jon; I'll take a wheat for an ore; Accept	[Other]
refusal	accept	Joel; i have no ore; Refusal	[Accept]
offer	other	Cardlinger; anyone else?; Offer	[Other]
refusal	offer	Joel; nope; Refusal	[Offer]
