true_act	pred_act	true_turn	pred_turn
refusal	offer	Tomm; I think we are all looking for it! I think we are all looking for it!; Refusal	[Offer]
offer	other	Dave; can anyone trade clay for ore; Offer	[Other]
offer	offer	Dave; as in, I give you the clay; Offer	[Offer]
refusal	counteroffer	Tomm; No ore, sorry.; Refusal	[Counteroffer]
refusal	refusal	rennoc1; me neither me neither; Refusal	[Refusal]
offer	other	Dave; anyone got clay or ore they can swap for wheat?; Offer	[Other]
offer	offer	Dave; clay or wood, rather; Offer	[Offer]
accept	offer	Tomm; Only got that one; Accept	[Offer]
offer	counteroffer	Dave; could you, by any chance, use some fine high quality wheat; Offer	[Counteroffer]
offer	other	Dave; guaranteed to be 100% more edible than clay; Offer	[Other]
accept	counteroffer	Tomm; If I get more clay, perhaps... I can eat the sheep for now.; Accept	[Counteroffer]
accept	accept	rennoc1; maybe but I have almost nothing but wheat to trade back; Accept	[Accept]
offer	other	Dave; clay or wood rennoc?; Offer	[Other]
offer	counteroffer	Dave; either one; Offer	[Counteroffer]
refusal	counteroffer	rennoc1; unfortunately, neither one; Refusal	[Counteroffer]
counteroffer	other	rennoc1; tomm, could I give you 3 sheep for a clay and an ore?; Counteroffer	[Refusal] 
refusal	counteroffer	Tomm; I don't have ore, I'm afraid!; Refusal	[Counteroffer]
refusal	counteroffer	Tomm; Well, as I say, don't have any ore at all; Refusal	[Counteroffer]
counteroffer	other	rennoc1; do you have any ores, dave?; Counteroffer	[Other]
refusal	counteroffer	Dave; lo; Refusal	[Counteroffer]
refusal	refusal	Dave; I don't, no; Refusal	[Refusal]
offer	refusal	Dave; I have wheat; Offer	[Refusal]
offer	other	Dave; but seriously, want to trade for some wheat?; Offer	[Other]
accept	offer	Dave; I do; Accept	[Offer]
counteroffer	offer	Dave; ore for wood?; Counteroffer	[Offer]
counteroffer	offer	rennoc1; if only... I have clay? I have clay?; Counteroffer	[Offer]
accept	refusal	Dave; yeah, go ahead yeah, go ahead; Accept	[Refusal]
counteroffer	counteroffer	Tomm; I could offer things?; Counteroffer	[Counteroffer]
counteroffer	offer	Dave; wood?; Counteroffer	[Offer]
counteroffer	counteroffer	Tomm; Ore?; Counteroffer	[Counteroffer]
counteroffer	counteroffer	Dave; clay rennoc; Counteroffer	[Counteroffer]
counteroffer	counteroffer	Dave; I have ore to trade (or wheat, always wheat) I have ore to trade (or wheat, always wheat); Counteroffer	[Counteroffer]
offer	offer	rennoc1; tomm, do you have ore?; Offer	[Offer]
accept	counteroffer	Tomm; Yes, yes I do; Accept	[Counteroffer]
accept	offer	rennoc1; ok; Accept	[Offer]
offer	refusal	Dave; any wood around?; Offer	[Refusal]
refusal	offer	rennoc1; nope; Refusal	[Offer]
refusal	counteroffer	Tomm; Surprisingly I am bereft of sheep.; Refusal	[Counteroffer]
offer	offer	Dave; rennoc?; Offer	[Offer]
refusal	other	rennoc1; sorry, no sheep; Refusal	[Other]
offer	other	Tomm; Fancy some tasty ore?; Offer	[Other]
refusal	counteroffer	Dave; I do not ^_^; Refusal	[Counteroffer]
offer	refusal	Tomm; How about clay?; Offer	[Refusal]
refusal	counteroffer	Dave; nope, sorry, I'm good for clay; Refusal	[Counteroffer]
offer	offer	Dave; trade?; Offer	[Offer]
counteroffer	offer	Tomm; Tommville is amused by such base humour. Anyway, what will you offer for wood?; Counteroffer	[Offer]
offer	offer	Dave; wheat?:D; Offer	[Offer]
offer	counteroffer	Dave; or clay; Offer	[Counteroffer]
counteroffer	counteroffer	rennoc1; anone have sheep; Counteroffer	[Counteroffer]
refusal	offer	Tomm; Pfft, your pots are of no use.; Refusal	[Offer]
refusal	other	Tomm; Sadly still no sheep :(; Refusal	[Other]
offer	other	Dave; wheat then?; Offer	[Other]
refusal	counteroffer	Tomm; Talk to rennoc first, it's his go :p; Refusal	[Counteroffer]
accept	other	rennoc1; yeah sure, could do with some wheat yeah sure, could do with some wheat; Accept	[Other]
offer	offer	Dave; got wood?; Offer	[Offer]
refusal	counteroffer	rennoc1; nope; Refusal	[Counteroffer]
counteroffer	other	Tomm; Dave - how many wheat would you give for 1 wood?; Counteroffer	[Other]
offer	counteroffer	Dave; I will give you one whole wheat; Offer	[Counteroffer]
counteroffer	accept	Tomm; I must demand 2.; Counteroffer	[Accept]
counteroffer	refusal	rennoc1; i would give you 2 clay?; Counteroffer	[Refusal]
refusal	accept	Dave; I must refuse, on principle; Refusal	[Accept]
counteroffer	refusal	Tomm; although I could offer you ore, Rennoc?; Counteroffer	[Refusal]
counteroffer	counteroffer	Tomm; depending on what you have; Counteroffer	[Counteroffer]
counteroffer	other	rennoc1; well... I've got some really good quality clay.; Counteroffer	[Other]
offer	other	Dave; I can give you one wheat and ore for wood; Offer	[Other]
refusal	counteroffer	Tomm; Don't want ore.; Refusal	[Counteroffer]
counteroffer	counteroffer	Tomm; Rennoc what can you offer me for wood?; Counteroffer	[Counteroffer]
counteroffer	counteroffer	rennoc1; how about 4 clay for 1 wood and 1 ore?; Counteroffer	[Counteroffer]
counteroffer	offer	Tomm; Dave... wood for a wheat?; Counteroffer	[Offer]
accept	counteroffer	Dave; sure; Accept	[Counteroffer]
offer	offer	rennoc1; can you give wheat to me, dave?; Offer	[Offer]
counteroffer	other	rennoc1; for clay?; Counteroffer	[Other]
refusal	other	Dave; I'm good for clay, thanks; Refusal	[Counteroffer] 
offer	other	rennoc1; any one have sheep?; Offer	[Other]
offer	other	Tomm; Rennoc... I have sheep now?; Offer	[Other]
offer	accept	Tomm; Got any wheat? :P; Offer	[Accept]
refusal	offer	Dave; nooooooo; Refusal	[Offer]
counteroffer	other	rennoc1; nope sorry. I could spare some clay though; Counteroffer	[Other]
counteroffer	refusal	Tomm; 1 clay for 1 sheep?; Counteroffer	[Refusal]
accept	counteroffer	rennoc1; thanks; Accept	[Counteroffer]
offer	other	Dave; anyone got wood or sheep to trade?; Offer	[Other]
counteroffer	offer	rennoc1; well, I am going to have to go in 5-10 mins, so before I do does anyone want any of my resources; Counteroffer	[Offer]
offer	accept	Dave; do you have any wood or sheep rennoc?; Offer	[Accept]
accept	counteroffer	rennoc1; both; Accept	[Counteroffer]
offer	counteroffer	Dave; 1 ore and 1 wheat for 1 wood and 1 sheep? 1 ore and 1 wheat for 1 wood and 1 sheep?; Offer	[Counteroffer]
counteroffer	counteroffer	rennoc1; how about this.; Counteroffer	[Counteroffer]
refusal	refusal	Dave; don't have 2 wheat; Refusal	[Refusal]
counteroffer	other	rennoc1; I really need to head off, what do you need guys? i have 5 clay, 1 ore, 2 sheep, 1 wood.; Counteroffer	[Other]
offer	offer	Dave; sheep, wood; Offer	[Offer]
counteroffer	accept	rennoc1; how about you tomm?; Counteroffer	[Accept]
counteroffer	offer	Tomm; Feel free to fire me the clay; Counteroffer	[Offer]
counteroffer	offer	rennoc1; ok it turns out you have to give me something in a trade; Counteroffer	[Offer]
counteroffer	counteroffer	Dave; a clay?; Counteroffer	[Counteroffer]
counteroffer	refusal	rennoc1; have anything you can spare for the trade tomm?; Counteroffer	[Refusal]
refusal	accept	Tomm; not realy, just ditch it; Refusal	[Accept]
refusal	counteroffer	Thomas; no  thanks; Refusal	[Counteroffer]
offer	counteroffer	Cat; wood for wheat; Offer	[Counteroffer]
offer	accept	Cat; thanks; Offer	[Accept]
offer	other	Thomas; sorry clay; Offer	[Other]
refusal	refusal	william; no; Refusal	[Refusal]
offer	other	Cat; anyone wants an ore?; Offer	[Other]
refusal	offer	Thomas; nope; Refusal	[Offer]
refusal	other	william; no; Refusal	[Other]
offer	other	Cat; for a wood; Offer	[Other]
refusal	counteroffer	Thomas; none; Refusal	[Counteroffer]
accept	other	Cat; yes; Accept	[Other]
offer	refusal	william; what do you want for it?; Offer	[Refusal]
accept	counteroffer	william; i can give you wood!; Accept	[Counteroffer]
offer	counteroffer	Cat; I can echange ore for wood though; Offer	[Counteroffer]
offer	counteroffer	Cat; give ore, receive wood; Offer	[Counteroffer]
accept	counteroffer	william; i'm in i'm in; Accept	[Counteroffer]
offer	counteroffer	Cat; I mean I can offer ore; Offer	[Counteroffer]
offer	other	Cat; if you can give me wood; Offer	[Other]
accept	offer	william; ok.  i just got the speech bubble message wrong... i just got the speech bubble message wrong...; Accept	[Offer]
refusal	refusal	william; none; Refusal	[Refusal]
refusal	refusal	Cat; no sorry; Refusal	[Refusal]
offer	offer	Thomas; sheep again anyone?; Offer	[Offer]
offer	offer	Thomas; or clay; Offer	[Offer]
refusal	offer	william; no; Refusal	[Offer]
refusal	refusal	william; n n; Refusal	[Refusal]
refusal	counteroffer	Cat; no no; Refusal	[Counteroffer]
offer	other	william; can someone give me an ore??; Offer	[Other]
offer	counteroffer	william; wheat or wood; Offer	[Counteroffer]
accept	counteroffer	Thomas; sure; Accept	[Counteroffer]
offer	counteroffer	Cat; how about sheep or clar?; Offer	[Counteroffer]
offer	counteroffer	Thomas; wheat please; Offer	[Counteroffer]
offer	accept	Cat; i can offer ore for sheep or clay; Offer	[Accept]
offer	other	Cat; or wheet for the same; Offer	[Other]
offer	other	Cat; anyone for ore or what?; Offer	[Other]
refusal	offer	william; no; Refusal	[Offer]
offer	offer	Thomas; i have ore; Offer	[Offer]
offer	other	Thomas; I need sheep; Offer	[Other]
offer	counteroffer	Thomas; or clay; Offer	[Counteroffer]
offer	counteroffer	Cat; I mean I have those to offer; Offer	[Counteroffer]
offer	counteroffer	Cat; I need sheep; Offer	[Counteroffer]
offer	counteroffer	Cat; or clary; Offer	[Counteroffer]
refusal	counteroffer	Thomas; no  thanks; Refusal	[Counteroffer]
offer	refusal	Cat; clay; Offer	[Refusal]
offer	refusal	Cat; then anyone wants a wood for an ore? then anyone wants a wood for an ore?; Offer	[Refusal]
refusal	offer	william; no; Refusal	[Offer]
refusal	counteroffer	Thomas; n; Refusal	[Counteroffer]
offer	counteroffer	Cat; I can give you a wheat; Offer	[Counteroffer]
refusal	refusal	william; cant; Refusal	[Refusal]
offer	refusal	Cat; wood?; Offer	[Refusal]
refusal	counteroffer	Thomas; no  no  thanks; Refusal	[Counteroffer]
offer	accept	Cat; anyone can give me ore?  (for wood); Offer	[Accept]
refusal	counteroffer	Thomas; no; Refusal	[Counteroffer]
offer	other	Cat; anyone would like to receive a wood for an ore?; Offer	[Other]
refusal	other	william; no; Refusal	[Other]
accept	other	Thomas; yes please; Accept	[Other]
offer	offer	william; i will take anyone's sheep though; Offer	[Offer]
refusal	counteroffer	Cat; don't have a sheep; Refusal	[Counteroffer]
refusal	counteroffer	Thomas; none here either none here either; Refusal	[Counteroffer]
offer	refusal	Cat; anyone wants wood?; Offer	[Refusal]
refusal	offer	Thomas; n; Refusal	[Offer]
offer	counteroffer	william; 2 wood?; Offer	[Counteroffer]
offer	accept	Cat; one wood for clay; Offer	[Accept]
refusal	refusal	william; hmm, no sorry hmm, no sorry; Refusal	[Refusal]
counteroffer	counteroffer	Cat; or ore; Counteroffer	[Counteroffer]
offer	offer	william; i will only take two wood,  and give 1 ore; Offer	[Offer]
refusal	counteroffer	Cat; no  sorry; Refusal	[Counteroffer]
offer	offer	Cat; one wood though; Offer	[Offer]
refusal	counteroffer	william; no thx; Refusal	[Counteroffer]
refusal	offer	Thomas; none here; Refusal	[Offer]
refusal	refusal	william; no; Refusal	[Refusal]
offer	refusal	Cat; I have one wood to exchange; Offer	[Refusal]
offer	counteroffer	Cat; any takers?; Offer	[Counteroffer]
refusal	offer	william; no; Refusal	[Offer]
offer	refusal	Cat; for sheep, wheat or clary; Offer	[Refusal]
offer	refusal	Thomas; can I buy a sheep for two ore?; Offer	[Refusal]
refusal	refusal	william; have none; Refusal	[Refusal]
refusal	other	Thomas; no  thanks; Refusal	[Other]
offer	offer	william; can you give me sheep or wood?; Offer	[Offer]
counteroffer	counteroffer	Cat; I can give you one wood; Counteroffer	[Counteroffer]
accept	counteroffer	william; k; Accept	[Counteroffer]
offer	offer	Cat; I'd like clay; Offer	[Offer]
refusal	offer	Thomas; sorry; Refusal	[Offer]
refusal	counteroffer	william; sry; Refusal	[Counteroffer]
offer	refusal	Cat; or sheep; Offer	[Refusal]
refusal	other	william; nope; Refusal	[Other]
refusal	refusal	Thomas; can't; Refusal	[Refusal]
offer	counteroffer	Thomas; for anything; Offer	[Counteroffer]
counteroffer	offer	william; wheat?; Counteroffer	[Offer]
counteroffer	counteroffer	Thomas; 3 ore for a wheat?; Counteroffer	[Counteroffer]
accept	counteroffer	Cat; ok; Accept	[Counteroffer]
accept	other	william; i will do it; Accept	[Other]
offer	offer	Cat; I can give wheat; Offer	[Offer]
refusal	counteroffer	william; na; Refusal	[Counteroffer]
refusal	accept	Thomas; sorry nope; Refusal	[Accept]
offer	other	Cat; can someone give me a sheep?; Offer	[Other]
refusal	counteroffer	william; nope; Refusal	[Counteroffer]
refusal	refusal	Thomas; n; Refusal	[Refusal]
accept	accept	william; then yes; Accept	[Accept]
accept	accept	william; k; Accept	[Accept]
offer	accept	Thomas; can I buy wood for 1 ore?; Offer	[Accept]
refusal	offer	william; hav none; Refusal	[Offer]
refusal	refusal	Cat; no  sorry; Refusal	[Refusal]
offer	accept	william; does someone need clay?; Offer	[Accept]
offer	offer	william; i will take sheep or ore; Offer	[Offer]
counteroffer	offer	Cat; I can trade wood; Counteroffer	[Offer]
refusal	counteroffer	Thomas; nope; Refusal	[Counteroffer]
counteroffer	counteroffer	Cat; for clay; Counteroffer	[Counteroffer]
accept	refusal	william; k; Accept	[Refusal]
counteroffer	other	Cat; or ore; Counteroffer	[Other]
accept	counteroffer	Thomas; yes please; Accept	[Counteroffer]
offer	offer	Cat; I need clay or ore; Offer	[Offer]
counteroffer	offer	Thomas; I can give an ore; Counteroffer	[Offer]
counteroffer	counteroffer	Thomas; or a clay; Counteroffer	[Counteroffer]
offer	counteroffer	Cat; or a sheep!; Offer	[Counteroffer]
refusal	counteroffer	Thomas; impossible...; Refusal	[Counteroffer]
offer	refusal	Cat; let's do the clay let's do the clay; Offer	[Refusal]
accept	accept	Thomas; k; Accept	[Accept]
offer	other	Cat; would you like one more what for an ore?; Offer	[Other]
counteroffer	accept	Thomas; one more wheat?; Counteroffer	[Accept]
accept	counteroffer	Cat; one wheat; Accept	[Counteroffer]
accept	counteroffer	Thomas; kk; Accept	[Counteroffer]
offer	refusal	Cat; for ore; Offer	[Refusal]
counteroffer	counteroffer	william; if you give me wood; Counteroffer	[Counteroffer]
refusal	accept	Thomas; not me; Refusal	[Accept]
offer	other	Cat; for two ore?; Offer	[Other]
accept	counteroffer	william; k; Accept	[Counteroffer]
offer	offer	Joel; or clay sorry; Offer	[Offer]
refusal	refusal	Cardlinger; nope :(; Refusal	[Refusal]
refusal	refusal	jon; no; Refusal	[Refusal]
offer	other	Joel; I am willing to do wheat --> clay,  or wheat for ore; Offer	[Other]
offer	other	Joel; do you want to trade?; Offer	[Other]
counteroffer	accept	Euan; Whatcha got?; Counteroffer	[Accept]
offer	offer	Joel; wheat; Offer	[Offer]
accept	offer	Euan; I can wheat for clay.; Accept	[Offer]
accept	counteroffer	Joel; awesome; Accept	[Counteroffer]
refusal	offer	Joel; nope; Refusal	[Offer]
refusal	offer	Cardlinger; lol sorry no; Refusal	[Offer]
refusal	counteroffer	Joel; nope; Refusal	[Counteroffer]
accept	refusal	Cardlinger; i got clay; Accept	[Refusal]
offer	other	Euan; "Anyone got wood for sheep?" :D; Offer	[Other]
refusal	other	Cardlinger; lamentably I am sheepless; Refusal	[Other]
refusal	other	Joel; same here same here; Refusal	[Other]
refusal	other	jon; can't sorry; Refusal	[Other]
offer	other	Euan; Sheep for wood? Sheep for wood?; Offer	[Other]
refusal	counteroffer	Cardlinger; i'm after wheat, i am afraid; Refusal	[Counteroffer]
refusal	counteroffer	Joel; I dont have sheep or wood Euan; Refusal	[Counteroffer]
offer	counteroffer	Euan; Hm. I can give you wheat for wood.; Offer	[Counteroffer]
counteroffer	other	Cardlinger; i have a clay or a wood i'm happy to dispense for wheat; Counteroffer	[Other]
accept	counteroffer	Euan; Wood sounds good; Accept	[Counteroffer]
accept	offer	Cardlinger; kk well kk well if you're both after wood for wheat i'll go with Euan this time; Accept	[Offer]
offer	refusal	Joel; or wood?; Offer	[Refusal]
refusal	offer	Cardlinger; nope, sorry :(; Refusal	[Offer]
offer	refusal	Joel; jon?; Offer	[Refusal]
accept	other	jon; i got ore; Accept	[Other]
offer	other	Joel; I'll give you a wheat?; Offer	[Other]
accept	accept	jon; sure!; Accept	[Accept]
offer	accept	Joel; if you have another ore i can do it again; Offer	[Accept]
refusal	offer	jon; no I'm done; Refusal	[Offer]
offer	other	Cardlinger; anyone got a wood they'd like to trade for ore?; Offer	[Other]
refusal	counteroffer	jon; nope sorry; Refusal	[Counteroffer]
offer	refusal	Cardlinger; or a wood for wheat; Offer	[Refusal]
counteroffer	counteroffer	Joel; do you have any ore?; Counteroffer	[Counteroffer]
accept	offer	Cardlinger; i has ore; Accept	[Offer]
counteroffer	counteroffer	Joel; i'll give you a wheat for the ore?; Counteroffer	[Counteroffer]
refusal	accept	Cardlinger; i'm after wood i am afraid :D; Refusal	[Accept]
accept	offer	Joel; ok i can do a wood for ore; Accept	[Offer]
refusal	counteroffer	Cardlinger; apologies, am clayless :(; Refusal	[Counteroffer]
refusal	refusal	Joel; same here same here; Refusal	[Refusal]
accept	offer	Cardlinger; yup yup; Accept	[Offer]
offer	offer	Joel; ore?; Offer	[Offer]
refusal	offer	Cardlinger; nope; Refusal	[Offer]
offer	other	Joel; euan?; Offer	[Other]
offer	other	Joel; i'll trade clay for ore; Offer	[Other]
accept	other	Euan; Sure, I'll clay for ore; Accept	[Other]
offer	other	Euan; Now... anyone got any wood?; Offer	[Other]
accept	offer	Cardlinger; yup yup; Accept	[Offer]
offer	offer	Euan; I'll give you sheep for it?; Offer	[Offer]
offer	accept	Euan; Or an ore.; Offer	[Accept]
refusal	accept	Joel; i have no cards; Refusal	[Accept]
offer	refusal	Euan; Or..clay.; Offer	[Refusal]
counteroffer	counteroffer	Cardlinger; 1 sheep for 1 wood is that?; Counteroffer	[Counteroffer]
accept	counteroffer	Euan; Sure.; Accept	[Counteroffer]
counteroffer	accept	Cardlinger; how many wood you after?; Counteroffer	[Accept]
offer	counteroffer	Euan; Just the one for now; Offer	[Counteroffer]
counteroffer	other	Cardlinger; your clay for my wood?; Counteroffer	[Other]
accept	counteroffer	Euan; Yes; Accept	[Counteroffer]
offer	accept	Euan; So do you want the clay or the sheep? So do you want the clay or the sheep?; Offer	[Accept]
accept	counteroffer	Cardlinger; clay plz; Accept	[Counteroffer]
offer	other	Euan; Or if you want we could do that now too; Offer	[Other]
refusal	other	Cardlinger; not just yet :); Refusal	[Other]
offer	other	Cardlinger; anyone want wheat or wood for a clay?; Offer	[Other]
refusal	offer	Joel; i have no cards; Refusal	[Offer]
offer	refusal	Cardlinger; E/J?; Offer	[Refusal]
refusal	other	jon; I'm out too; Refusal	[Other]
refusal	accept	Euan; Fresh out :/; Refusal	[Accept]
accept	refusal	Euan; Sure, Joel.; Accept	[Refusal]
offer	other	Euan; Anyhoo. Clay, anyone?; Offer	[Other]
refusal	offer	Joel; havent had clay in awhile; Refusal	[Offer]
refusal	offer	Cardlinger; none, sorry :(; Refusal	[Offer]
offer	other	Euan; Any ore for my sheep?; Offer	[Other]
refusal	offer	Cardlinger; no ore, i lament :(; Refusal	[Offer]
offer	other	Cardlinger; anyone want wheat or wood for sheep?; Offer	[Other]
offer	counteroffer	Cardlinger; or for clay indeed; Offer	[Counteroffer]
refusal	offer	jon; sorry; Refusal	[Offer]
offer	refusal	Cardlinger; E/J?; Offer	[Refusal]
refusal	counteroffer	Joel; got nothing; Refusal	[Counteroffer]
offer	refusal	Cardlinger; E?; Offer	[Refusal]
offer	refusal	Cardlinger; mutton man?; Offer	[Refusal]
offer	other	Cardlinger; wheat or wood for clay or sheep is my seekings; Offer	[Other]
offer	accept	Cardlinger; do you have clay or sheep and fancy wood or wheat?; Offer	[Accept]
accept	offer	Euan; I can give some sheep for some wood; Accept	[Offer]
offer	counteroffer	Cardlinger; 1:1?; Offer	[Counteroffer]
accept	counteroffer	Euan; Sounds good; Accept	[Counteroffer]
offer	counteroffer	Cardlinger; anyone wheat for clay?; Offer	[Counteroffer]
refusal	counteroffer	Joel; strangely i have no wheat; Refusal	[Counteroffer]
refusal	refusal	jon; no wheat; Refusal	[Refusal]
refusal	refusal	Joel; and also no clay; Refusal	[Refusal]
offer	other	Cardlinger; sorry i have wheat, it's clay i fancy; Offer	[Other]
offer	offer	Cardlinger; will offer 3 wheat for 2 clay, if someone is rich in it?; Offer	[Offer]
refusal	counteroffer	jon; sorry; Refusal	[Counteroffer]
refusal	other	Joel; sorry; Refusal	[Other]
offer	refusal	Joel; ok does anyone have clay?; Offer	[Refusal]
refusal	offer	Cardlinger; nope, sorry; Refusal	[Offer]
refusal	refusal	jon; no no; Refusal	[Refusal]
refusal	refusal	Euan; Nope :/ Nope :/; Refusal	[Refusal]
offer	other	Joel; or sheep?; Offer	[Other]
refusal	counteroffer	Euan; Amazingly, no o.O; Refusal	[Counteroffer]
refusal	other	jon; also out; Refusal	[Other]
offer	other	Euan; Anyone have an ore for a wheat?; Offer	[Other]
refusal	offer	Cardlinger; sorry, I'm all wheaty; Refusal	[Offer]
refusal	refusal	Joel; same same; Refusal	[Refusal]
refusal	other	jon; no; Refusal	[Other]
offer	refusal	Euan; Meh. Anyone got clay?; Offer	[Refusal]
refusal	offer	Joel; no; Refusal	[Offer]
offer	other	jon; there's no clay right?; Offer	[Other]
refusal	refusal	Cardlinger; I have none; Refusal	[Refusal]
refusal	refusal	Euan; yeah, noone has clay :/; Refusal	[Refusal]
offer	offer	Joel; i will give ore; Offer	[Offer]
accept	counteroffer	Euan; I can do that; Accept	[Counteroffer]
offer	other	Euan; So, got clay? :P; Offer	[Other]
refusal	offer	Joel; haha no still; Refusal	[Offer]
refusal	other	Cardlinger; soooooon; Refusal	[Other]
refusal	other	Cardlinger; soooooon; Refusal	[Other]
offer	other	Euan; Anyone got any ore?; Offer	[Other]
refusal	counteroffer	Joel; nope; Refusal	[Counteroffer]
accept	offer	Cardlinger; only the 1; Accept	[Offer]
refusal	counteroffer	Joel; havent had it in awhile; Refusal	[Counteroffer]
counteroffer	other	Cardlinger; what do you have to offer?; Counteroffer	[Other]
counteroffer	counteroffer	Euan; Sheep, wheat, or wood, currently.; Counteroffer	[Counteroffer]
refusal	counteroffer	Cardlinger; afraid I can't help - if it trade my ore for the sheep i can't buy a card :(; Refusal	[Counteroffer]
offer	other	Cardlinger; anyone want wheat or wood for an ore?; Offer	[Other]
refusal	counteroffer	Euan; No ore here; Refusal	[Counteroffer]
accept	other	jon; I'll take a wheat for an ore; Accept	[Other]
refusal	counteroffer	Joel; i have no ore; Refusal	[Counteroffer]
