true_act	pred_act	true_turn	pred_turn
offer	other	rennoc1; so you have ore to spare then...?; Offer	[Other]
accept	accept	Dave; I do; Accept	[Accept]
counteroffer	offer	Dave; ore for wood?; Counteroffer	[Offer]
counteroffer	counteroffer	rennoc1; if only... I have clay? I have clay?; Counteroffer	Counteroffer
accept	other	Dave; yeah, go ahead yeah, go ahead; Accept	[Other]
offer	other	rennoc1; so dave, what did you have to trade for clay?; Offer	[Other]
counteroffer	offer	Tomm; I could offer things?; Counteroffer	Offer
counteroffer	offer	Dave; wood?; Counteroffer	[Offer]
counteroffer	counteroffer	Tomm; Ore?; Counteroffer	Counteroffer
counteroffer	counteroffer	Dave; clay rennoc; Counteroffer	[Counteroffer]
counteroffer	offer	Dave; I have ore to trade (or wheat, always wheat) I have ore to trade (or wheat, always wheat); Counteroffer	[Offer]
offer	offer	rennoc1; tomm, do you have ore?; Offer	Offer
accept	other	Tomm; Yes, yes I do; Accept	Other
accept	accept	rennoc1; ok; Accept	Accept
offer	offer	Dave; any wood around?; Offer	[Offer]
refusal	refusal	rennoc1; nope; Refusal	Refusal
offer	offer	Dave; has anyone got a sheep, I can trade wheat or clay; Offer	[Offer]
refusal	refusal	Tomm; Surprisingly I am bereft of sheep.; Refusal	Refusal
offer	other	Dave; rennoc?; Offer	Other
refusal	refusal	rennoc1; sorry, no sheep; Refusal	Refusal
offer	offer	Tomm; Fancy some tasty ore?; Offer	[Offer]
refusal	accept	Dave; I do not ^_^; Refusal	Accept
offer	offer	Tomm; How about clay?; Offer	Offer
refusal	refusal	Dave; nope, sorry, I'm good for clay; Refusal	Refusal
offer	offer	Dave; trade?; Offer	[Offer]
counteroffer	offer	Tomm; Tommville is amused by such base humour. Anyway, what will you offer for wood?; Counteroffer	Offer
offer	counteroffer	Dave; wheat?:D; Offer	[Counteroffer]
offer	counteroffer	Dave; or clay; Offer	Counteroffer
counteroffer	offer	rennoc1; anone have sheep; Counteroffer	[Offer]
refusal	refusal	Tomm; Pfft, your pots are of no use.; Refusal	Refusal
refusal	refusal	Tomm; Sadly still no sheep :(; Refusal	Refusal
offer	counteroffer	Dave; wheat then?; Offer	Counteroffer
refusal	other	Tomm; Talk to rennoc first, it's his go :p; Refusal	Other
accept	accept	rennoc1; yeah sure, could do with some wheat yeah sure, could do with some wheat; Accept	Accept
offer	offer	Dave; got wood?; Offer	Offer
refusal	refusal	rennoc1; nope; Refusal	[Refusal]
counteroffer	offer	Tomm; Dave - how many wheat would you give for 1 wood?; Counteroffer	Offer
offer	offer	Dave; I will give you one whole wheat; Offer	[Offer]
counteroffer	counteroffer	Tomm; I must demand 2.; Counteroffer	[Counteroffer]
counteroffer	offer	rennoc1; i would give you 2 clay?; Counteroffer	[Offer]
refusal	refusal	Dave; I must refuse, on principle; Refusal	Refusal
counteroffer	offer	Tomm; although I could offer you ore, Rennoc?; Counteroffer	Offer
counteroffer	offer	Tomm; depending on what you have; Counteroffer	Offer
counteroffer	offer	rennoc1; well... I've got some really good quality clay.; Counteroffer	[Offer]
offer	offer	Dave; I can give you one wheat and ore for wood; Offer	[Offer]
refusal	refusal	Tomm; Don't want ore.; Refusal	[Refusal]
counteroffer	offer	Tomm; Rennoc what can you offer me for wood?; Counteroffer	Offer
counteroffer	counteroffer	rennoc1; how about 4 clay for 1 wood and 1 ore?; Counteroffer	Counteroffer
counteroffer	offer	Tomm; Dave... wood for a wheat?; Counteroffer	Offer
accept	accept	Dave; sure; Accept	[Accept]
offer	offer	rennoc1; can you give wheat to me, dave?; Offer	Offer
counteroffer	offer	rennoc1; for clay?; Counteroffer	[Offer]
refusal	refusal	Dave; I'm good for clay, thanks; Refusal	Refusal
offer	offer	rennoc1; any one have sheep?; Offer	Offer
offer	other	Tomm; Rennoc... I have sheep now?; Offer	Other
offer	offer	Tomm; Got any wheat? :P; Offer	Offer
refusal	refusal	Dave; nooooooo; Refusal	[Refusal]
counteroffer	refusal	rennoc1; nope sorry. I could spare some clay though; Counteroffer	[Refusal]
counteroffer	offer	Tomm; 1 clay for 1 sheep?; Counteroffer	[Offer]
accept	accept	rennoc1; thanks; Accept	[Accept]
offer	offer	Dave; anyone got wood or sheep to trade?; Offer	[Offer]
counteroffer	offer	rennoc1; well, I am going to have to go in 5-10 mins, so before I do does anyone want any of my resources; Counteroffer	[Offer]
offer	offer	Dave; do you have any wood or sheep rennoc?; Offer	Offer
accept	other	rennoc1; both; Accept	Other
offer	offer	Dave; 1 ore and 1 wheat for 1 wood and 1 sheep? 1 ore and 1 wheat for 1 wood and 1 sheep?; Offer	Offer
counteroffer	counteroffer	rennoc1; how about this.; Counteroffer	Counteroffer
refusal	refusal	Dave; don't have 2 wheat; Refusal	Refusal
counteroffer	other	rennoc1; I really need to head off, what do you need guys? i have 5 clay, 1 ore, 2 sheep, 1 wood.; Counteroffer	Other
offer	counteroffer	Dave; sheep, wood; Offer	Counteroffer
counteroffer	other	rennoc1; how about you tomm?; Counteroffer	[Other]
counteroffer	counteroffer	Tomm; Feel free to fire me the clay; Counteroffer	Counteroffer
counteroffer	other	rennoc1; ok it turns out you have to give me something in a trade; Counteroffer	[Other]
counteroffer	other	Dave; a clay?; Counteroffer	[Other]
counteroffer	offer	rennoc1; have anything you can spare for the trade tomm?; Counteroffer	Offer
refusal	refusal	Tomm; not realy, just ditch it; Refusal	[Refusal]
offer	offer	william; i am offering a wheat for wood or clay; Offer	[Offer]
refusal	refusal	Thomas; no  thanks; Refusal	[Refusal]
offer	offer	Cat; wood for wheat; Offer	[Offer]
offer	other	Cat; thanks; Offer	[Other]
offer	offer	Thomas; anyone want wood?; Offer	[Offer]
offer	offer	Thomas; sorry clay; Offer	[Offer]
refusal	refusal	william; no; Refusal	[Refusal]
offer	offer	Cat; anyone wants an ore?; Offer	[Offer]
refusal	refusal	Thomas; nope; Refusal	[Refusal]
refusal	refusal	william; no; Refusal	[Refusal]
offer	offer	Cat; for a wood; Offer	[Offer]
offer	offer	william; does someone have clay?; Offer	[Offer]
refusal	refusal	Thomas; none; Refusal	[Refusal]
accept	accept	Cat; yes; Accept	Accept
offer	offer	william; what do you want for it?; Offer	[Offer]
accept	offer	william; i can give you wood!; Accept	[Offer]
offer	offer	Cat; I can echange ore for wood though; Offer	[Offer]
offer	offer	Cat; give ore, receive wood; Offer	[Offer]
accept	accept	william; i'm in i'm in; Accept	[Accept]
offer	offer	Cat; I mean I can offer ore; Offer	Offer
offer	offer	Cat; if you can give me wood; Offer	[Offer]
accept	other	william; ok.  i just got the speech bubble message wrong... i just got the speech bubble message wrong...; Accept	[Other]
offer	other	Thomas; can I buy a sheep?; Offer	[Other]
refusal	refusal	william; none; Refusal	[Refusal]
refusal	refusal	Cat; no sorry; Refusal	Refusal
offer	offer	Thomas; sheep again anyone?; Offer	[Offer]
offer	offer	Thomas; or clay; Offer	[Offer]
refusal	refusal	william; no; Refusal	[Refusal]
refusal	refusal	william; n n; Refusal	[Refusal]
refusal	refusal	Cat; no no; Refusal	[Refusal]
offer	offer	william; can someone give me an ore??; Offer	[Offer]
offer	offer	william; wheat or wood; Offer	[Offer]
accept	accept	Thomas; sure; Accept	[Accept]
offer	counteroffer	Cat; how about sheep or clar?; Offer	Counteroffer
offer	counteroffer	Thomas; wheat please; Offer	Counteroffer
offer	offer	Cat; i can offer ore for sheep or clay; Offer	[Offer]
offer	offer	Cat; or wheet for the same; Offer	[Offer]
offer	offer	Cat; anyone for ore or what?; Offer	[Offer]
refusal	refusal	william; no; Refusal	[Refusal]
offer	offer	Thomas; i have ore; Offer	[Offer]
offer	offer	Thomas; I need sheep; Offer	[Offer]
offer	offer	Thomas; or clay; Offer	[Offer]
offer	counteroffer	Cat; I mean I have those to offer; Offer	Counteroffer
offer	offer	Cat; I need sheep; Offer	Offer
offer	counteroffer	Cat; or clary; Offer	Counteroffer
refusal	refusal	Thomas; no  thanks; Refusal	[Refusal]
offer	other	Cat; clay; Offer	[Other]
offer	offer	Cat; then anyone wants a wood for an ore? then anyone wants a wood for an ore?; Offer	[Offer]
refusal	refusal	william; no; Refusal	Refusal
offer	offer	william; can i get a sheep or a wheat?  i have too much wood; Offer	[Offer]
refusal	refusal	Thomas; n; Refusal	[Refusal]
offer	offer	Cat; I can give you a wheat; Offer	[Offer]
offer	offer	Cat; anyone would like to give me an ore?; Offer	[Offer]
refusal	refusal	william; cant; Refusal	[Refusal]
offer	counteroffer	Cat; wood?; Offer	[Counteroffer]
refusal	refusal	Thomas; no  no  thanks; Refusal	[Refusal]
offer	offer	Cat; anyone can give me ore?  (for wood); Offer	Offer
refusal	refusal	Thomas; no; Refusal	[Refusal]
offer	offer	Cat; anyone would like to receive a wood for an ore?; Offer	Offer
refusal	refusal	william; no; Refusal	[Refusal]
accept	other	Thomas; yes please; Accept	Other
offer	offer	william; i will take anyone's sheep though; Offer	Offer
refusal	refusal	Cat; don't have a sheep; Refusal	Refusal
refusal	refusal	Thomas; none here either none here either; Refusal	[Refusal]
offer	offer	Cat; anyone wants wood?; Offer	[Offer]
refusal	refusal	Thomas; n; Refusal	[Refusal]
offer	offer	william; 2 wood?; Offer	[Offer]
offer	counteroffer	Cat; one wood for clay; Offer	Counteroffer
refusal	refusal	william; hmm, no sorry hmm, no sorry; Refusal	[Refusal]
counteroffer	counteroffer	Cat; or ore; Counteroffer	Counteroffer
offer	offer	william; i will only take two wood,  and give 1 ore; Offer	[Offer]
refusal	refusal	Cat; no  sorry; Refusal	[Refusal]
offer	offer	Cat; i can exchange wood; Offer	[Offer]
offer	offer	Cat; one wood though; Offer	[Offer]
refusal	refusal	william; no thx; Refusal	[Refusal]
offer	offer	Cat; anyone would give me clay?; Offer	[Offer]
refusal	refusal	Thomas; none here; Refusal	[Refusal]
refusal	refusal	william; no; Refusal	[Refusal]
offer	offer	Cat; I have one wood to exchange; Offer	[Offer]
offer	offer	Cat; any takers?; Offer	[Offer]
refusal	refusal	william; no; Refusal	[Refusal]
offer	offer	Cat; for sheep, wheat or clary; Offer	[Offer]
offer	counteroffer	Thomas; can I buy a sheep for two ore?; Offer	Counteroffer
refusal	refusal	william; have none; Refusal	[Refusal]
offer	offer	william; does anyone need ore or wheat?; Offer	[Offer]
refusal	refusal	Thomas; no  thanks; Refusal	[Refusal]
offer	offer	william; can you give me sheep or wood?; Offer	Offer
counteroffer	offer	Cat; I can give you one wood; Counteroffer	[Offer]
accept	accept	william; k; Accept	[Accept]
offer	offer	Cat; anyone for ore?; Offer	[Offer]
offer	offer	Cat; I'd like clay; Offer	[Offer]
refusal	refusal	Thomas; sorry; Refusal	[Refusal]
refusal	refusal	william; sry; Refusal	[Refusal]
offer	offer	Cat; or sheep; Offer	Offer
refusal	refusal	william; nope; Refusal	[Refusal]
refusal	refusal	Thomas; can't; Refusal	[Refusal]
offer	other	Thomas; for anything; Offer	Other
counteroffer	counteroffer	william; wheat?; Counteroffer	[Counteroffer]
counteroffer	offer	Thomas; 3 ore for a wheat?; Counteroffer	[Offer]
accept	accept	Cat; ok; Accept	[Accept]
accept	other	william; i will do it; Accept	[Other]
offer	other	Cat; i need clay; Offer	[Other]
offer	offer	Cat; I can give wheat; Offer	[Offer]
refusal	refusal	william; na; Refusal	[Refusal]
refusal	refusal	Thomas; sorry nope; Refusal	[Refusal]
offer	offer	Cat; can someone give me a sheep?; Offer	Offer
refusal	refusal	william; nope; Refusal	[Refusal]
refusal	refusal	Thomas; n; Refusal	Refusal
offer	offer	Thomas; 2 ore for a wheat?; Offer	[Offer]
accept	accept	william; then yes; Accept	[Accept]
accept	accept	william; k; Accept	Accept
offer	offer	Thomas; can I buy wood for 1 ore?; Offer	[Offer]
refusal	refusal	william; hav none; Refusal	[Refusal]
refusal	refusal	Cat; no  sorry; Refusal	[Refusal]
offer	offer	william; does someone need clay?; Offer	[Offer]
offer	offer	william; i will take sheep or ore; Offer	Offer
counteroffer	counteroffer	Cat; I can trade wood; Counteroffer	[Counteroffer]
refusal	refusal	Thomas; nope; Refusal	[Refusal]
counteroffer	counteroffer	Cat; for clay; Counteroffer	[Counteroffer]
accept	accept	william; k; Accept	[Accept]
counteroffer	offer	Cat; or ore; Counteroffer	[Offer]
offer	offer	Cat; would anyone like wheat?; Offer	[Offer]
accept	accept	Thomas; yes please; Accept	Accept
offer	offer	Cat; I need clay or ore; Offer	[Offer]
counteroffer	accept	Thomas; I can give an ore; Counteroffer	[Accept]
counteroffer	offer	Thomas; or a clay; Counteroffer	[Offer]
offer	counteroffer	Cat; or a sheep!; Offer	Counteroffer
refusal	refusal	Thomas; impossible...; Refusal	[Refusal]
offer	accept	Cat; let's do the clay let's do the clay; Offer	[Accept]
accept	accept	Thomas; k; Accept	[Accept]
offer	offer	Cat; would you like one more what for an ore?; Offer	[Offer]
counteroffer	other	Thomas; one more wheat?; Counteroffer	Other
accept	offer	Cat; one wheat; Accept	[Offer]
accept	accept	Thomas; kk; Accept	Accept
offer	offer	Cat; anyone can give me a sheep?; Offer	[Offer]
offer	offer	Cat; for ore; Offer	[Offer]
counteroffer	counteroffer	william; if you give me wood; Counteroffer	[Counteroffer]
refusal	refusal	Thomas; not me; Refusal	[Refusal]
offer	counteroffer	Cat; for two ore?; Offer	Counteroffer
accept	accept	william; k; Accept	[Accept]
offer	offer	Joel; hey anyone have any brick?; Offer	[Offer]
offer	offer	Joel; or clay sorry; Offer	[Offer]
refusal	refusal	Cardlinger; nope :(; Refusal	Refusal
refusal	refusal	jon; no; Refusal	[Refusal]
offer	offer	Joel; I am willing to do wheat --> clay,  or wheat for ore; Offer	Offer
offer	offer	Joel; do you want to trade?; Offer	[Offer]
counteroffer	other	Euan; Whatcha got?; Counteroffer	[Other]
offer	offer	Joel; wheat; Offer	Offer
accept	offer	Euan; I can wheat for clay.; Accept	[Offer]
accept	accept	Joel; awesome; Accept	[Accept]
offer	offer	Euan; Hm.  Anyone got wood?; Offer	[Offer]
refusal	refusal	Joel; nope; Refusal	[Refusal]
refusal	refusal	Cardlinger; lol sorry no; Refusal	Refusal
offer	offer	jon; mm - anyone got clay? For ore perhaps?; Offer	[Offer]
refusal	refusal	Joel; nope; Refusal	[Refusal]
accept	offer	Cardlinger; i got clay; Accept	Offer
offer	offer	Euan; "Anyone got wood for sheep?" :D; Offer	[Offer]
refusal	other	Cardlinger; lamentably I am sheepless; Refusal	Other
refusal	other	Joel; same here same here; Refusal	Other
refusal	refusal	jon; can't sorry; Refusal	[Refusal]
offer	offer	Euan; Sheep for wood? Sheep for wood?; Offer	[Offer]
refusal	refusal	Cardlinger; i'm after wheat, i am afraid; Refusal	Refusal
refusal	other	Joel; I dont have sheep or wood Euan; Refusal	[Other]
offer	offer	Euan; Hm. I can give you wheat for wood.; Offer	Offer
counteroffer	counteroffer	Cardlinger; i have a clay or a wood i'm happy to dispense for wheat; Counteroffer	Counteroffer
accept	accept	Euan; Wood sounds good; Accept	Accept
accept	other	Cardlinger; kk well kk well if you're both after wood for wheat i'll go with Euan this time; Accept	[Other]
offer	offer	Joel; anyone have any ore?; Offer	[Offer]
offer	offer	Joel; or wood?; Offer	[Offer]
refusal	refusal	Cardlinger; nope, sorry :(; Refusal	[Refusal]
offer	other	Joel; jon?; Offer	[Other]
accept	other	jon; i got ore; Accept	[Other]
offer	offer	Joel; I'll give you a wheat?; Offer	[Offer]
accept	accept	jon; sure!; Accept	[Accept]
offer	offer	Joel; if you have another ore i can do it again; Offer	[Offer]
refusal	refusal	jon; no I'm done; Refusal	[Refusal]
offer	offer	Cardlinger; anyone got a wood they'd like to trade for ore?; Offer	Offer
refusal	refusal	jon; nope sorry; Refusal	[Refusal]
offer	offer	Cardlinger; or a wood for wheat; Offer	Offer
counteroffer	offer	Joel; do you have any ore?; Counteroffer	Offer
accept	other	Cardlinger; i has ore; Accept	Other
counteroffer	offer	Joel; i'll give you a wheat for the ore?; Counteroffer	[Offer]
refusal	counteroffer	Cardlinger; i'm after wood i am afraid :D; Refusal	Counteroffer
accept	offer	Joel; ok i can do a wood for ore; Accept	[Offer]
offer	offer	jon; anyone got clay for ore?; Offer	[Offer]
refusal	refusal	Cardlinger; apologies, am clayless :(; Refusal	[Refusal]
refusal	refusal	Joel; same here same here; Refusal	Refusal
offer	offer	Joel; does anyone have wood?; Offer	[Offer]
accept	other	Cardlinger; yup yup; Accept	[Other]
offer	offer	Joel; ore?; Offer	[Offer]
refusal	refusal	Cardlinger; nope; Refusal	Refusal
offer	other	Joel; euan?; Offer	Other
offer	offer	Joel; i'll trade clay for ore; Offer	[Offer]
accept	offer	Euan; Sure, I'll clay for ore; Accept	[Offer]
offer	offer	Euan; Now... anyone got any wood?; Offer	Offer
accept	accept	Cardlinger; yup yup; Accept	Accept
offer	offer	Euan; I'll give you sheep for it?; Offer	Offer
offer	offer	Euan; Or an ore.; Offer	[Offer]
refusal	refusal	Joel; i have no cards; Refusal	[Refusal]
offer	offer	Euan; Or..clay.; Offer	Offer
counteroffer	offer	Cardlinger; 1 sheep for 1 wood is that?; Counteroffer	Offer
accept	accept	Euan; Sure.; Accept	[Accept]
counteroffer	offer	Cardlinger; how many wood you after?; Counteroffer	Offer
offer	accept	Euan; Just the one for now; Offer	[Accept]
counteroffer	offer	Cardlinger; your clay for my wood?; Counteroffer	Offer
accept	accept	Euan; Yes; Accept	[Accept]
offer	offer	Euan; So do you want the clay or the sheep? So do you want the clay or the sheep?; Offer	Offer
accept	accept	Cardlinger; clay plz; Accept	Accept
offer	offer	Euan; Or if you want we could do that now too; Offer	[Offer]
refusal	refusal	Cardlinger; not just yet :); Refusal	[Refusal]
offer	offer	Cardlinger; anyone want wheat or wood for a clay?; Offer	[Offer]
refusal	refusal	Joel; i have no cards; Refusal	Refusal
offer	other	Cardlinger; E/J?; Offer	[Other]
refusal	other	jon; I'm out too; Refusal	[Other]
refusal	refusal	Euan; Fresh out :/; Refusal	Refusal
offer	offer	Joel; Euan - trade you a wheat for a sheep?; Offer	[Offer]
accept	accept	Euan; Sure, Joel.; Accept	Accept
offer	offer	Euan; No worries :) Anyone got any clay?; Offer	[Offer]
offer	offer	Euan; Anyhoo. Clay, anyone?; Offer	Offer
refusal	other	Joel; havent had clay in awhile; Refusal	Other
refusal	refusal	Cardlinger; none, sorry :(; Refusal	Refusal
offer	offer	Euan; Any ore for my sheep?; Offer	[Offer]
refusal	refusal	Cardlinger; no ore, i lament :(; Refusal	[Refusal]
offer	offer	Cardlinger; anyone want wheat or wood for sheep?; Offer	[Offer]
offer	offer	Cardlinger; or for clay indeed; Offer	[Offer]
refusal	refusal	jon; sorry; Refusal	[Refusal]
offer	other	Cardlinger; E/J?; Offer	[Other]
refusal	refusal	Joel; got nothing; Refusal	[Refusal]
offer	other	Cardlinger; E?; Offer	[Other]
offer	offer	Cardlinger; mutton man?; Offer	Offer
offer	offer	Cardlinger; wheat or wood for clay or sheep is my seekings; Offer	Offer
offer	offer	Cardlinger; do you have clay or sheep and fancy wood or wheat?; Offer	Offer
accept	counteroffer	Euan; I can give some sheep for some wood; Accept	Counteroffer
offer	offer	Cardlinger; 1:1?; Offer	Offer
accept	accept	Euan; Sounds good; Accept	[Accept]
offer	offer	Cardlinger; anyone wheat for clay?; Offer	[Offer]
refusal	refusal	Joel; strangely i have no wheat; Refusal	[Refusal]
refusal	refusal	jon; no wheat; Refusal	[Refusal]
refusal	other	Joel; and also no clay; Refusal	Other
offer	offer	Cardlinger; sorry i have wheat, it's clay i fancy; Offer	Offer
offer	offer	Cardlinger; will offer 3 wheat for 2 clay, if someone is rich in it?; Offer	Offer
refusal	refusal	jon; sorry; Refusal	[Refusal]
refusal	other	Joel; sorry; Refusal	[Other]
offer	offer	Joel; ok does anyone have clay?; Offer	Offer
refusal	refusal	Cardlinger; nope, sorry; Refusal	[Refusal]
refusal	refusal	jon; no no; Refusal	[Refusal]
refusal	refusal	Euan; Nope :/ Nope :/; Refusal	[Refusal]
offer	offer	Joel; or sheep?; Offer	[Offer]
refusal	refusal	Euan; Amazingly, no o.O; Refusal	Refusal
refusal	other	jon; also out; Refusal	Other
offer	offer	Euan; Anyone have an ore for a wheat?; Offer	[Offer]
refusal	refusal	Cardlinger; sorry, I'm all wheaty; Refusal	Refusal
refusal	refusal	Joel; same same; Refusal	[Refusal]
refusal	refusal	jon; no; Refusal	[Refusal]
offer	offer	Euan; Meh. Anyone got clay?; Offer	[Offer]
refusal	refusal	Joel; no; Refusal	[Refusal]
offer	other	jon; there's no clay right?; Offer	Other
refusal	other	Cardlinger; I have none; Refusal	[Other]
refusal	other	Euan; yeah, noone has clay :/; Refusal	Other
offer	offer	Joel; ok does anyone have a wheat?; Offer	[Offer]
offer	offer	Joel; i will give ore; Offer	[Offer]
accept	accept	Euan; I can do that; Accept	[Accept]
offer	offer	Euan; So, got clay? :P; Offer	Offer
refusal	refusal	Joel; haha no still; Refusal	Refusal
refusal	other	Cardlinger; soooooon; Refusal	[Other]
refusal	other	Cardlinger; soooooon; Refusal	[Other]
offer	offer	Euan; Anyone got any ore?; Offer	Offer
refusal	refusal	Joel; nope; Refusal	[Refusal]
