true_act	pred_act	true_turn	pred_turn
counteroffer	offer	Dave; what have you got to trade?; Counteroffer	[Offer]
counteroffer	offer	rennoc1; sheep; Counteroffer	[Offer]
accept	offer	Dave; I guess I can use two sheep; Accept	[Offer]
accept	offer	Dave; yeah, go ahead; Accept	[Offer]
offer	offer	Dave; Still want to trade?; Offer	[Offer]
accept	offer	Tomm; Yes, do you still want to? do you still want to?; Accept	[Offer]
accept	counteroffer	Dave; and yeah, and yeah, sure; Accept	[Counteroffer]
offer	offer	Dave; actually, instead of sheep, do you have any wood or clay?; Offer	[Offer]
refusal	offer	Tomm; Ah, 'fraid not; Refusal	[Offer]
offer	other	Dave; rennoc?; Offer	[Other]
refusal	counteroffer	rennoc1; nope dont have either; Refusal	[Counteroffer]
refusal	refusal	Tomm; You just nicked my wheat :P; Refusal	[Refusal]
refusal	refusal	Tomm; Not going to buy it back; Refusal	[Refusal]
offer	refusal	Dave; Want to buy it back? :D; Offer	[Refusal]
offer	offer	Tomm; Anyone want anything for wood?; Offer	[Offer]
refusal	other	rennoc1; dont have any, sorry; Refusal	[Other]
offer	other	Tomm; So no wood anyone? okay okay; Offer	[Other]
refusal	offer	Dave; nope, sorry; Refusal	[Offer]
offer	other	rennoc1; so anyone have any ore? I have sheep to spare; Offer	[Other]
counteroffer	offer	Dave; I have wheat; Counteroffer	[Offer]
refusal	other	Tomm; fraid not; Refusal	[player_4: Offer]
offer	offer	Dave; anyone need wheat?; Offer	[Offer]
refusal	other	Tomm; Really not, sorry.; Refusal	[Offer]	player_1: I could use some wheat for my settlement.
offer	offer	Dave; rennoc?; Offer	[Offer]
refusal	other	rennoc1; I'm fine for wheat at the mo; Refusal	[Other]
counteroffer	offer	Tomm; What for?; Counteroffer	[Offer]
offer	offer	Dave; clay, I guess, or ore; Offer	[Offer]
offer	offer	Dave; or wood; Offer	[Offer]
counteroffer	counteroffer	Dave; sure, can you do 2 for 2, or do you just want 1 for 1; Counteroffer	[Counteroffer]
accept	offer	Tomm; Just 1-4-1 I'm afraid; Accept	[Offer]
accept	accept	Dave; fair enough; Accept	[Accept]
offer	other	rennoc1; any spare ores anyone?; Offer	[Other]
refusal	offer	Dave; afraid not, sorry; Refusal	[Offer]
refusal	other	Tomm; None here either :(; Refusal	[Other]
offer	accept	Dave; or a sheep; Offer	[Accept]
refusal	offer	Tomm; sorry :/; Refusal	[Offer]
offer	other	rennoc1; anyone have any wood?; Offer	[Other]
refusal	offer	Dave; nope, sorry; Refusal	[Offer]
refusal	other	Tomm; I think we are all looking for it! I think we are all looking for it!; Refusal	[player_4: Other]
offer	other	Dave; can anyone trade clay for ore; Offer	[Other]
offer	offer	Dave; as in, I give you the clay; Offer	[Offer]
refusal	counteroffer	Tomm; No ore, sorry.; Refusal	[Counteroffer]
refusal	offer	rennoc1; me neither me neither; Refusal	[Offer]
offer	other	Dave; anyone got clay or ore they can swap for wheat?; Offer	[Other]
offer	offer	Dave; clay or wood, rather; Offer	[Offer]
accept	offer	Tomm; Only got that one; Accept	[Offer]
offer	refusal	Dave; could you, by any chance, use some fine high quality wheat; Offer	[Refusal]
offer	offer	Dave; guaranteed to be 100% more edible than clay; Offer	[Offer]
accept	accept	Tomm; If I get more clay, perhaps... I can eat the sheep for now.; Accept	[Accept]
accept	other	rennoc1; maybe but I have almost nothing but wheat to trade back; Accept	[Other]
offer	offer	Dave; clay or wood rennoc?; Offer	[Offer]
offer	other	Dave; either one; Offer	[player_0]: I have extra wood I can trade.
refusal	offer	rennoc1; unfortunately, neither one; Refusal	[Offer]
counteroffer	offer	rennoc1; tomm, could I give you 3 sheep for a clay and an ore?; Counteroffer	[Offer]
refusal	refusal	Tomm; I don't have ore, I'm afraid!; Refusal	[Refusal]
refusal	counteroffer	Tomm; Well, as I say, don't have any ore at all; Refusal	[Counteroffer]
counteroffer	other	rennoc1; do you have any ores, dave?; Counteroffer	[Other]
refusal	refusal	Dave; lo; Refusal	[Refusal]
refusal	offer	Dave; I don't, no; Refusal	[Offer]
offer	offer	Dave; I have wheat; Offer	[Offer]
offer	offer	Dave; but seriously, want to trade for some wheat?; Offer	[Offer]
accept	offer	Dave; I do; Accept	[Offer]
counteroffer	offer	Dave; ore for wood?; Counteroffer	[Offer]
counteroffer	accept	rennoc1; if only... I have clay? I have clay?; Counteroffer	[Accept]
accept	offer	Dave; yeah, go ahead yeah, go ahead; Accept	[Offer]
counteroffer	counteroffer	Tomm; I could offer things?; Counteroffer	[Counteroffer]
counteroffer	offer	Dave; wood?; Counteroffer	[Offer]
counteroffer	accept	Tomm; Ore?; Counteroffer	[Accept]
counteroffer	other	Dave; clay rennoc; Counteroffer	[player_1: Accept]
counteroffer	counteroffer	Dave; I have ore to trade (or wheat, always wheat) I have ore to trade (or wheat, always wheat); Counteroffer	[Counteroffer]
offer	other	rennoc1; tomm, do you have ore?; Offer	[Other]
accept	other	Tomm; Yes, yes I do; Accept	[player_0: Offer]
accept	other	rennoc1; ok; Accept	[Offer] player_0: I can trade you wheat for ore, player_2.
offer	other	Dave; any wood around?; Offer	[Other]
refusal	offer	rennoc1; nope; Refusal	[Offer]
refusal	other	Tomm; Surprisingly I am bereft of sheep.; Refusal	[player_1: Offer]
offer	offer	Dave; rennoc?; Offer	[Offer]
refusal	offer	rennoc1; sorry, no sheep; Refusal	[Offer]
offer	other	Tomm; Fancy some tasty ore?; Offer	[Other]
refusal	accept	Dave; I do not ^_^; Refusal	[Accept]
offer	offer	Tomm; How about clay?; Offer	[Offer]
refusal	offer	Dave; nope, sorry, I'm good for clay; Refusal	[Offer]
offer	other	Dave; trade?; Offer	[Offer] Another player responds: I can trade you a brick for that wood.
counteroffer	offer	Tomm; Tommville is amused by such base humour. Anyway, what will you offer for wood?; Counteroffer	[Offer]
offer	offer	Dave; wheat?:D; Offer	[Offer]
offer	accept	Dave; or clay; Offer	[Accept]
counteroffer	offer	rennoc1; anone have sheep; Counteroffer	[Offer]
refusal	offer	Tomm; Pfft, your pots are of no use.; Refusal	[Offer]
refusal	other	Tomm; Sadly still no sheep :(; Refusal	[Offer] Does anyone need wood?
offer	offer	Dave; wheat then?; Offer	[Offer]
refusal	offer	Tomm; Talk to rennoc first, it's his go :p; Refusal	[Offer]
accept	other	rennoc1; yeah sure, could do with some wheat yeah sure, could do with some wheat; Accept	[Other]
offer	offer	Dave; got wood?; Offer	[Offer]
refusal	offer	rennoc1; nope; Refusal	[Offer]
counteroffer	offer	Tomm; Dave - how many wheat would you give for 1 wood?; Counteroffer	[Offer]
offer	counteroffer	Dave; I will give you one whole wheat; Offer	[Counteroffer]
counteroffer	counteroffer	Tomm; I must demand 2.; Counteroffer	[Counteroffer]
counteroffer	other	rennoc1; i would give you 2 clay?; Counteroffer	[player_1: Refusal]
refusal	accept	Dave; I must refuse, on principle; Refusal	[Accept]
counteroffer	offer	Tomm; although I could offer you ore, Rennoc?; Counteroffer	[Offer]
counteroffer	offer	Tomm; depending on what you have; Counteroffer	[Offer]
counteroffer	other	rennoc1; well... I've got some really good quality clay.; Counteroffer	[player_0: Offer]
offer	other	Dave; I can give you one wheat and ore for wood; Offer	[Other]
refusal	refusal	Tomm; Don't want ore.; Refusal	[Refusal]
counteroffer	counteroffer	Tomm; Rennoc what can you offer me for wood?; Counteroffer	[Counteroffer]
counteroffer	offer	rennoc1; how about 4 clay for 1 wood and 1 ore?; Counteroffer	[Offer]
counteroffer	offer	Tomm; Dave... wood for a wheat?; Counteroffer	[Offer]
accept	offer	Dave; sure; Accept	[Offer]
offer	offer	rennoc1; can you give wheat to me, dave?; Offer	[Offer]
counteroffer	offer	rennoc1; for clay?; Counteroffer	[Offer]
refusal	accept	Dave; I'm good for clay, thanks; Refusal	[Accept]
offer	other	rennoc1; any one have sheep?; Offer	[Other]
offer	offer	Tomm; Rennoc... I have sheep now?; Offer	[Offer]
offer	other	Tomm; Got any wheat? :P; Offer	[Other]
refusal	accept	Dave; nooooooo; Refusal	[Accept]
counteroffer	other	rennoc1; nope sorry. I could spare some clay though; Counteroffer	[Other]
counteroffer	offer	Tomm; 1 clay for 1 sheep?; Counteroffer	[Offer]
accept	counteroffer	rennoc1; thanks; Accept	[Counteroffer]
offer	other	Dave; anyone got wood or sheep to trade?; Offer	[Other]
counteroffer	offer	rennoc1; well, I am going to have to go in 5-10 mins, so before I do does anyone want any of my resources; Counteroffer	[Offer]
offer	other	Dave; do you have any wood or sheep rennoc?; Offer	[Other]
accept	offer	rennoc1; both; Accept	[Offer]
offer	offer	Dave; 1 ore and 1 wheat for 1 wood and 1 sheep? 1 ore and 1 wheat for 1 wood and 1 sheep?; Offer	[Offer]
counteroffer	accept	rennoc1; how about this.; Counteroffer	[Accept]
refusal	refusal	Dave; don't have 2 wheat; Refusal	[Refusal]
counteroffer	other	rennoc1; I really need to head off, what do you need guys? i have 5 clay, 1 ore, 2 sheep, 1 wood.; Counteroffer	[Other]
offer	offer	Dave; sheep, wood; Offer	[Offer]
counteroffer	offer	rennoc1; how about you tomm?; Counteroffer	[Offer]
counteroffer	offer	Tomm; Feel free to fire me the clay; Counteroffer	[Offer]
counteroffer	accept	rennoc1; ok it turns out you have to give me something in a trade; Counteroffer	[Accept]
counteroffer	counteroffer	Dave; a clay?; Counteroffer	[Counteroffer]
counteroffer	accept	rennoc1; have anything you can spare for the trade tomm?; Counteroffer	[Accept]
refusal	offer	Tomm; not realy, just ditch it; Refusal	[Offer]
refusal	counteroffer	Thomas; no  thanks; Refusal	[Counteroffer]
offer	other	Cat; wood for wheat; Offer	[player_0: Offer]
offer	other	Cat; thanks; Offer	[Other]
offer	accept	Thomas; sorry clay; Offer	[Accept]
refusal	offer	william; no; Refusal	[Offer]
offer	other	Cat; anyone wants an ore?; Offer	[player_4]
refusal	offer	Thomas; nope; Refusal	[Offer]
refusal	offer	william; no; Refusal	[Offer]
offer	other	Cat; for a wood; Offer	[Other]
refusal	offer	Thomas; none; Refusal	[Offer]
accept	offer	Cat; yes; Accept	[Offer]
offer	offer	william; what do you want for it?; Offer	[Offer]
accept	offer	william; i can give you wood!; Accept	[Offer]
offer	other	Cat; I can echange ore for wood though; Offer	[Offer] I can offer you 1 wood for 1 clay.
offer	other	Cat; give ore, receive wood; Offer	[player_0: Offer]
accept	accept	william; i'm in i'm in; Accept	[Accept]
offer	other	Cat; I mean I can offer ore; Offer	[Other]
offer	offer	Cat; if you can give me wood; Offer	[Offer]
accept	counteroffer	william; ok.  i just got the speech bubble message wrong... i just got the speech bubble message wrong...; Accept	[Counteroffer]
refusal	counteroffer	william; none; Refusal	[Counteroffer]
refusal	other	Cat; no sorry; Refusal	[Other]
offer	offer	Thomas; sheep again anyone?; Offer	[Offer]
offer	offer	Thomas; or clay; Offer	[Offer]
refusal	other	william; no; Refusal	[player_0] Accept
refusal	offer	william; n n; Refusal	[Offer]
refusal	offer	Cat; no no; Refusal	[Offer]
offer	other	william; can someone give me an ore??; Offer	[Other]
offer	offer	william; wheat or wood; Offer	[Offer]
accept	offer	Thomas; sure; Accept	[Offer]
offer	offer	Cat; how about sheep or clar?; Offer	[Offer]
offer	counteroffer	Thomas; wheat please; Offer	[Counteroffer]
offer	other	Cat; i can offer ore for sheep or clay; Offer	[Other]
offer	counteroffer	Cat; or wheet for the same; Offer	[Counteroffer]
offer	other	Cat; anyone for ore or what?; Offer	[Other]
refusal	offer	william; no; Refusal	[Offer]
offer	offer	Thomas; i have ore; Offer	[Offer]
offer	offer	Thomas; I need sheep; Offer	[Offer]
offer	offer	Thomas; or clay; Offer	[Offer]
offer	offer	Cat; I mean I have those to offer; Offer	[Offer]
offer	offer	Cat; I need sheep; Offer	[Offer]
offer	offer	Cat; or clary; Offer	[Offer]
refusal	offer	Thomas; no  thanks; Refusal	[Offer]
offer	other	Cat; clay; Offer	[Other]
offer	offer	Cat; then anyone wants a wood for an ore? then anyone wants a wood for an ore?; Offer	[Offer]
refusal	offer	william; no; Refusal	[Offer]
refusal	other	Thomas; n; Refusal	[Offer] Player_1: I can offer you a wheat for two wood.
offer	offer	Cat; I can give you a wheat; Offer	[Offer]
refusal	refusal	william; cant; Refusal	[Refusal]
offer	offer	Cat; wood?; Offer	[Offer]
refusal	accept	Thomas; no  no  thanks; Refusal	[Accept]
offer	other	Cat; anyone can give me ore?  (for wood); Offer	[Other]
refusal	offer	Thomas; no; Refusal	[Offer]
offer	other	Cat; anyone would like to receive a wood for an ore?; Offer	[Other]
refusal	other	william; no; Refusal	[Other]
accept	other	Thomas; yes please; Accept	[Other]
offer	offer	william; i will take anyone's sheep though; Offer	[Offer]
refusal	offer	Cat; don't have a sheep; Refusal	[Offer]
refusal	offer	Thomas; none here either none here either; Refusal	[Offer]
offer	offer	Cat; anyone wants wood?; Offer	[Offer]
refusal	other	Thomas; n; Refusal	[Offer] Player_2: I could trade you some sheep for wood.
offer	offer	william; 2 wood?; Offer	[Offer]
offer	accept	Cat; one wood for clay; Offer	[Accept]
refusal	accept	william; hmm, no sorry hmm, no sorry; Refusal	[Accept]
counteroffer	offer	Cat; or ore; Counteroffer	[Offer]
offer	counteroffer	william; i will only take two wood,  and give 1 ore; Offer	[Counteroffer]
refusal	offer	Cat; no  sorry; Refusal	[Offer]
offer	offer	Cat; one wood though; Offer	[Offer]
refusal	other	william; no thx; Refusal	[Offer] Player_1: I have a sheep, would you trade your wood for it?
refusal	other	Thomas; none here; Refusal	[Offer] player_1: I have some clay, what are you offering in return?
refusal	offer	william; no; Refusal	[Offer]
offer	other	Cat; I have one wood to exchange; Offer	[Offer] Anyone interested in trading clay for wood?
offer	offer	Cat; any takers?; Offer	[Offer]
refusal	offer	william; no; Refusal	[Offer]
offer	other	Cat; for sheep, wheat or clary; Offer	[Other]
offer	offer	Thomas; can I buy a sheep for two ore?; Offer	[Offer]
refusal	refusal	william; have none; Refusal	[Refusal]
refusal	other	Thomas; no  thanks; Refusal	[Offer] 

player_1: I could use some ore, what are you looking for in return?
offer	offer	william; can you give me sheep or wood?; Offer	[Offer]
counteroffer	counteroffer	Cat; I can give you one wood; Counteroffer	[Counteroffer]
accept	counteroffer	william; k; Accept	[Counteroffer]
offer	offer	Cat; I'd like clay; Offer	[Offer]
refusal	offer	Thomas; sorry; Refusal	[Offer]
refusal	refusal	william; sry; Refusal	[Refusal]
offer	offer	Cat; or sheep; Offer	[Offer]
refusal	offer	william; nope; Refusal	[Offer]
refusal	counteroffer	Thomas; can't; Refusal	[Counteroffer]
offer	offer	Thomas; for anything; Offer	[Offer]
counteroffer	offer	william; wheat?; Counteroffer	[Offer]
counteroffer	offer	Thomas; 3 ore for a wheat?; Counteroffer	[Offer]
accept	refusal	Cat; ok; Accept	[Refusal]
accept	other	william; i will do it; Accept	[Other]
offer	offer	Cat; I can give wheat; Offer	[Offer]
refusal	offer	william; na; Refusal	[Offer]
refusal	offer	Thomas; sorry nope; Refusal	[Offer]
offer	offer	Cat; can someone give me a sheep?; Offer	[Offer]
refusal	offer	william; nope; Refusal	[Offer]
refusal	offer	Thomas; n; Refusal	[Offer]
accept	offer	william; then yes; Accept	[Offer]
accept	offer	william; k; Accept	[Offer]
offer	offer	Thomas; can I buy wood for 1 ore?; Offer	[Offer]
refusal	other	william; hav none; Refusal	[player_2: Refusal]
refusal	refusal	Cat; no  sorry; Refusal	[Refusal]
offer	offer	william; does someone need clay?; Offer	[Offer]
offer	offer	william; i will take sheep or ore; Offer	[Offer]
counteroffer	offer	Cat; I can trade wood; Counteroffer	[Offer]
refusal	other	Thomas; nope; Refusal	[player_2: Offer]
counteroffer	offer	Cat; for clay; Counteroffer	[Offer]
accept	offer	william; k; Accept	[Offer]
counteroffer	offer	Cat; or ore; Counteroffer	[Offer]
accept	other	Thomas; yes please; Accept	[Offer] player_1: I could trade you some ore for wheat.
offer	offer	Cat; I need clay or ore; Offer	[Offer]
counteroffer	offer	Thomas; I can give an ore; Counteroffer	[Offer]
counteroffer	counteroffer	Thomas; or a clay; Counteroffer	[Counteroffer]
offer	offer	Cat; or a sheep!; Offer	[Offer]
refusal	other	Thomas; impossible...; Refusal	[Offer] Hey player_1, I could use that sheep. I can offer a wheat in exchange.
offer	offer	Cat; let's do the clay let's do the clay; Offer	[Offer]
accept	other	Thomas; k; Accept	[Other]
offer	other	Cat; would you like one more what for an ore?; Offer	[Other]
counteroffer	offer	Thomas; one more wheat?; Counteroffer	[Offer]
accept	accept	Cat; one wheat; Accept	[Accept]
accept	other	Thomas; kk; Accept	[player_1: Accept]
offer	offer	Cat; for ore; Offer	[Offer]
counteroffer	refusal	william; if you give me wood; Counteroffer	[Refusal]
refusal	counteroffer	Thomas; not me; Refusal	[Counteroffer]
offer	counteroffer	Cat; for two ore?; Offer	[Counteroffer]
accept	offer	william; k; Accept	[Offer]
offer	offer	Joel; or clay sorry; Offer	[Offer]
refusal	offer	Cardlinger; nope :(; Refusal	[Offer]
refusal	offer	jon; no; Refusal	[Offer]
offer	other	Joel; I am willing to do wheat --> clay,  or wheat for ore; Offer	[Other]
offer	other	Joel; do you want to trade?; Offer	[player_0] Accept
counteroffer	counteroffer	Euan; Whatcha got?; Counteroffer	[Counteroffer]
offer	offer	Joel; wheat; Offer	[Offer]
accept	offer	Euan; I can wheat for clay.; Accept	[Offer]
accept	accept	Joel; awesome; Accept	[Accept]
refusal	offer	Joel; nope; Refusal	[Offer]
refusal	offer	Cardlinger; lol sorry no; Refusal	[Offer]
refusal	accept	Joel; nope; Refusal	[Accept]
accept	offer	Cardlinger; i got clay; Accept	[Offer]
offer	other	Euan; "Anyone got wood for sheep?" :D; Offer	[player_4: Other]
refusal	other	Cardlinger; lamentably I am sheepless; Refusal	[Other]
refusal	other	Joel; same here same here; Refusal	[player_0: Offer]
refusal	offer	jon; can't sorry; Refusal	[Offer]
offer	other	Euan; Sheep for wood? Sheep for wood?; Offer	[Other]
refusal	counteroffer	Cardlinger; i'm after wheat, i am afraid; Refusal	[Counteroffer]
refusal	other	Joel; I dont have sheep or wood Euan; Refusal	[Other]
offer	offer	Euan; Hm. I can give you wheat for wood.; Offer	[Offer]
counteroffer	other	Cardlinger; i have a clay or a wood i'm happy to dispense for wheat; Counteroffer	[Other]
accept	accept	Euan; Wood sounds good; Accept	[Accept]
accept	offer	Cardlinger; kk well kk well if you're both after wood for wheat i'll go with Euan this time; Accept	[Offer]
offer	other	Joel; or wood?; Offer	[Offer] Anyone willing to trade ore for some sheep?
refusal	other	Cardlinger; nope, sorry :(; Refusal	[Offer] Player_1: I have ore, what are you offering for it?
offer	offer	Joel; jon?; Offer	[Offer]
accept	other	jon; i got ore; Accept	[Other]
offer	offer	Joel; I'll give you a wheat?; Offer	[Offer]
accept	counteroffer	jon; sure!; Accept	[Counteroffer]
offer	accept	Joel; if you have another ore i can do it again; Offer	[Accept]
refusal	offer	jon; no I'm done; Refusal	[Offer]
offer	other	Cardlinger; anyone got a wood they'd like to trade for ore?; Offer	[Other]
refusal	offer	jon; nope sorry; Refusal	[Offer]
offer	offer	Cardlinger; or a wood for wheat; Offer	[Offer]
counteroffer	refusal	Joel; do you have any ore?; Counteroffer	[Refusal]
accept	offer	Cardlinger; i has ore; Accept	[Offer]
counteroffer	offer	Joel; i'll give you a wheat for the ore?; Counteroffer	[Offer]
refusal	accept	Cardlinger; i'm after wood i am afraid :D; Refusal	[Accept]
accept	offer	Joel; ok i can do a wood for ore; Accept	[Offer]
refusal	other	Cardlinger; apologies, am clayless :(; Refusal	[Offer] player_1: I can give you 2 clay for 1 ore.
refusal	offer	Joel; same here same here; Refusal	[Offer]
accept	other	Cardlinger; yup yup; Accept	[Offer] Player_3: I have wood, what do you have to offer for it?
offer	offer	Joel; ore?; Offer	[Offer]
refusal	offer	Cardlinger; nope; Refusal	[Offer]
offer	other	Joel; euan?; Offer	[Other]
offer	offer	Joel; i'll trade clay for ore; Offer	[Offer]
accept	other	Euan; Sure, I'll clay for ore; Accept	[Other]
offer	other	Euan; Now... anyone got any wood?; Offer	[Other]
accept	offer	Cardlinger; yup yup; Accept	[Offer]
offer	offer	Euan; I'll give you sheep for it?; Offer	[Offer]
offer	other	Euan; Or an ore.; Offer	[player_1: Accept]
refusal	counteroffer	Joel; i have no cards; Refusal	[Counteroffer]
offer	refusal	Euan; Or..clay.; Offer	[Refusal]
counteroffer	offer	Cardlinger; 1 sheep for 1 wood is that?; Counteroffer	[Offer]
accept	accept	Euan; Sure.; Accept	[Accept]
counteroffer	counteroffer	Cardlinger; how many wood you after?; Counteroffer	[Counteroffer]
offer	offer	Euan; Just the one for now; Offer	[Offer]
counteroffer	offer	Cardlinger; your clay for my wood?; Counteroffer	[Offer]
accept	accept	Euan; Yes; Accept	[Accept]
offer	accept	Euan; So do you want the clay or the sheep? So do you want the clay or the sheep?; Offer	[Accept]
accept	offer	Cardlinger; clay plz; Accept	[Offer]
offer	offer	Euan; Or if you want we could do that now too; Offer	[Offer]
refusal	refusal	Cardlinger; not just yet :); Refusal	[Refusal]
offer	accept	Cardlinger; anyone want wheat or wood for a clay?; Offer	[Accept]
refusal	offer	Joel; i have no cards; Refusal	[Offer]
offer	other	Cardlinger; E/J?; Offer	[Other]
refusal	other	jon; I'm out too; Refusal	Offer: Sure, I can offer you 2 wood for 1 brick.
refusal	offer	Euan; Fresh out :/; Refusal	[Offer]
accept	accept	Euan; Sure, Joel.; Accept	[Accept]
offer	other	Euan; Anyhoo. Clay, anyone?; Offer	[Other]
refusal	offer	Joel; havent had clay in awhile; Refusal	[Offer]
refusal	offer	Cardlinger; none, sorry :(; Refusal	[Offer]
offer	other	Euan; Any ore for my sheep?; Offer	[Other]
refusal	offer	Cardlinger; no ore, i lament :(; Refusal	[Offer]
offer	other	Cardlinger; anyone want wheat or wood for sheep?; Offer	[Other]
offer	offer	Cardlinger; or for clay indeed; Offer	[Offer]
refusal	offer	jon; sorry; Refusal	[Offer]
offer	other	Cardlinger; E/J?; Offer	[player_2: Offer]
refusal	offer	Joel; got nothing; Refusal	[Offer]
offer	offer	Cardlinger; E?; Offer	[Offer]
offer	offer	Cardlinger; mutton man?; Offer	[Offer]
offer	other	Cardlinger; wheat or wood for clay or sheep is my seekings; Offer	[Other]
offer	offer	Cardlinger; do you have clay or sheep and fancy wood or wheat?; Offer	[Offer]
accept	offer	Euan; I can give some sheep for some wood; Accept	[Offer]
offer	accept	Cardlinger; 1:1?; Offer	[Accept]
accept	counteroffer	Euan; Sounds good; Accept	[Counteroffer]
offer	offer	Cardlinger; anyone wheat for clay?; Offer	[Offer]
refusal	accept	Joel; strangely i have no wheat; Refusal	[Accept]
refusal	offer	jon; no wheat; Refusal	[Offer]
refusal	offer	Joel; and also no clay; Refusal	[Offer]
offer	offer	Cardlinger; sorry i have wheat, it's clay i fancy; Offer	[Offer]
offer	accept	Cardlinger; will offer 3 wheat for 2 clay, if someone is rich in it?; Offer	[Accept]
refusal	other	jon; sorry; Refusal	Offer: I can do 2 clay for 1 wheat.
refusal	other	Joel; sorry; Refusal	[Other]
offer	offer	Joel; ok does anyone have clay?; Offer	[Offer]
refusal	offer	Cardlinger; nope, sorry; Refusal	[Offer]
refusal	other	jon; no no; Refusal	[Other]
refusal	offer	Euan; Nope :/ Nope :/; Refusal	[Offer]
offer	other	Joel; or sheep?; Offer	[player_0: Refusal]
refusal	offer	Euan; Amazingly, no o.O; Refusal	[Offer]
refusal	offer	jon; also out; Refusal	[Offer]
offer	other	Euan; Anyone have an ore for a wheat?; Offer	[Other]
refusal	other	Cardlinger; sorry, I'm all wheaty; Refusal	[player_3: Offer]
refusal	refusal	Joel; same same; Refusal	[Refusal]
refusal	offer	jon; no; Refusal	[Offer]
offer	offer	Euan; Meh. Anyone got clay?; Offer	[Offer]
refusal	refusal	Joel; no; Refusal	[Refusal]
offer	other	jon; there's no clay right?; Offer	[Other]
refusal	other	Cardlinger; I have none; Refusal	[Other]
refusal	offer	Euan; yeah, noone has clay :/; Refusal	[Offer]
offer	other	Joel; i will give ore; Offer	[Other]
accept	accept	Euan; I can do that; Accept	[Accept]
offer	other	Euan; So, got clay? :P; Offer	[Other]
refusal	offer	Joel; haha no still; Refusal	[Offer]
refusal	other	Cardlinger; soooooon; Refusal	[Other]
refusal	other	Cardlinger; soooooon; Refusal	[Other]
offer	other	Euan; Anyone got any ore?; Offer	[Other]
refusal	offer	Joel; nope; Refusal	[Offer]
accept	offer	Cardlinger; only the 1; Accept	[Offer]
refusal	offer	Joel; havent had it in awhile; Refusal	[Offer]
counteroffer	other	Cardlinger; what do you have to offer?; Counteroffer	[Other]
counteroffer	offer	Euan; Sheep, wheat, or wood, currently.; Counteroffer	[Offer]
refusal	offer	Cardlinger; afraid I can't help - if it trade my ore for the sheep i can't buy a card :(; Refusal	[Offer]
offer	other	Cardlinger; anyone want wheat or wood for an ore?; Offer	[Other]
refusal	other	Euan; No ore here; Refusal	[Other]
accept	other	jon; I'll take a wheat for an ore; Accept	[Other] Player_1: Yeah, I agree. It's been a while since we've had a 7 rolled.
refusal	counteroffer	Joel; i have no ore; Refusal	[Counteroffer]
offer	other	Cardlinger; anyone else?; Offer	[player_4: Offer]
refusal	offer	Joel; nope; Refusal	[Offer]
offer	other	Cardlinger; wheat/wood for ore?; Offer	[Other]
refusal	counteroffer	Euan; no ore.; Refusal	[Counteroffer]
refusal	refusal	Cardlinger; sorry, no clay :(; Refusal	[Refusal]
refusal	offer	Euan; no clay :/ no clay :/; Refusal	[Offer]
