true_act	pred_act	true_turn	pred_turn
counteroffer	accept	Dave; what have you got to trade?; Counteroffer	[Accept]
counteroffer	offer	rennoc1; sheep; Counteroffer	[Offer]
accept	other	Dave; I guess I can use two sheep; Accept	[Other]
accept	offer	Dave; yeah, go ahead; Accept	[Offer]
offer	other	Dave; Still want to trade?; Offer	[Other]
accept	refusal	Tomm; Yes, do you still want to? do you still want to?; Accept	[Refusal]
accept	other	Dave; and yeah, and yeah, sure; Accept	[Other]
offer	other	Dave; actually, instead of sheep, do you have any wood or clay?; Offer	[Other]
refusal	offer	Tomm; Ah, 'fraid not; Refusal	[Offer]
offer	other	Dave; rennoc?; Offer	[Other]
refusal	other	rennoc1; nope dont have either; Refusal	[Other]
refusal	accept	Tomm; You just nicked my wheat :P; Refusal	[Accept]
refusal	other	Tomm; Not going to buy it back; Refusal	[Other]
offer	other	Dave; Want to buy it back? :D; Offer	[Other]
offer	other	Tomm; Anyone want anything for wood?; Offer	[Other]
refusal	other	rennoc1; dont have any, sorry; Refusal	[Other]
offer	other	Tomm; So no wood anyone? okay okay; Offer	[Other]
refusal	accept	Dave; nope, sorry; Refusal	[Accept]
offer	offer	rennoc1; so anyone have any ore? I have sheep to spare; Offer	[Offer]
counteroffer	offer	Dave; I have wheat; Counteroffer	[Offer]
refusal	offer	Tomm; fraid not; Refusal	[Offer]
offer	offer	Dave; anyone need wheat?; Offer	[Offer]
refusal	offer	Tomm; Really not, sorry.; Refusal	[Offer]
offer	other	Dave; rennoc?; Offer	[Other]
refusal	other	rennoc1; I'm fine for wheat at the mo; Refusal	[Other]
counteroffer	counteroffer	Tomm; What for?; Counteroffer	[Counteroffer]
offer	other	Dave; clay, I guess, or ore; Offer	[Other]
offer	offer	Dave; or wood; Offer	[Offer]
counteroffer	refusal	Dave; sure, can you do 2 for 2, or do you just want 1 for 1; Counteroffer	[Refusal]
accept	counteroffer	Tomm; Just 1-4-1 I'm afraid; Accept	[Counteroffer]
accept	refusal	Dave; fair enough; Accept	[Refusal]
offer	other	rennoc1; any spare ores anyone?; Offer	[Other]
refusal	offer	Dave; afraid not, sorry; Refusal	[Offer]
refusal	other	Tomm; None here either :(; Refusal	[Other]
offer	accept	Dave; or a sheep; Offer	[Accept]
refusal	offer	Tomm; sorry :/; Refusal	[Offer]
offer	offer	rennoc1; anyone have any wood?; Offer	[Offer]
refusal	offer	Dave; nope, sorry; Refusal	[Offer]
refusal	refusal	Tomm; I think we are all looking for it! I think we are all looking for it!; Refusal	[Refusal]
offer	other	Dave; can anyone trade clay for ore; Offer	[Other]
offer	offer	Dave; as in, I give you the clay; Offer	[Offer]
refusal	accept	Tomm; No ore, sorry.; Refusal	[Accept]
refusal	other	rennoc1; me neither me neither; Refusal	[Other]
offer	other	Dave; anyone got clay or ore they can swap for wheat?; Offer	[Other]
offer	offer	Dave; clay or wood, rather; Offer	[Offer]
accept	offer	Tomm; Only got that one; Accept	[Offer]
offer	other	Dave; could you, by any chance, use some fine high quality wheat; Offer	[Other]
offer	offer	Dave; guaranteed to be 100% more edible than clay; Offer	[Offer]
accept	other	Tomm; If I get more clay, perhaps... I can eat the sheep for now.; Accept	[Other]
accept	other	rennoc1; maybe but I have almost nothing but wheat to trade back; Accept	[Other]
offer	offer	Dave; clay or wood rennoc?; Offer	[Offer]
offer	offer	Dave; either one; Offer	[Offer]
refusal	offer	rennoc1; unfortunately, neither one; Refusal	[Offer]
counteroffer	other	rennoc1; tomm, could I give you 3 sheep for a clay and an ore?; Counteroffer	[Other]
refusal	refusal	Tomm; I don't have ore, I'm afraid!; Refusal	[Refusal]
refusal	offer	Tomm; Well, as I say, don't have any ore at all; Refusal	[Offer]
counteroffer	refusal	rennoc1; do you have any ores, dave?; Counteroffer	[Refusal]
refusal	offer	Dave; lo; Refusal	[Offer]
refusal	offer	Dave; I don't, no; Refusal	[Offer]
offer	other	Dave; I have wheat; Offer	[Other]
offer	offer	Dave; but seriously, want to trade for some wheat?; Offer	[Offer]
accept	counteroffer	Dave; I do; Accept	[Counteroffer]
counteroffer	offer	Dave; ore for wood?; Counteroffer	[Offer]
counteroffer	accept	rennoc1; if only... I have clay? I have clay?; Counteroffer	[Accept]
accept	offer	Dave; yeah, go ahead yeah, go ahead; Accept	[Offer]
counteroffer	accept	Tomm; I could offer things?; Counteroffer	[Accept]
counteroffer	other	Dave; wood?; Counteroffer	[Other]
counteroffer	offer	Tomm; Ore?; Counteroffer	[Offer]
counteroffer	offer	Dave; clay rennoc; Counteroffer	[Offer]
counteroffer	offer	Dave; I have ore to trade (or wheat, always wheat) I have ore to trade (or wheat, always wheat); Counteroffer	[Offer]
offer	offer	rennoc1; tomm, do you have ore?; Offer	[Offer]
accept	offer	Tomm; Yes, yes I do; Accept	[Offer]
accept	offer	rennoc1; ok; Accept	[Offer]
offer	other	Dave; any wood around?; Offer	[Other]
refusal	offer	rennoc1; nope; Refusal	[Offer]
refusal	offer	Tomm; Surprisingly I am bereft of sheep.; Refusal	[Offer]
offer	offer	Dave; rennoc?; Offer	[Offer]
refusal	other	rennoc1; sorry, no sheep; Refusal	[Other]
offer	other	Tomm; Fancy some tasty ore?; Offer	[Other]
refusal	refusal	Dave; I do not ^_^; Refusal	[Refusal]
offer	other	Tomm; How about clay?; Offer	[Other]
refusal	counteroffer	Dave; nope, sorry, I'm good for clay; Refusal	[Counteroffer]
offer	offer	Dave; trade?; Offer	[Offer]
counteroffer	other	Tomm; Tommville is amused by such base humour. Anyway, what will you offer for wood?; Counteroffer	[Other]
offer	offer	Dave; wheat?:D; Offer	[Offer]
offer	offer	Dave; or clay; Offer	[Offer]
counteroffer	offer	rennoc1; anone have sheep; Counteroffer	[Offer]
refusal	offer	Tomm; Pfft, your pots are of no use.; Refusal	[Offer]
refusal	other	Tomm; Sadly still no sheep :(; Refusal	[Other]
offer	other	Dave; wheat then?; Offer	[Other]
refusal	other	Tomm; Talk to rennoc first, it's his go :p; Refusal	[Offer] Would you be willing to trade some ore for the wheat?
accept	other	rennoc1; yeah sure, could do with some wheat yeah sure, could do with some wheat; Accept	[Other]
offer	offer	Dave; got wood?; Offer	[Offer]
refusal	offer	rennoc1; nope; Refusal	[Offer]
counteroffer	refusal	Tomm; Dave - how many wheat would you give for 1 wood?; Counteroffer	[Refusal]
offer	other	Dave; I will give you one whole wheat; Offer	[Counteroffer] Hannah - I can give you 2 wheat for 1 wood.
counteroffer	offer	Tomm; I must demand 2.; Counteroffer	[Offer]
counteroffer	refusal	rennoc1; i would give you 2 clay?; Counteroffer	[Refusal]
refusal	other	Dave; I must refuse, on principle; Refusal	[Other]
counteroffer	offer	Tomm; although I could offer you ore, Rennoc?; Counteroffer	[Offer]
counteroffer	accept	Tomm; depending on what you have; Counteroffer	[Accept]
counteroffer	other	rennoc1; well... I've got some really good quality clay.; Counteroffer	[Other]
offer	other	Dave; I can give you one wheat and ore for wood; Offer	[Other]
refusal	refusal	Tomm; Don't want ore.; Refusal	[Refusal]
counteroffer	offer	Tomm; Rennoc what can you offer me for wood?; Counteroffer	[Offer]
counteroffer	counteroffer	rennoc1; how about 4 clay for 1 wood and 1 ore?; Counteroffer	[Counteroffer]
counteroffer	accept	Tomm; Dave... wood for a wheat?; Counteroffer	[Accept]
accept	other	Dave; sure; Accept	[Other]
offer	offer	rennoc1; can you give wheat to me, dave?; Offer	[Offer]
counteroffer	offer	rennoc1; for clay?; Counteroffer	[Offer]
refusal	offer	Dave; I'm good for clay, thanks; Refusal	[Offer]
offer	other	rennoc1; any one have sheep?; Offer	[Other]
offer	other	Tomm; Rennoc... I have sheep now?; Offer	[Other]
offer	other	Tomm; Got any wheat? :P; Offer	[Other]
refusal	offer	Dave; nooooooo; Refusal	[Offer]
counteroffer	other	rennoc1; nope sorry. I could spare some clay though; Counteroffer	[Other]
counteroffer	offer	Tomm; 1 clay for 1 sheep?; Counteroffer	[Offer]
accept	refusal	rennoc1; thanks; Accept	[Refusal]
offer	offer	Dave; anyone got wood or sheep to trade?; Offer	[Offer]
counteroffer	other	rennoc1; well, I am going to have to go in 5-10 mins, so before I do does anyone want any of my resources; Counteroffer	[Offer] I have wood, but I need wheat. Would anyone be interested in trading?
offer	offer	Dave; do you have any wood or sheep rennoc?; Offer	[Offer]
accept	offer	rennoc1; both; Accept	[Offer]
offer	other	Dave; 1 ore and 1 wheat for 1 wood and 1 sheep? 1 ore and 1 wheat for 1 wood and 1 sheep?; Offer	[Other]
counteroffer	accept	rennoc1; how about this.; Counteroffer	[Accept]
refusal	offer	Dave; don't have 2 wheat; Refusal	[Offer]
counteroffer	accept	rennoc1; I really need to head off, what do you need guys? i have 5 clay, 1 ore, 2 sheep, 1 wood.; Counteroffer	[Accept]
offer	offer	Dave; sheep, wood; Offer	[Offer]
counteroffer	offer	rennoc1; how about you tomm?; Counteroffer	[Offer]
counteroffer	refusal	Tomm; Feel free to fire me the clay; Counteroffer	[Refusal]
counteroffer	offer	rennoc1; ok it turns out you have to give me something in a trade; Counteroffer	[Offer]
counteroffer	refusal	Dave; a clay?; Counteroffer	[Refusal]
counteroffer	offer	rennoc1; have anything you can spare for the trade tomm?; Counteroffer	[Offer]
refusal	offer	Tomm; not realy, just ditch it; Refusal	[Offer]
refusal	accept	Thomas; no  thanks; Refusal	[Accept]
offer	offer	Cat; wood for wheat; Offer	[Offer]
offer	offer	Cat; thanks; Offer	[Offer]
offer	other	Thomas; sorry clay; Offer	[Offer] Anyone willing to trade wood for wheat?
refusal	offer	william; no; Refusal	[Offer]
offer	other	Cat; anyone wants an ore?; Offer	[Other]
refusal	offer	Thomas; nope; Refusal	[Offer]
refusal	offer	william; no; Refusal	[Offer]
offer	other	Cat; for a wood; Offer	[Other]
refusal	other	Thomas; none; Refusal	[Offer] A: I have clay, but I need wheat. Anyone willing to trade?
accept	offer	Cat; yes; Accept	[Offer]
offer	other	william; what do you want for it?; Offer	[Other]
accept	offer	william; i can give you wood!; Accept	[Offer]
offer	accept	Cat; I can echange ore for wood though; Offer	[Accept]
offer	counteroffer	Cat; give ore, receive wood; Offer	[Counteroffer]
accept	counteroffer	william; i'm in i'm in; Accept	[Counteroffer]
offer	other	Cat; I mean I can offer ore; Offer	[Other]
offer	other	Cat; if you can give me wood; Offer	[Other]
accept	counteroffer	william; ok.  i just got the speech bubble message wrong... i just got the speech bubble message wrong...; Accept	[Counteroffer]
refusal	counteroffer	william; none; Refusal	[Counteroffer]
refusal	offer	Cat; no sorry; Refusal	[Offer]
offer	offer	Thomas; sheep again anyone?; Offer	[Offer]
offer	offer	Thomas; or clay; Offer	[Offer]
refusal	offer	william; no; Refusal	[Offer]
refusal	other	william; n n; Refusal	[Other]
refusal	offer	Cat; no no; Refusal	[Offer]
offer	other	william; can someone give me an ore??; Offer	[Other]
offer	other	william; wheat or wood; Offer	[Other]
accept	counteroffer	Thomas; sure; Accept	[Counteroffer]
offer	counteroffer	Cat; how about sheep or clar?; Offer	[Counteroffer]
offer	accept	Thomas; wheat please; Offer	[Accept]
offer	other	Cat; i can offer ore for sheep or clay; Offer	[Other]
offer	counteroffer	Cat; or wheet for the same; Offer	[Counteroffer]
offer	accept	Cat; anyone for ore or what?; Offer	[Accept]
refusal	offer	william; no; Refusal	[Offer]
offer	other	Thomas; i have ore; Offer	[Other]
offer	offer	Thomas; I need sheep; Offer	[Offer]
offer	offer	Thomas; or clay; Offer	[Offer]
offer	offer	Cat; I mean I have those to offer; Offer	[Offer]
offer	offer	Cat; I need sheep; Offer	[Offer]
offer	offer	Cat; or clary; Offer	[Offer]
refusal	offer	Thomas; no  thanks; Refusal	[Offer]
offer	other	Cat; clay; Offer	[Other]
offer	other	Cat; then anyone wants a wood for an ore? then anyone wants a wood for an ore?; Offer	[Other]
refusal	offer	william; no; Refusal	[Offer]
refusal	offer	Thomas; n; Refusal	[Offer]
offer	offer	Cat; I can give you a wheat; Offer	[Offer]
refusal	offer	william; cant; Refusal	[Offer]
offer	offer	Cat; wood?; Offer	[Offer]
refusal	offer	Thomas; no  no  thanks; Refusal	[Offer]
offer	offer	Cat; anyone can give me ore?  (for wood); Offer	[Offer]
refusal	accept	Thomas; no; Refusal	[Accept]
offer	other	Cat; anyone would like to receive a wood for an ore?; Offer	[Other]
refusal	accept	william; no; Refusal	[Accept]
accept	refusal	Thomas; yes please; Accept	Refusal
offer	offer	william; i will take anyone's sheep though; Offer	[Offer]
refusal	offer	Cat; don't have a sheep; Refusal	[Offer]
refusal	offer	Thomas; none here either none here either; Refusal	[Offer]
offer	offer	Cat; anyone wants wood?; Offer	[Offer]
refusal	offer	Thomas; n; Refusal	[Offer]
offer	refusal	william; 2 wood?; Offer	[Refusal]
offer	counteroffer	Cat; one wood for clay; Offer	[Counteroffer]
refusal	offer	william; hmm, no sorry hmm, no sorry; Refusal	[Offer]
counteroffer	other	Cat; or ore; Counteroffer	[Other]
offer	counteroffer	william; i will only take two wood,  and give 1 ore; Offer	[Counteroffer]
refusal	counteroffer	Cat; no  sorry; Refusal	[Counteroffer]
offer	other	Cat; one wood though; Offer	[Offer] Player 2: I have sheep, would you be willing to trade your wood for my sheep?
refusal	offer	william; no thx; Refusal	[Offer]
refusal	offer	Thomas; none here; Refusal	[Offer]
refusal	offer	william; no; Refusal	[Offer]
offer	accept	Cat; I have one wood to exchange; Offer	[Accept]
offer	other	Cat; any takers?; Offer	[Offer] Another player responds, "I have one sheep, would you be willing to trade?"
refusal	offer	william; no; Refusal	[Offer]
offer	other	Cat; for sheep, wheat or clary; Offer	Other
offer	offer	Thomas; can I buy a sheep for two ore?; Offer	[Offer]
refusal	counteroffer	william; have none; Refusal	[Counteroffer]
refusal	other	Thomas; no  thanks; Refusal	[Other]
offer	other	william; can you give me sheep or wood?; Offer	[Other]
counteroffer	counteroffer	Cat; I can give you one wood; Counteroffer	[Counteroffer]
accept	counteroffer	william; k; Accept	[Counteroffer]
offer	offer	Cat; I'd like clay; Offer	[Offer]
refusal	offer	Thomas; sorry; Refusal	[Offer]
refusal	other	william; sry; Refusal	[Other]
offer	accept	Cat; or sheep; Offer	[Accept]
refusal	other	william; nope; Refusal	[Other]
refusal	offer	Thomas; can't; Refusal	[Offer]
offer	offer	Thomas; for anything; Offer	[Offer]
counteroffer	refusal	william; wheat?; Counteroffer	[Refusal]
counteroffer	offer	Thomas; 3 ore for a wheat?; Counteroffer	[Offer]
accept	counteroffer	Cat; ok; Accept	[Counteroffer]
accept	offer	william; i will do it; Accept	[Offer]
offer	offer	Cat; I can give wheat; Offer	[Offer]
refusal	offer	william; na; Refusal	[Offer]
refusal	offer	Thomas; sorry nope; Refusal	[Offer]
offer	other	Cat; can someone give me a sheep?; Offer	[Other]
refusal	other	william; nope; Refusal	[Other]
refusal	other	Thomas; n; Refusal	[Other]
accept	refusal	william; then yes; Accept	[Refusal]
accept	counteroffer	william; k; Accept	[Counteroffer]
offer	offer	Thomas; can I buy wood for 1 ore?; Offer	[Offer]
refusal	refusal	william; hav none; Refusal	[Refusal]
refusal	offer	Cat; no  sorry; Refusal	[Offer]
offer	accept	william; does someone need clay?; Offer	[Accept]
offer	offer	william; i will take sheep or ore; Offer	[Offer]
counteroffer	other	Cat; I can trade wood; Counteroffer	[Offer] I can give you a sheep in exchange for some clay.
refusal	offer	Thomas; nope; Refusal	[Offer]
counteroffer	other	Cat; for clay; Counteroffer	[Other]
accept	offer	william; k; Accept	[Offer]
counteroffer	offer	Cat; or ore; Counteroffer	[Offer]
accept	refusal	Thomas; yes please; Accept	[Refusal]
offer	accept	Cat; I need clay or ore; Offer	[Accept]
counteroffer	offer	Thomas; I can give an ore; Counteroffer	[Offer]
counteroffer	other	Thomas; or a clay; Counteroffer	[Other]
offer	counteroffer	Cat; or a sheep!; Offer	[Counteroffer]
refusal	offer	Thomas; impossible...; Refusal	[Offer]
offer	other	Cat; let's do the clay let's do the clay; Offer	[Other]
accept	offer	Thomas; k; Accept	[Offer]
offer	offer	Cat; would you like one more what for an ore?; Offer	[Offer]
counteroffer	counteroffer	Thomas; one more wheat?; Counteroffer	[Counteroffer]
accept	refusal	Cat; one wheat; Accept	[Refusal]
accept	offer	Thomas; kk; Accept	[Offer]
offer	offer	Cat; for ore; Offer	[Offer]
counteroffer	offer	william; if you give me wood; Counteroffer	[Offer]
refusal	refusal	Thomas; not me; Refusal	[Refusal]
offer	offer	Cat; for two ore?; Offer	[Offer]
accept	refusal	william; k; Accept	[Refusal]
offer	offer	Joel; or clay sorry; Offer	[Offer]
refusal	other	Cardlinger; nope :(; Refusal	[Other]
refusal	other	jon; no; Refusal	[Other]
offer	offer	Joel; I am willing to do wheat --> clay,  or wheat for ore; Offer	[Offer]
offer	offer	Joel; do you want to trade?; Offer	[Offer]
counteroffer	offer	Euan; Whatcha got?; Counteroffer	[Offer]
offer	offer	Joel; wheat; Offer	[Offer]
accept	other	Euan; I can wheat for clay.; Accept	[Other]
accept	counteroffer	Joel; awesome; Accept	[Counteroffer]
refusal	offer	Joel; nope; Refusal	[Offer]
refusal	offer	Cardlinger; lol sorry no; Refusal	[Offer]
refusal	counteroffer	Joel; nope; Refusal	[Counteroffer]
accept	offer	Cardlinger; i got clay; Accept	[Offer]
offer	other	Euan; "Anyone got wood for sheep?" :D; Offer	[Other]
refusal	other	Cardlinger; lamentably I am sheepless; Refusal	[Other]
refusal	offer	Joel; same here same here; Refusal	[Offer]
refusal	offer	jon; can't sorry; Refusal	[Offer]
offer	other	Euan; Sheep for wood? Sheep for wood?; Offer	[Other]
refusal	accept	Cardlinger; i'm after wheat, i am afraid; Refusal	[Accept]
refusal	other	Joel; I dont have sheep or wood Euan; Refusal	[Other]
offer	offer	Euan; Hm. I can give you wheat for wood.; Offer	[Offer]
counteroffer	offer	Cardlinger; i have a clay or a wood i'm happy to dispense for wheat; Counteroffer	[Offer]
accept	offer	Euan; Wood sounds good; Accept	[Offer]
accept	other	Cardlinger; kk well kk well if you're both after wood for wheat i'll go with Euan this time; Accept	[Other]
offer	offer	Joel; or wood?; Offer	[Offer]
refusal	other	Cardlinger; nope, sorry :(; Refusal	[Offer] Would anyone be willing to trade ore for wood?

offer	other	Joel; jon?; Offer	[Other]
accept	accept	jon; i got ore; Accept	[Accept]
offer	offer	Joel; I'll give you a wheat?; Offer	[Offer]
accept	accept	jon; sure!; Accept	[Accept]
offer	other	Joel; if you have another ore i can do it again; Offer	[Other]
refusal	other	jon; no I'm done; Refusal	[Other]
offer	offer	Cardlinger; anyone got a wood they'd like to trade for ore?; Offer	[Offer]
refusal	other	jon; nope sorry; Refusal	[Offer] Player B: I have extra wood, I can trade 2 wood for 1 ore.
offer	refusal	Cardlinger; or a wood for wheat; Offer	[Refusal]
counteroffer	other	Joel; do you have any ore?; Counteroffer	[Offer] I can give you a wheat for your wood.
accept	other	Cardlinger; i has ore; Accept	[Other]
counteroffer	offer	Joel; i'll give you a wheat for the ore?; Counteroffer	[Offer]
refusal	refusal	Cardlinger; i'm after wood i am afraid :D; Refusal	[Refusal]
accept	other	Joel; ok i can do a wood for ore; Accept	[Other]
refusal	offer	Cardlinger; apologies, am clayless :(; Refusal	[Offer]
refusal	offer	Joel; same here same here; Refusal	[Offer]
accept	counteroffer	Cardlinger; yup yup; Accept	Counteroffer
offer	refusal	Joel; ore?; Offer	[Refusal]
refusal	offer	Cardlinger; nope; Refusal	[Offer]
offer	other	Joel; euan?; Offer	[Other]
offer	other	Joel; i'll trade clay for ore; Offer	[Other]
accept	offer	Euan; Sure, I'll clay for ore; Accept	[Offer]
offer	other	Euan; Now... anyone got any wood?; Offer	[Other]
accept	offer	Cardlinger; yup yup; Accept	[Offer]
offer	other	Euan; I'll give you sheep for it?; Offer	[Other]
offer	refusal	Euan; Or an ore.; Offer	[Refusal]
refusal	other	Joel; i have no cards; Refusal	[Other]
offer	other	Euan; Or..clay.; Offer	[Other]
counteroffer	other	Cardlinger; 1 sheep for 1 wood is that?; Counteroffer	[Other]
accept	counteroffer	Euan; Sure.; Accept	[Counteroffer]
counteroffer	counteroffer	Cardlinger; how many wood you after?; Counteroffer	[Counteroffer]
offer	offer	Euan; Just the one for now; Offer	[Offer]
counteroffer	other	Cardlinger; your clay for my wood?; Counteroffer	[Other]
accept	counteroffer	Euan; Yes; Accept	[Counteroffer]
offer	other	Euan; So do you want the clay or the sheep? So do you want the clay or the sheep?; Offer	[Other]
accept	accept	Cardlinger; clay plz; Accept	[Accept]
offer	other	Euan; Or if you want we could do that now too; Offer	[Other]
refusal	offer	Cardlinger; not just yet :); Refusal	[Offer]
offer	offer	Cardlinger; anyone want wheat or wood for a clay?; Offer	[Offer]
refusal	offer	Joel; i have no cards; Refusal	[Offer]
offer	other	Cardlinger; E/J?; Offer	[Other]
refusal	offer	jon; I'm out too; Refusal	[Offer]
refusal	offer	Euan; Fresh out :/; Refusal	[Offer]
accept	accept	Euan; Sure, Joel.; Accept	[Accept]
offer	other	Euan; Anyhoo. Clay, anyone?; Offer	[Other]
refusal	offer	Joel; havent had clay in awhile; Refusal	[Offer]
refusal	other	Cardlinger; none, sorry :(; Refusal	[Other]
offer	other	Euan; Any ore for my sheep?; Offer	[Other]
refusal	offer	Cardlinger; no ore, i lament :(; Refusal	[Offer]
offer	offer	Cardlinger; anyone want wheat or wood for sheep?; Offer	Offer
offer	other	Cardlinger; or for clay indeed; Offer	[Offer] I'll trade you two sheep for some wheat.
refusal	offer	jon; sorry; Refusal	[Offer]
offer	other	Cardlinger; E/J?; Offer	[Other]
refusal	offer	Joel; got nothing; Refusal	[Offer]
offer	offer	Cardlinger; E?; Offer	[Offer]
offer	other	Cardlinger; mutton man?; Offer	[Other]
offer	other	Cardlinger; wheat or wood for clay or sheep is my seekings; Offer	[Other]
offer	other	Cardlinger; do you have clay or sheep and fancy wood or wheat?; Offer	[Other]
accept	counteroffer	Euan; I can give some sheep for some wood; Accept	[Counteroffer]
offer	other	Cardlinger; 1:1?; Offer	[Other]
accept	offer	Euan; Sounds good; Accept	[Offer]
offer	offer	Cardlinger; anyone wheat for clay?; Offer	[Offer]
refusal	offer	Joel; strangely i have no wheat; Refusal	[Offer]
refusal	offer	jon; no wheat; Refusal	[Offer]
refusal	offer	Joel; and also no clay; Refusal	[Offer]
offer	offer	Cardlinger; sorry i have wheat, it's clay i fancy; Offer	[Offer]
offer	other	Cardlinger; will offer 3 wheat for 2 clay, if someone is rich in it?; Offer	[Other]
refusal	other	jon; sorry; Refusal	[Other]
refusal	offer	Joel; sorry; Refusal	[Offer]
offer	other	Joel; ok does anyone have clay?; Offer	[Other]
refusal	offer	Cardlinger; nope, sorry; Refusal	[Offer]
refusal	accept	jon; no no; Refusal	[Accept]
refusal	other	Euan; Nope :/ Nope :/; Refusal	[Other]
offer	other	Joel; or sheep?; Offer	[Other]
refusal	offer	Euan; Amazingly, no o.O; Refusal	[Offer]
refusal	offer	jon; also out; Refusal	[Offer]
offer	other	Euan; Anyone have an ore for a wheat?; Offer	[Other]
refusal	offer	Cardlinger; sorry, I'm all wheaty; Refusal	[Offer]
refusal	other	Joel; same same; Refusal	[Other]
refusal	offer	jon; no; Refusal	[Offer]
offer	other	Euan; Meh. Anyone got clay?; Offer	[Other]
refusal	offer	Joel; no; Refusal	[Offer]
offer	refusal	jon; there's no clay right?; Offer	[Refusal]
refusal	other	Cardlinger; I have none; Refusal	[Other]
refusal	offer	Euan; yeah, noone has clay :/; Refusal	[Offer]
offer	offer	Joel; i will give ore; Offer	[Offer]
accept	accept	Euan; I can do that; Accept	[Accept]
offer	other	Euan; So, got clay? :P; Offer	[Other]
refusal	refusal	Joel; haha no still; Refusal	[Refusal]
refusal	offer	Cardlinger; soooooon; Refusal	[Offer]
refusal	other	Cardlinger; soooooon; Refusal	[Other]
offer	offer	Euan; Anyone got any ore?; Offer	Offer
refusal	offer	Joel; nope; Refusal	[Offer]
accept	other	Cardlinger; only the 1; Accept	[Other]
refusal	offer	Joel; havent had it in awhile; Refusal	[Offer]
counteroffer	other	Cardlinger; what do you have to offer?; Counteroffer	[Other]
counteroffer	other	Euan; Sheep, wheat, or wood, currently.; Counteroffer	[Other]
refusal	offer	Cardlinger; afraid I can't help - if it trade my ore for the sheep i can't buy a card :(; Refusal	[Offer]
offer	other	Cardlinger; anyone want wheat or wood for an ore?; Offer	[Other]
refusal	offer	Euan; No ore here; Refusal	[Offer]
accept	other	jon; I'll take a wheat for an ore; Accept	[Other]
refusal	counteroffer	Joel; i have no ore; Refusal	[Counteroffer]
offer	offer	Cardlinger; anyone else?; Offer	[Offer]
refusal	offer	Joel; nope; Refusal	[Offer]
offer	offer	Cardlinger; wheat/wood for ore?; Offer	[Offer]
refusal	counteroffer	Euan; no ore.; Refusal	[Counteroffer]
refusal	other	Cardlinger; sorry, no clay :(; Refusal	[Offer] Another player responds, "I have clay, I can trade you for an ore."
refusal	other	Euan; no clay :/ no clay :/; Refusal	[Other]
accept	offer	Joel; yeah i can do that; Accept	[Offer]
refusal	offer	Cardlinger; not a bit :(; Refusal	[Offer]
refusal	other	Joel; [no clay]; Refusal	[Other]
offer	other	Euan; Guessing noone has clay?; Offer	[Other]
refusal	offer	Joel; nope; Refusal	[Offer]
refusal	offer	jon; nope nope; Refusal	[Offer]
refusal	offer	Cardlinger; 0 clay 0 clay; Refusal	[Offer]
refusal	counteroffer	Euan; No sheep/ore :/; Refusal	[Counteroffer]
accept	offer	jon; i'll take one wheat for one sheep; Accept	[Offer]
